name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval
Acme Mills (Pvt) Limited,acme-mills-private-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acme-mills-private-limited.html,Pakistan,,Karachi,75700,"A/3, Street No. 5 off Manghophir Road",,+92 330 8235959,,sales@acmemills.com.pk,https://www.acmemills.com.pk,,Acme Mills (Pvt) Ltd is a premier manufacturer and exporter of high-quality home and hospitality textiles based in Karachi...,9.1,H9.1-C41B,,,"Bed, Bath & Living",,,Home Textiles Manufacturer; Hotel Towels supplier; Hospitality Textiles Supplier; Hotel bedding supplier; Luxury hotel linen,,,,https://www.instagram.com/acmemills.pvt.ltd,,,,,,,,,2025-11-20T08:01:16
Acquitaine Ltd.,acquitaine-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acquitaine-ltd.html,Great Britain and Northern Ireland,,,,,,+44 161 368 5252,,info@acquitaine.co.uk,https://www.acquitaine.co.uk,,"Discover the timeless beauty of British design with our exclusive collection of printed fabrics, crafted on 100% pure British...",4.1,H4.1-E61,,,,,,Linen; Upholstery ; Drapery ; Natural Fabrics; British Manufactures,,,,,,,,,,,,,2025-09-10T17:01:16
ACS Textiles (Bangladesh) Limited,acs-textiles-bangladesh-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acs-textiles-bangladesh-limited.html,Bangladesh,,Dhaka,1464,"Tetlabo, Ward #03, Rupgonj Narayanganj",,+880 1717-416551,,shukhan@acstextiles.com,https://www.acstextiles.com,,"Housed across a massive 550,000 square ft., our cutting edge manufacturing facility employs over 6000 people, and averages...",9.0,H9.0-B21,,Selected for Heimtextil Trends,"Bed, Bath & Living",,,Yarn Dyed; Dyed; Linen; Jacquard; Digital Print,,,,https://www.instagram.com/acstextilesltd,https://www.linkedin.com/company/acs-textiles-towel-bd-ltd,,,,,,,,2025-12-23T14:11:21
AD Design & Color Trends by Astrid Davidse,astrid-davidse-design,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/astrid-davidse-design.html,Netherlands,,'s-Gravenhage,2587 HR,Gentsestraat 187,,+31703060623,,info@addesign.online,https://www.addesign.online,,,6.1,H6.1-D62,,,Textile Design,,,,,,,https://www.instagram.com/astriddavidsedesign,https://www.linkedin.com/company/colorconcept-by-astriddavidse,,,,,,,,2025-10-22T08:05:55
Adamjee Textile Mills (Pvt) Ltd.,adamjee-textile-mills-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adamjee-textile-mills-pvt-ltd.html,Pakistan,,Karachi,75700,"E-17/A, S.I.T.E",,+92 21 32568536,+92 21 32562512,hasnain.raza@adamjee.com.pk,https://www.adamjee.com.pk,,"Adamjee Textile Mills (Pvt) Ltd is as one of the leading composite Textile Processing Mills, based in the port City of Karachi...",8.0,H8.0-B30,,,"Bed, Bath & Living; Decorative & Furniture Fabrics; Functional features; Smart Bedding; Window & Interior Decoration",,,home textile pakistan; Institutional Linen; fabric manufacturer pakistan; scrub suits; hospital sheeting,,,,https://www.instagram.com/adamjeetextilemills,https://www.linkedin.com/company/adamjee-textile,,,,,,,,2026-03-08T03:12:46
ADARSH EXPORTS,adarsh-exports,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adarsh-exports.html,India,,"Bhadohi, Uttar Pradesh",221401,"111 Civil Lines, Pakari",,+91 99180 78856,+91 94152 86304,enquiry@adarshexport.com,https://www.adarshexport.com,,ADARSH EXPORT: COMPANY PROFILE Adarsh Exports is an industry-leading producer and supplier of an extensive selection of floor...,11.1,H11.1-C68,,,Carpets & Rugs,,,"CARPET & RUGS, TEPPICHE; FLOOR COVERING, ALFOMBRA; HANDWOVEN, DURRY, RYA; SUMACK; KNOTTED",,,,,,,,,,,,,2025-11-13T13:43:37
Adea Tekstil,adea-tekstil,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adea-tekstil.html,Türkiye,,"Merkezefendi, Denizli",20020,"Bozburun, 7068, 21/1",,,,info@adeatekstil.com,https://www.adeatekstil.com,,Adea Textile is a Denizli-based hotel textile manufacturer specialising in premium bedding and bathroom products for the...,4.0,H4.0-H03,,,Smart Bedding,,,Duvets and Pillow; Hotel textile; Down; Down Alternative; Turkish,,,,,,,,,,,,,2026-01-06T21:34:33
ADEKO - Dizayn Ev Tekstil Sanayi ve Ticaret Ltd. Sti.,dizayn-ev-tekstil-sanayi-ve-ticaret-ltd-sti---adeko,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/dizayn-ev-tekstil-sanayi-ve-ticaret-ltd-sti---adeko.html,Türkiye,,"Osmangazi, Bursa",16000,DOSAB Papatya Sokak No: 5,,+90 224 503 04 31,,furkanaytac@adekodesign.com,https://www.adekodesign.com,,"As Adeko family with all of its members, from manufacturing to design, marketing and visual design. We create collections...",3.0,H3.0-E68,,Weaver,Window & Interior Decoration,,,"www.adekodesign.com; Adeko_official; info@adekodesign.com; Magical World Of The Yarn; CURTAIN, SHEER, TEXTURE, JACQUARD, DAMASK, BLACKOUT",,,,https://www.instagram.com/adeko_official,,,,,,,,company_pictures/10000000202501/0012253235/1635875043228_ADEKO-20LOGO.png,2025-11-18T15:06:49
ADIL HASSAN TEXTILES,adil-hassan-textiles,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adil-hassan-textiles.html,Pakistan,,Faisalabad,,"Montgomery Bazar Office: 31-P4, Fare Market",Montgomery Bazar,,,info@adilhasstextiles.com,https://www.adilhassantextiles.com,,,9.1,H9.1-C40D,,,,,,,,,,,,,,,,,,,2025-11-11T12:00:34
Adil Tahir Textiles,adil-tahir-textiles,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adil-tahir-textiles.html,Pakistan,,Faisalabad,38000,"Hajiabad International Street, Sanat Singh Road",Hajiabad,,,adiltahir.textile@gmail.com,https://www.adiltahirtextile.com,,"ADIL TAHIR TEXTILES:We are manufacturer and exporter of all kind of Textile Fabric (Greige, Bleached, Dyed & Printed in 100...",8.0,H8.0-H72C,,,"Bed, Bath & Living",,,Bed and Hotel Linen; Institutional Linen; Printed Sheet Set; Sateen Tablecloth and Napkin; Towels & Bathrobes,,,,,,,,,,,,,2025-10-07T09:27:14
Adnan Apparel,adnan-apparel,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adnan-apparel.html,Pakistan,,Karachi,75950,"L-15/1, Block-21, Federal B Industrial Area",,+92 21 36821212,+92 21 36821117,yasser@adnantextiles.pk,https://www.adnantextilemills.com,,M/s Adnan Apparel was established in 1992 & is renowned for quality Hometextile manufacturing & Export. In- house production...,8.0,H8.0-B52,,,,,,AAP,,,,,,,,,,,,,2025-11-07T08:38:50
Adoksan Tekstil San. ve Tic. A.S.,adoksan-tekstil-san-ve-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adoksan-tekstil-san-ve-tic-as.html,Türkiye,,"Nilufer, Bursa",16159,Isiktepe OSB Mah. Kahverengi Cad. No: 27,,+90 224 241 42 42,+90 224 241 42 41,sales2@adoksan.com.tr,https://www.adoksan.com.tr,,"Our company, which started its activities under the name of Adıgüzeller in 1986 for the sale of upholstery fabrics, started...",3.1,H3.1-E41,,Weaver,Decorative & Furniture Fabrics,,,upholstery fabric ; decorative fabric; furnishing fabric,,,,,,,,,,,,,2025-11-19T11:02:20
ADVANSA Marketing GmbH,advansa-marketing-gmbh,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/advansa-marketing-gmbh.html,Germany,DEU_05,Hamm,59069,Werler Str. 387,,+49 2388 30360,+49 2388 3036108,information@advansa.com,https://www.advansa.com,,"As a leading European fibre supplier, ADVANSA distinguishes itself through its extensive range of high-performance fibres...",4.0,H4.0-C11,,,"Fibres and Yarns, Textile Materials, Finishing",,,Schlaf; Funktionsfaser; Advansa; Umweltfreundlich; Dacron,,,,https://www.instagram.com/advansa_fibres,https://www.linkedin.com/company/72333,,,,,,,company_pictures/10000000202501/0012222383/1666003233546_ADVANSA-20Logo.jpg,2025-12-05T12:08:02
Adwaith Lakshmi Industries Pvt. Ltd.,adwaith-lakshmi-industries-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adwaith-lakshmi-industries-pvt-ltd.html,India,,Coimbatore,641028,"114 A, Senthottam, Sowripalayam",,+91 422 231 9861,+91 422 231 7005,a.arulmuruhan@adwaithlakshmi.in,https://www.adwaithlakshmi.in,,"Adwaith Lakshmi is a pioneer in cotton textile since its inception in 1956 , and the group is very well renowned in the textile...",8.0,H8.0-D41,,,"Bed, Bath & Living",,,Bath Towels; Terry towels; Terry fabric; Bath linen; Bathrobes; Table Napkin; Bed linen fabric; Kitchen linen; Health care textiles; High quality towels,,,,https://www.instagram.com/AdwaithLakshmi,,,,,,,,company_pictures/10000000202501/0012214177/1694177463486_1277605978.jpg,2026-01-11T18:43:30
Aesthetic Living Merchants Pvt. Ltd.,aesthetic-living-merchants-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/aesthetic-living-merchants-pvt-ltd.html,India,IND_07,Gurugram,122001,"Plot No. 36, Sector 37, Pace City-I",,+91 85278 94806,+91 124 408 0719,nitin@abia.in,https://www.abia.in,,ABIA today is a one stop universal destination for all home décor needs. Key products : Sustainable Textiles - Bed Linen...,10.2,H10.2-A91,,,,,,"Cushion Cover; Quilts, Duvet cover and Shams; Out Door Pillow; Pouf; Tote Bag, Table Linen",,,,https://instagram.com/shopify,,,,,,,,,2025-08-26T16:42:38
Afroze Textile Industries (Pvt) Ltd.,afroze-textile-industries-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/afroze-textile-industries-pvt-ltd.html,Pakistan,,"Karachi, Sindh",75950,"C8, Scheme # 33. New SITE Super Highway",,+92 21 36881743,+92 21 36378914,info@afroze.com,https://www.afrozetextiles.com,,Terry Towel & Bed Linen Manufacturer  Textile Manufacturer based in Karachi since 1973.,9.0,H9.0-B31,,,"Bed, Bath & Living",,,Beach Towels; Towels; Bathrobes; Bed Linen; Afroze Textile Industries Pvt Ltd,,,,,,,,,,,,,2025-11-04T11:44:41
Agaoglu Tekstil San. ve Tic. A.S.,agaoglu-tekstil-san-ve-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/agaoglu-tekstil-san-ve-tic-as.html,Türkiye,,Usak,64100,"Karma Organize Sanayi Bölgesi, 3. Cadde, No: 13",,,+90 276 231 16 89,info@agaoglu.com,https://www.agaoglu.com,,AĞAOĞLU TEXTILE is one of the leading Bed Linens producers of Turkey. The company has been founded in 1950Our production...,5.0,H5.0-B11,,,"Bed, Bath & Living; Decorative & Furniture Fabrics",,,,,,,https://www.instagram.com/agaoglu_grup,https://www.linkedin.com/company/agaoglu-tekstil,,,,,,,company_pictures/10000000202501/380135/1734338503778_1750045209.jpg,2025-11-19T11:12:14
AGATE HOME FASHIONS,agate-home-fashions,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/agate-home-fashions.html,India,,Panipat,132103,"A Block, Plot No. 299, Sector-29 Huda, Part-II",,+91 82959 13109,,md@agatehomefashions.com,https://www.agatehomefashions.com,,,11.0,H11.0-D64,,,,,,,,,,,,,,,,,,,2025-10-29T14:29:32
Agmamito Sp. z o.o.,agmamito-sp-z-oo,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/agmamito-sp-z-oo.html,Poland,,Jasin,62-020,ul. Poznanska 33,,+48 61 817 20 96,+48 61 818 48 46,info@agmamito.com,,,"At Agmmaito Group we do not accept compromises – our fabrics are a synergy of good design, quality and functionality. Invariably...",3.1,H3.1-F30,,,Decorative & Furniture Fabrics,,,h2o clean; furniture fabric; upholstery fabric; easy clean fabric; non-flammable fabric,,,,,,,,,,,,company_pictures/10000000202601/454910/1762943322183_111421914.jpg,2026-03-08T03:16:23
Agnee Innovates Private Limited,agnee-innovates-private-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/agnee-innovates-private-limited.html,India,,Varanashi,221401,Bhadohi Kushiyara Gyanpur Road,Bhadohi,+91 98993 22702,+91 98993 22702,lalit.baliyan@agniexports.com,https://www.agniexports.com,,"Agni, was founded in 1996 by Alpa and Janak with a vision to create beautifully designed quality Furniture's & Rugs for every...",10.2; 11.0,H10.2-B17; H11.0-B21,,,,,,"AGNI , RUGS , CARPETS , HAND MADE , HAND WOVEN , KNOTTED ; FURNITURE , HOME , WALL ARTS , WALL HANGING , BENCH; STOOL , PILLOW , CUSHION , FLOOR COVERSING; AGNEE; BADHOI , NOIDA , PANIPAT , JAIPUR",,,,,,,,,,,,,2025-09-05T11:24:12
Ahmad Hassan Textile Mills Ltd.,ahmad-hassan-textile-mills-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ahmad-hassan-textile-mills-ltd.html,Pakistan,,Multan,60000,"46, Hassan Parwana Colony",,+92-61-4512933,,info@ahtml.com.pk,https://www.ahtml.com.pk,,,9.1,H9.1-C51F,,,,,,,,,,,,,,,,,,,2025-11-11T11:58:37
Ahmad Weaving,ahmad-weaving,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ahmad-weaving.html,Pakistan,,Faisalabad,38000,"Irshad Road, Madina Town 5-Z-13",,+92 41 2401211,+92 41 2401211,arsalan@ahmadweaving.com,https://www.ahmadweaving.com,,"Eastablished back in 1965, Ahmad Weaving have been in textile manufacturing business for over 50 years. We entered export...",8.0,H8.0-F41,,,,,,Curtains; Ahmad Weaving Pakistan; Embroidery; Jacquard; Bedding,,,,,,,,,,,,,2025-09-04T13:20:52
Ahmed Fine Textile Mills Limited,ahmed-fine-textile-mills-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ahmed-fine-textile-mills-limited.html,Pakistan,,Multan,54500,59/3 Abdali Road,,+92 300 8414275,+92 300 8414275,aamer.faiz@fazalcloth.com,,,Fazal Group (www.fazalgroup.com) is a renowned name in the textile industry of Pakistan dealing in yarns and greige fabric...,8.0,H8.0-C16,,,,,,Towel; Terry Towel; Bathrobe; Bathmat; Bath Towel,,,,,,,,,,,,,2026-03-08T05:25:36
Ahmet Sabuncular Tekstil Sanayi ve Ticaret Limited Sirketi,ahmet-sabuncular-tekstil-sanayi-ve-ticaret-limited-sirketi,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ahmet-sabuncular-tekstil-sanayi-ve-ticaret-limited-sirketi.html,Türkiye,,Bursa,16260,Vatan Mah. 7. Selvi Sok. No: 6/A Yildirim,Yildirim,,+90 224 360 09 19,info@shadetextile.com,https://www.shadetextile.com,,Recycled Flame Retardant Fabrics Research into the causes of fire shows that unsuitable textiles can contribute considerably...,4.1,H4.1-C87,,,,,,Decorative Fabrics; FLAME RETARDANT; RECYCLE FABRICS; LINEN FABRICS; HEMP FABRICS,,,,,,,,,,,,,2025-09-08T08:36:51
AI TEXTILES,a-i-textiles,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/a-i-textiles.html,Pakistan,,Faisalabad,38000,"A.I Street, 11 Km Jaranwala Road",,+92 300 0227727,,shoaib@aitextiles.com,https://www.aitextiles.com,,INTRODUCTIONSince its inception in 1975. AI Textiles has been well grown as Pakistan's leading manufacturing and exporters...,8.0,H8.0-C18,,,,,,"bedding, patient wear, hospital gowns,nightwear, ; terry toweling, bathrobe, gowns, waffle robes, baby wrrp; manufacturer ,textile woven Fabric,; combed cotton,poly cotton, easy care percale ,twill ,satin cotton ,combed cotton, flanne,pimtte,dobby; bed linen,bath linen, table linen, kitchen linen, curtain, cotton blanket, dusters",,,,,,,,,,,,,2025-11-19T11:16:00
Aid by Trade Foundation,atakora-foerdergesellschaft-gmbh,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/atakora-foerdergesellschaft-gmbh.html,Germany,,Hamburg,20099,Gurlittstraße 14,,+49 40 257675510,+49 40 257675511,info@abt-foundation.org,https://www.aidbytrade.org/,,,6.0,H6.0-B45A,,,Services & Software,,,,,,,https://www.instagram.com/aidbytradefoundation,https://linkedin.com/company/aidbytradefoundation,,,,,,,,2025-11-20T14:11:36
AITANA 3 S.L.,aitana-3-sl,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/aitana-3-sl.html,Spain,,Albuixech - Valencia,46550,"P.I. del Mediterraneo, C/ Fila, 12",,+34 902 88 30 70,+34 902 88 30 77,export@aitanatextil.es,https://www.aitanatextil.es,,AITANA is a family business that was born as a project in the 80s under the watchful eye of its founder. In such volatile...,6.0,H6.0-B30,,,"Bed, Bath & Living",,,fabrics; stain resistant; table linen; tablecloth; carpet,,,,https://www.instagram.com/aitanatextil,https://www.linkedin.com/company/aitana-textil,,,,,,,,2025-11-19T11:19:00
Akar Ith. Ihr. Tur. Tic. ve San. A.S.,akar-ith-ihr-tur-tic-ve-san-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/akar-ith-ihr-tur-tic-ve-san-as.html,Türkiye,,Gürsu / Bursa,16580,Yenidogan OSB Mahallesi Cengiz Topel Caddesi No: 5,,+90 532 528 49 21,+90 224 371 30 60,dilek@akargroup.com.tr,https://www.akargroup.com.tr,,"Since 1980, AKAR GROUP has been designing, producing, and exporting curtain fabrics, drapery, and decorative home textile...",3.0,H3.0-B10,,,Carpets & Rugs; Window & Interior Decoration,,,"CURTAIN; VELVET, ROTATION-FOIL-DIGITAL PRINTING, DRAPERY, SHEERS,TULL; %100 BLACKOUT AND DIMOUT; READY MADE CURTAINS AND CUSHIONS; CARPET",,,,https://www.instagram.com/akar.group,,,,,,,,company_pictures/10000000202601/470253/1761760732826_3083746918.png,2025-11-03T08:50:26
Akara,akara,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/akara.html,India,,Thane,421302,"Arihant Commercial Complex, Purna Gala No. 101-111, Building No. 40 Kopar Bus Stop & Taware Vidyalaya","Arihant Commercial Complex, Purna",+91 96191 19619,,info@akararugs.in,https://www.akararugs.in,,"We are a 30 Year old, Indian Company, exporting to 100+ retailers and importers across 30+ countries in Europe, Americas...",10.2,H10.2-B41,,Selected for Heimtextil Trends,"Bed, Bath & Living; Carpets & Rugs",,,Indian company; Bathmat; Rug; Carpet,,,,,,,,,,,,,2025-11-17T08:30:13
Akarca Tekstil Konf. San. ve Tic. A.S.,akarca-tekstil-konf-san-ve-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/akarca-tekstil-konf-san-ve-tic-as.html,Türkiye,,Bursa,16245,"Demirtas Organize Sanayi Bölgesi, Ali Osman Sönmez Cad. No: 27",,+90 224 261 28 00,+90 224 261 28 05,akarca@akarcatekstil.com,https://www.akarcatekstil.com,,AKARCA TEKSTIL was established in 1990 and has been serving for foreign markets. Over that time we have established a well...,4.1,H4.1-A06,,,Decorative & Furniture Fabrics; Window & Interior Decoration,,,IFR RECYCLED DRAPERY AND SHEERS; IFR RECYCLED DIMOUT FABRICS; FR CONTRACT FABRICS; SHEER FABRICS; DECO FABRICS,,,,,,,,,,,,,2025-11-19T11:24:26
Akcakaya Örme San. Tic. A.S.,akcakaya-oerme-san-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/akcakaya-oerme-san-tic-as.html,Türkiye,,Denizli,20185,Pinarkent Mah. Koyunaliler Cad. 1,,0 (258) 286 60 30,,info@akcatex.com,https://www.akcatex.com/,,HERSTELLER VON JERSEY HEIMTEXTIL PRODUKTEN.,5.0,H5.0-B39,,,,,,,,,,https://www.instagram.com/akcakayatekstil,,,,,,,,,2026-01-20T11:42:49
