Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,LinkedIn_Handle,Instagram,Instagram_Handle,Facebook,Facebook_Handle,Stand_Booth,Hall_Stand,Address,Detail_URL,Has_Email,Has_Website,Has_Phone,Contact_Score,Notes
BARBARULO NAPOLI 1894,Italy,,Luxury; Craftsmanship,Pitti Uomo 110,http://www.barbarulonapoli.it,info@gemellidapolso.it,07165211215,,,https://www.instagram.com/barbarulo_napoli,barbarulo_napoli,https://www.facebook.com/barbarulo1894,barbarulo1894,PADIGLIONE CENTRALE / PIANO INFERIORE / O/23,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/barbarulo-napoli-1894,True,True,True,4,
BARBOUR,United Kingdom,,,Pitti Uomo 110,http://www.barbour.com,customer.care@barbour.com,0800 917 3000,,,https://www.instagram.com/barbour,barbour,https://www.facebook.com/OfficialBarbour,OfficialBarbour,AREA MONUMENTALE / SALA DELLA VOLTA E CORRIDOIO DELL'ARCO / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/barbour,True,True,True,4,
BARMAS,Italy,,Classic; New Formal; Denimwear; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.barmas.net,info@barmas.net,+39 0426 302189,,,https://www.instagram.com/barmas_venezia,barmas_venezia,,,PADIGLIONE CENTRALE / PIANO INFERIORE / U/10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/barmas,True,True,True,4,
BARNA CASHMERE,Italy,,,Pitti Uomo 110,https://www.barnacashmere.it,,,,,https://www.instagram.com/barnacashmere,barnacashmere,,,SALA DELLE NAZIONI / A/41,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/barna-cashmere,False,True,False,2,
BARRACUDA,Italy,,,Pitti Uomo 110,http://www.barracudashoes.it,info@barracudashoes.it,39 40 41 42 43 44 45,,,https://www.instagram.com/barracudashoes,barracudashoes,,,PADIGLIONE CENTRALE / PIANO TERRA / I/13,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/barracuda,True,True,True,4,
BARRETT,Italy,,British Style; Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.barrett.it,customercare@barrett.it,+39 02 36 523 402,,,https://www.instagram.com/barrettofficial,barrettofficial,,,PADIGLIONE CENTRALE / PIANO ATTICO / C/6-10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/barrett,True,True,True,4,
BE ABLE,Italy,,,Pitti Uomo 110,http://www.beableconcept.it,info@beableconcept.it,03833350618,,,https://www.instagram.com/beable.official,beable.official,https://www.facebook.com/beable.official/,beable.official,PADIGLIONE CENTRALE / PIANO ATTICO / G/10-12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/be-able,True,True,True,4,
BELL SURF,Italy,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CAVANIGLIA / 22,,,,False,False,False,0,
BELLWOOD,Italy,,Lifestyle; Essentials; Classic; New Formal; Informal; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.bellwood.it,customerservice@bellwood.it,01582660476,,,https://www.instagram.com/bellwood_knitwear,bellwood_knitwear,,,PADIGLIONE CENTRALE / PIANO TERRA / E/15,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bellwood,True,True,True,4,
BELOWTEN,Sweden,,Lifestyle; Sustainable; Essentials; Nordic Style; Outdoor; High Performance; Sportswear; Premium Streetwear; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.belowten.se,info@belowten.se,559046327801,,,https://www.instagram.com/belowten_official,belowten_official,,,PADIGLIONE CENTRALE / PIANO ATTICO / A/4-6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/belowten,True,True,True,4,
BELTS DI PIAZZA STEFANO,Italy,,,Pitti Uomo 110,http://www.belts-parma.it,info@belts-parma.it,+39 0521.804421,,,https://www.instagram.com/beltscinture,beltscinture,https://www.facebook.com/beltscinture/,beltscinture,PADIGLIONE CENTRALE / PIANO INFERIORE / P/10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/belts-di-piazza-stefano,True,True,True,4,
BELVEST,Italy,,,Pitti Uomo 110,http://www.belvest.com,belvestspa@legalmail.it,+39 049 9699111,,,https://www.instagram.com/belvest,belvest,,,PADIGLIONE CENTRALE / PIANO INFERIORE / N/9 O/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/belvest,True,True,True,4,
BENCI BROTHERS,Switzerland,,Lifestyle; Japan Style; Urban,Pitti Uomo 110,https://www.bencibrothers.com,customercare@bencibrothers.com,,,,https://www.instagram.com/bencibrothers,bencibrothers,,,SALA DELLE NAZIONI / B/48,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/benci-brothers,True,True,False,3,
BEORMA,United Kingdom,,,Pitti Uomo 110,https://www.beorma.co.uk,enquiries@beormaleathercompany.co.uk,+441922351026,,,https://www.instagram.com/beormaleather,beormaleather,,,PADIGLIONE CENTRALE / PIANO ATTICO / H/8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/beorma,True,True,True,4,
BEPOSITIVE,Italy,,,Pitti Uomo 110,http://www.bepositive.it,shop@bepositive.it,+39 0423 1945211,,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / B/6-8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bepositive,True,True,True,3,
BERNA,Italy,,Lifestyle; New Formal; Denimwear; Outdoor; Activewear; Sportswear; Urban; Youth Culture; Contemporary; Collection,Pitti Uomo 110,http://www.bernaitalia.it,customercare@bernaitalia.it,+39 366 875 9626,,,https://www.instagram.com/bernaitalia,bernaitalia,https://www.facebook.com/bernaitalia,bernaitalia,ARSENALE / PIANO TERRA / 23-25,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/berna,True,True,True,4,
BERWICH,Italy,,,Pitti Uomo 110,http://www.berwich.com,backoffice@berwich.com,+39 080 485 8305,,,https://www.instagram.com/berwich_pants,berwich_pants,https://www.facebook.com/berwich.pants/,berwich.pants,PADIGLIONE CENTRALE / PIANO INFERIORE / V/26,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/berwich,True,True,True,4,
BEVERLY HILLS POLO CLUB,U.S.A.,,Lifestyle; Classic; Denimwear; Sportswear; Collection,Pitti Uomo 110,http://www.bhpoloclub.com,info@bhpoloclub.com,,,,https://www.instagram.com/bhpoloclub,bhpoloclub,,,COSTRUZIONI LORENESI / PIANO PRIMO / 7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/beverly-hills-polo-club,True,True,False,3,
BHARNABA,Italy,,Sustainable; Classic; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.bharnaba.it,info@bharnaba.it,07485951219,,,https://www.instagram.com/bharnaba_philosophy,bharnaba_philosophy,https://www.facebook.com/profile.php,profile.php,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bharnaba,True,True,True,4,
BIAGINI,Italy,,Special Co-Lab/Limited Edition; Japan Style; Classic; Luxury; Craftsmanship,Pitti Uomo 110,http://www.biagini1968.com,info@stagheaddesigns.com,01051150363,,,https://www.instagram.com/biagini_1968,biagini_1968,,,PADIGLIONE CENTRALE / PIANO INFERIORE / O/15,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/biagini,True,True,True,4,
BIANCO,Denmark,,Nordic Style; Classic; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.bianco.com,info@bianco.com,,,,https://www.instagram.com/biancoman_footwear,biancoman_footwear,,,PADIGLIONE CAVANIGLIA / 103,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bianco,True,True,False,3,
BIGI CRAVATTE MILANO,Italy,,,Pitti Uomo 110,http://www.bigicravatte.it,info@bigicravatte.it,+39) 02.89.40.95.03,,,https://www.instagram.com/bigi.milano,bigi.milano,https://www.facebook.com/bigi.milano/,bigi.milano,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bigi-cravatte-milano,True,True,True,4,
BL'KER VINTAGE,Italy,,,Pitti Uomo 110,http://www.blkervintage.com,info@blkervintage.com,+39 06 7978 6885,,,https://www.instagram.com/blkervintage,blkervintage,,,SALA DELLE NAZIONI / A/27-29,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bl-ker-vintage,True,True,True,4,
BLACK ISLAND,Turkey,,Lifestyle; Essentials; Denimwear; Outdoor; Activewear; Sportswear; Premium Streetwear; Urban; Luxury; Collection,Pitti Uomo 110,http://www.blackislandfashion.com,u003einfo@blackislandfashion.com,0518049069600001,,,https://www.instagram.com/blackislandfashion,blackislandfashion,https://www.facebook.com/blackislandfashion,blackislandfashion,ARMERIA / 30-31,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/black-island,True,True,True,4,
BLICK.,Germany,,Cutting-Edge; Japan Style; Classic; Luxury,Pitti Uomo 110,http://www.blick.it,info@blick.it,,,,https://www.instagram.com/blick.ties,blick.ties,,,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 9,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/blick-,True,True,False,3,
BLKVIS,Germany,,,Pitti Uomo 110,,,,,,,,,,,,,,False,False,False,0,
BLUE INDUSTRY,Netherlands,,,Pitti Uomo 110,https://www.blue-industry.com,info@blue-industry.com,030 686 5863,https://www.linkedin.com/company/blue-industry/,blue-industry,https://www.instagram.com/blueindustry,blueindustry,https://www.facebook.com/blueindustryofficial,blueindustryofficial,RONDINO / 3-4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/blue-industry,True,True,True,5,
BLUEMINT,United Kingdom,,Lifestyle; Sustainable; Essentials; New Formal; Workwear; Outdoor; Luxury; Contemporary,Pitti Uomo 110,http://www.bluemint.com,customerservice@bluemint.com,30 32 33 34 36 38 40,https://tr.linkedin.com/company/bluemint,bluemint,https://www.instagram.com/bluemint,bluemint,,,PADIGLIONE CENTRALE / PIANO TERRA / E/1-3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bluemint,True,True,True,5,
BLUNDSTONE,Australia,,,Pitti Uomo 110,http://www.blundstone.it,info@blundstone.it,+39) 3316495600,,,https://www.instagram.com/blundstone_italia,blundstone_italia,,,AREA MONUMENTALE / SALA DELLA VOLTA E CORRIDOIO DELL'ARCO / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/blundstone,True,True,True,4,
BOB,Italy,,,Pitti Uomo 110,http://www.bobcompany.it,customercare@bobcompany.it,+0574 818643,,,https://www.instagram.com/bobcompanytheoriginal,bobcompanytheoriginal,,,PADIGLIONE CENTRALE / PIANO TERRA / J/2-4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bob,True,True,True,4,
BOEMOS,Italy,,Lifestyle; Sustainable; High Performance; Urban; Collection,Pitti Uomo 110,http://www.boemos.it,boemos@boemos.it,+39 0571 261 687,,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / D/1-3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boemos,True,True,True,3,
BOLDRINI SELLERIA DAL 1955,Italy,,Lifestyle; Essentials; Classic; New Formal; Globetrotter; Informal; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.boldriniselleria.com,shop@boldriniselleria.it,+39 0572411516,,,https://www.instagram.com/boldrini_selleria,boldrini_selleria,,,PADIGLIONE CENTRALE / PIANO TERRA / D/5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boldrini-selleria-dal-1955,True,True,True,4,
BOMBERS ORIGINAL,France,,Lifestyle; Essentials; Sportswear,Pitti Uomo 110,http://www.bombers-original.com,sav@bombers-original.com,09 86 42 96 66,,,https://www.instagram.com/bombers_original,bombers_original,,,PADIGLIONE CAVANIGLIA / 37,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bombers-original,True,True,True,4,
BOMBOOGIE,Italy,,,Pitti Uomo 110,http://www.bomboogie.com,customercare@bomboogie.com,05414420017,,,https://www.instagram.com/bomboogie,bomboogie,,,PADIGLIONE CENTRALE / PIANO TERRA / E/6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bomboogie,True,True,True,4,
BONASTRE,France,,Sustainable; Special Co-Lab/Limited Edition; Agender; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bonastre.net,info@bonastre.net,,https://www.linkedin.com/company/bonastre-paris,bonastre-paris,https://www.instagram.com/bonastreparis,bonastreparis,,,PADIGLIONE CENTRALE / PIANO ATTICO / F/9,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bonastre,True,True,False,4,
BONFANTI,Italy,,Lifestyle; Sustainable; Japan Style; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bonfantiborse.it,info@bonfantiborse.it,+39 0331 600366,,,https://www.instagram.com/bonfantiborse,bonfantiborse,https://www.facebook.com/bonfantiborse,bonfantiborse,PADIGLIONE CENTRALE / PIANO TERRA / J/6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bonfanti,True,True,True,4,
BONHEUR,Italy,,,Pitti Uomo 110,http://www.bonheurjeans.com,info@bonheurjeans.com,11482921001,,,https://www.instagram.com/bonheurjeans,bonheurjeans,,,ARSENALE / PIANO TERRA / 26,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bonheur,True,True,True,4,
BOOT BLACK,Japan,,Essentials; Japan Style; Classic; Craftsmanship,Pitti Uomo 110,http://bootblack.jp,info@bootblack.jp,,,,https://www.instagram.com/bootblack_official,bootblack_official,https://www.facebook.com/columbuspr/,columbuspr,PADIGLIONE CENTRALE / PIANO ATTICO / D/14,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boot-black,True,True,False,3,
BORBONICI,Italy,,,Pitti Uomo 110,http://www.borbonici.it,amministrazione@borbonici.it,09375021210,,,https://www.instagram.com/borbonici_napoli,borbonici_napoli,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 33,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/borbonici,True,True,True,4,
BORN OUTSIDE,United Arab Emirates,,Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bornoutside.it,ciao@bornoustideitaly.com,+971 58 534 9058,,,https://www.instagram.com/bornoutside.it,bornoutside.it,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/9,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/born-outside,True,True,True,4,
BORRIELLO,Italy,,Lifestyle; Classic; New Formal; Denimwear; Luxury; Craftsmanship,Pitti Uomo 110,http://www.borriellonapoli.it,,,,,https://www.instagram.com/borriellonapoli,borriellonapoli,,,PADIGLIONE CENTRALE / PIANO INFERIORE / U/7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/borriello,False,True,False,2,
BOXEUR DES RUES®,Italy,,Lifestyle; Sustainable; Denimwear; High Performance; Activewear; Sportswear; Premium Streetwear; Urban; Youth Culture; Collection,Pitti Uomo 110,https://www.boxeurdesrues.com/it,customercare@boxeurdesrues.com,28 29 30 31 32 33 34,,,https://www.instagram.com/boxeurdesruesofficial,boxeurdesruesofficial,https://www.facebook.com/boxeurdesruesofficial/,boxeurdesruesofficial,ARMERIA / 14,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boxeur-des-rues-,True,True,True,4,
BOYAN,India,,,Pitti Uomo 110,,,,,,,,,,SALA DELLE NAZIONI / B/31,,,,False,False,False,0,
BRADOR,Italy,,Essentials; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.brador.it,amministrazione@brador.it,+39 333 8340737,,,https://www.instagram.com/bradorshoes,bradorshoes,,,ARSENALE / PIANO TERRA / 35,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brador,True,True,True,4,
BRAMANI CASHMERE,Italy,,Lifestyle; Sustainable; Sportswear; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bramanicashmere.com,info@bramanicashmere.com,,https://www.linkedin.com/company/bramanicashmere/,bramanicashmere,https://www.instagram.com/bramani_cashmere,bramani_cashmere,https://www.facebook.com/bramanicashmere,bramanicashmere,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 2-4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bramani-cashmere,True,True,False,4,
BRAMANTE,Italy,,Lifestyle; Essentials; Classic; New Formal; Workwear; Informal; Luxury; Contemporary,Pitti Uomo 110,http://www.bramante.it,info@bramante.it,,,,https://www.instagram.com/bramante1986,bramante1986,,,PADIGLIONE CENTRALE / PIANO TERRA / E/5-7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bramante,True,True,False,3,
BRERAS,Italy,,Lifestyle; Classic; Activewear; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.brerasmilano.it,info@brerasmilano.it,,,,https://www.instagram.com/brerasmilano,brerasmilano,,,PADIGLIONE CENTRALE / PIANO TERRA / A/10 B/9,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/breras,True,True,False,3,
BRESCIANI,Italy,,Sustainable; Classic; New Formal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.bresciani.it,,,,,https://www.instagram.com/bresciani1970,bresciani1970,,,PADIGLIONE CENTRALE / PIANO TERRA / I/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bresciani,False,True,False,2,
BRETELLE & BRACES,Italy,,,Pitti Uomo 110,http://www.bretelleandbraces.com,info@bretelleitaliane.com,2545524554,,,https://www.instagram.com/bretelleandbraces,bretelleandbraces,,,PADIGLIONE CENTRALE / PIANO INFERIORE / R/27,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bretelle---braces,True,True,True,4,
BRETT JOHNSON,U.S.A.,,Lifestyle; Denimwear; Outdoor; Sportswear; Informal; Luxury; Craftsmanship; Collection,Pitti Uomo 110,http://www.brettjohnson.co,info@brettjohnson.co,+39 02 76340743,https://www.linkedin.com/company/brett-johnson/,brett-johnson,https://www.instagram.com/brettjohnsonofficial,brettjohnsonofficial,,,PADIGLIONE CENTRALE / PIANO INFERIORE / V/5 Z/4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brett-johnson,True,True,True,5,
BRIGLIA  1949,Italy,,,Pitti Uomo 110,http://www.briglia1949.com,nomeutente@esempio.com,07646531215,,,https://www.instagram.com/briglia1949,briglia1949,,,PADIGLIONE CENTRALE / PIANO INFERIORE / R/13,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/briglia--1949,True,True,True,4,
BRIXIA,Italy,,Lifestyle; Cutting-Edge; Outdoor; Sportswear; Premium Streetwear; Urban; Contemporary; Collection,Pitti Uomo 110,http://www.brixia.shoes,info@brixia.shoes,,,,https://www.instagram.com/brixiashoes,brixiashoes,,,SALA DELLE NAZIONI / A/1-5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brixia,True,True,False,3,
BRUNELLO CUCINELLI,Italy,,,Pitti Uomo 110,http://www.brunellocucinelli.com,info@brunellocucinelli.com,01886120540,https://www.linkedin.com/company/brunello-cucinelli-s-p-a-/,brunello-cucinelli-s-p-a-,https://www.instagram.com/brunellocucinelli_brand,brunellocucinelli_brand,https://www.facebook.com/BrunelloCucinelli/,BrunelloCucinelli,PADIGLIONE CENTRALE / PIANO INFERIORE / R/2-12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brunello-cucinelli,True,True,True,5,
BRUNOS,Italy,,Lifestyle; Sustainable; Essentials; New Formal; Denimwear; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.brunosfirenze.it,brunos@brunosfirenze.it,+39 055 721090,,,https://www.instagram.com/brunos_firenze,brunos_firenze,https://www.facebook.com/Brunos-original-907919802642736/,Brunos-original-907919802642736,ARSENALE / PIANO TERRA / 30,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brunos,True,True,True,4,
BRÜHL FINE TROUSERS - SINCE 1923,Germany,,Lifestyle; Essentials; Classic; New Formal; Denimwear; High Performance; Activewear; Contemporary; Collection,Pitti Uomo 110,,,,,,,,,,RONDINO / 8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/br-hl-fine-trousers---since-1923,False,False,False,0,
BUGATTI,Germany,,,Pitti Uomo 110,http://www.bugatti-fashion.com,service.de@bugatti-fashion.com,+49) 0800 - 222 33 46,,,https://www.instagram.com/bugatti_fashion_official,bugatti_fashion_official,,,PADIGLIONE CENTRALE / PIANO INFERIORE / N/3-5 O/5-7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bugatti,True,True,True,4,
CACHÍ,France,,Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://cachiofficielle.com,info@cachiofficielle.com,,,,https://www.instagram.com/cachiofficielle,cachiofficielle,,,PADIGLIONE CENTRALE / PIANO ATTICO / E/20,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/cach-,True,True,False,3,
CADINI,Italy,,Lifestyle; Sustainable; Classic; New Formal; Outdoor; High Performance; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.cadini.com,info@cadini.com,+39 055 0944846,,,https://www.instagram.com/cadini.official.italy,cadini.official.italy,https://www.facebook.com/Cadini.Italy/,Cadini.Italy,PADIGLIONE CENTRALE / PIANO TERRA / D/9,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/cadini,True,True,True,4,
