Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,Hall_Stand,Address
BELLWOOD,ITALY,,Lifestyle; Essentials; Classic; New Formal; Informal; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.bellwood.it,customerservice@bellwood.it,01582660476,,https://www.instagram.com/bellwood_knitwear,PADIGLIONE CENTRALE / PIANO TERRA / E/15,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bellwood,,,,
BELOWTEN,SWEDEN,,Lifestyle; Sustainable; Essentials; Nordic Style; Outdoor; High Performance; Sportswear; Premium Streetwear; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.belowten.se,info@belowten.se,559046327801,,https://www.instagram.com/belowten_official,PADIGLIONE CENTRALE / PIANO ATTICO / A/4-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/belowten,,,,
BELTS DI PIAZZA STEFANO,ITALY,,,Pitti Uomo 110,http://www.belts-parma.it,info@belts-parma.it,+39 0521.804421,,https://www.instagram.com/beltscinture,PADIGLIONE CENTRALE / PIANO INFERIORE / P/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/belts-di-piazza-stefano,,https://www.facebook.com/beltscinture/,,
BELVEST,ITALY,,,Pitti Uomo 110,http://www.belvest.com,belvestspa@legalmail.it,+39 049 9699111,,https://www.instagram.com/belvest,PADIGLIONE CENTRALE / PIANO INFERIORE / N/9 O/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/belvest,,,,
BENCI BROTHERS,SWITZERLAND,,Lifestyle; Japan Style; Urban,Pitti Uomo 110,https://www.bencibrothers.com,customercare@bencibrothers.com,,,https://www.instagram.com/bencibrothers,SALA DELLE NAZIONI / B/48,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/benci-brothers,,,,
BEORMA,UNITED KINGDOM,,,Pitti Uomo 110,https://www.beorma.co.uk,enquiries@beormaleathercompany.co.uk,+441922351026,,https://www.instagram.com/beormaleather,PADIGLIONE CENTRALE / PIANO ATTICO / H/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/beorma,,,,
BEPOSITIVE,ITALY,,,Pitti Uomo 110,http://www.bepositive.it,shop@bepositive.it,+39 0423 1945211,,,PADIGLIONE CENTRALE / PIANO ATTICO / B/6-8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bepositive,,,,
BERNA,ITALY,,Lifestyle; New Formal; Denimwear; Outdoor; Activewear; Sportswear; Urban; Youth Culture; Contemporary; Collection,Pitti Uomo 110,http://www.bernaitalia.it,customercare@bernaitalia.it,+39 366 875 9626,,https://www.instagram.com/bernaitalia,ARSENALE / PIANO TERRA / 23-25,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/berna,,https://www.facebook.com/bernaitalia,,
BERWICH,ITALY,,,Pitti Uomo 110,http://www.berwich.com,backoffice@berwich.com,+39 080 485 8305,,https://www.instagram.com/berwich_pants,PADIGLIONE CENTRALE / PIANO INFERIORE / V/26,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/berwich,,https://www.facebook.com/berwich.pants/,,
BEVERLY HILLS POLO CLUB,U.S.A.,,Lifestyle; Classic; Denimwear; Sportswear; Collection,Pitti Uomo 110,http://www.bhpoloclub.com,info@bhpoloclub.com,,,https://www.instagram.com/bhpoloclub,COSTRUZIONI LORENESI / PIANO PRIMO / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/beverly-hills-polo-club,,,,
BHARNABA,ITALY,,Sustainable; Classic; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.bharnaba.it,info@bharnaba.it,07485951219,,https://www.instagram.com/bharnaba_philosophy,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bharnaba,,https://www.facebook.com/profile.php,,
BIAGINI,ITALY,,Special Co-Lab/Limited Edition; Japan Style; Classic; Luxury; Craftsmanship,Pitti Uomo 110,http://www.biagini1968.com,info@stagheaddesigns.com,01051150363,,https://www.instagram.com/biagini_1968,PADIGLIONE CENTRALE / PIANO INFERIORE / O/15,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/biagini,,,,
BIANCO,DENMARK,,Nordic Style; Classic; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.bianco.com,info@bianco.com,,,https://www.instagram.com/biancoman_footwear,PADIGLIONE CAVANIGLIA / 103,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bianco,,,,
BIGI CRAVATTE MILANO,ITALY,,,Pitti Uomo 110,http://www.bigicravatte.it,info@bigicravatte.it,+39) 02.89.40.95.03,,https://www.instagram.com/bigi.milano,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bigi-cravatte-milano,,https://www.facebook.com/bigi.milano/,,
BL'KER VINTAGE,ITALY,,,Pitti Uomo 110,http://www.blkervintage.com,info@blkervintage.com,+39 06 7978 6885,,https://www.instagram.com/blkervintage,SALA DELLE NAZIONI / A/27-29,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bl-ker-vintage,,,,
BLACK ISLAND,TURKEY,,Lifestyle; Essentials; Denimwear; Outdoor; Activewear; Sportswear; Premium Streetwear; Urban; Luxury; Collection,Pitti Uomo 110,http://www.blackislandfashion.com,u003einfo@blackislandfashion.com,0518049069600001,,https://www.instagram.com/blackislandfashion,ARMERIA / 30-31,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/black-island,,https://www.facebook.com/blackislandfashion,,
BLICK.,GERMANY,,Cutting-Edge; Japan Style; Classic; Luxury,Pitti Uomo 110,http://www.blick.it,info@blick.it,,,https://www.instagram.com/blick.ties,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/blick-,,,,
BLKVIS,GERMANY,,,Pitti Uomo 110,,,,,,,,,,,
BLUE INDUSTRY,NETHERLANDS,,,Pitti Uomo 110,https://www.blue-industry.com,info@blue-industry.com,030 686 5863,https://www.linkedin.com/company/blue-industry/,https://www.instagram.com/blueindustry,RONDINO / 3-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/blue-industry,,https://www.facebook.com/blueindustryofficial,,
BLUEMINT,UNITED KINGDOM,,Lifestyle; Sustainable; Essentials; New Formal; Workwear; Outdoor; Luxury; Contemporary,Pitti Uomo 110,http://www.bluemint.com,customerservice@bluemint.com,30 32 33 34 36 38 40,https://tr.linkedin.com/company/bluemint,https://www.instagram.com/bluemint,PADIGLIONE CENTRALE / PIANO TERRA / E/1-3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bluemint,,,,
BLUNDSTONE,AUSTRALIA,,,Pitti Uomo 110,http://www.blundstone.it,info@blundstone.it,+39) 3316495600,,https://www.instagram.com/blundstone_italia,AREA MONUMENTALE / SALA DELLA VOLTA E CORRIDOIO DELL'ARCO / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/blundstone,,,,
BOB,ITALY,,,Pitti Uomo 110,http://www.bobcompany.it,customercare@bobcompany.it,+0574 818643,,https://www.instagram.com/bobcompanytheoriginal,PADIGLIONE CENTRALE / PIANO TERRA / J/2-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bob,,,,
BOEMOS,ITALY,,Lifestyle; Sustainable; High Performance; Urban; Collection,Pitti Uomo 110,http://www.boemos.it,boemos@boemos.it,+39 0571 261 687,,,PADIGLIONE CENTRALE / PIANO TERRA / D/1-3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boemos,,,,
BOLDRINI SELLERIA DAL 1955,ITALY,,Lifestyle; Essentials; Classic; New Formal; Globetrotter; Informal; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.boldriniselleria.com,shop@boldriniselleria.it,+39 0572411516,,https://www.instagram.com/boldrini_selleria,PADIGLIONE CENTRALE / PIANO TERRA / D/5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boldrini-selleria-dal-1955,,,,
BOMBERS ORIGINAL,FRANCE,,Lifestyle; Essentials; Sportswear,Pitti Uomo 110,http://www.bombers-original.com,sav@bombers-original.com,09 86 42 96 66,,https://www.instagram.com/bombers_original,PADIGLIONE CAVANIGLIA / 37,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bombers-original,,,,
BOMBOOGIE,ITALY,,,Pitti Uomo 110,http://www.bomboogie.com,customercare@bomboogie.com,05414420017,,https://www.instagram.com/bomboogie,PADIGLIONE CENTRALE / PIANO TERRA / E/6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bomboogie,,,,
BONASTRE,FRANCE,,Sustainable; Special Co-Lab/Limited Edition; Agender; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bonastre.net,info@bonastre.net,,https://www.linkedin.com/company/bonastre-paris,https://www.instagram.com/bonastreparis,PADIGLIONE CENTRALE / PIANO ATTICO / F/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bonastre,,,,
BONFANTI,ITALY,,Lifestyle; Sustainable; Japan Style; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bonfantiborse.it,info@bonfantiborse.it,+39 0331 600366,,https://www.instagram.com/bonfantiborse,PADIGLIONE CENTRALE / PIANO TERRA / J/6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bonfanti,,https://www.facebook.com/bonfantiborse,,
BONHEUR,ITALY,,,Pitti Uomo 110,http://www.bonheurjeans.com,info@bonheurjeans.com,11482921001,,https://www.instagram.com/bonheurjeans,ARSENALE / PIANO TERRA / 26,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bonheur,,,,
BOOT BLACK,JAPAN,,Essentials; Japan Style; Classic; Craftsmanship,Pitti Uomo 110,http://bootblack.jp,info@bootblack.jp,,,https://www.instagram.com/bootblack_official,PADIGLIONE CENTRALE / PIANO ATTICO / D/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boot-black,,https://www.facebook.com/columbuspr/,,
BORBONICI,ITALY,,,Pitti Uomo 110,http://www.borbonici.it,amministrazione@borbonici.it,09375021210,,https://www.instagram.com/borbonici_napoli,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 33,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/borbonici,,,,
BORN OUTSIDE,UNITED ARAB EMIRATES,,Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bornoutside.it,ciao@bornoustideitaly.com,+971 58 534 9058,,https://www.instagram.com/bornoutside.it,PADIGLIONE CENTRALE / PIANO ATTICO / I/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/born-outside,,,,
BORRIELLO,ITALY,,Lifestyle; Classic; New Formal; Denimwear; Luxury; Craftsmanship,Pitti Uomo 110,http://www.borriellonapoli.it,,,,https://www.instagram.com/borriellonapoli,PADIGLIONE CENTRALE / PIANO INFERIORE / U/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/borriello,,,,
BOXEUR DES RUES®,ITALY,,Lifestyle; Sustainable; Denimwear; High Performance; Activewear; Sportswear; Premium Streetwear; Urban; Youth Culture; Collection,Pitti Uomo 110,https://www.boxeurdesrues.com/it,customercare@boxeurdesrues.com,28 29 30 31 32 33 34,,https://www.instagram.com/boxeurdesruesofficial,ARMERIA / 14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/boxeur-des-rues-,,https://www.facebook.com/boxeurdesruesofficial/,,
BOYAN,INDIA,,,Pitti Uomo 110,,,,,,SALA DELLE NAZIONI / B/31,,,,,
BRADOR,ITALY,,Essentials; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.brador.it,amministrazione@brador.it,+39 333 8340737,,https://www.instagram.com/bradorshoes,ARSENALE / PIANO TERRA / 35,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brador,,,,
BRAMANI CASHMERE,ITALY,,Lifestyle; Sustainable; Sportswear; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.bramanicashmere.com,info@bramanicashmere.com,,https://www.linkedin.com/company/bramanicashmere/,https://www.instagram.com/bramani_cashmere,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 2-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bramani-cashmere,,https://www.facebook.com/bramanicashmere,,
BRAMANTE,ITALY,,Lifestyle; Essentials; Classic; New Formal; Workwear; Informal; Luxury; Contemporary,Pitti Uomo 110,http://www.bramante.it,info@bramante.it,,,https://www.instagram.com/bramante1986,PADIGLIONE CENTRALE / PIANO TERRA / E/5-7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bramante,,,,
BRERAS,ITALY,,Lifestyle; Classic; Activewear; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.brerasmilano.it,info@brerasmilano.it,,,https://www.instagram.com/brerasmilano,PADIGLIONE CENTRALE / PIANO TERRA / A/10 B/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/breras,,,,
BRESCIANI,ITALY,,Sustainable; Classic; New Formal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.bresciani.it,,,,https://www.instagram.com/bresciani1970,PADIGLIONE CENTRALE / PIANO TERRA / I/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bresciani,,,,
BRETELLE & BRACES,ITALY,,,Pitti Uomo 110,http://www.bretelleandbraces.com,info@bretelleitaliane.com,2545524554,,https://www.instagram.com/bretelleandbraces,PADIGLIONE CENTRALE / PIANO INFERIORE / R/27,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bretelle---braces,,,,
BRETT JOHNSON,U.S.A.,,Lifestyle; Denimwear; Outdoor; Sportswear; Informal; Luxury; Craftsmanship; Collection,Pitti Uomo 110,http://www.brettjohnson.co,info@brettjohnson.co,+39 02 76340743,https://www.linkedin.com/company/brett-johnson/,https://www.instagram.com/brettjohnsonofficial,PADIGLIONE CENTRALE / PIANO INFERIORE / V/5 Z/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brett-johnson,,,,
BRIGLIA  1949,ITALY,,,Pitti Uomo 110,http://www.briglia1949.com,nomeutente@esempio.com,07646531215,,https://www.instagram.com/briglia1949,PADIGLIONE CENTRALE / PIANO INFERIORE / R/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/briglia--1949,,,,
BRIXIA,ITALY,,Lifestyle; Cutting-Edge; Outdoor; Sportswear; Premium Streetwear; Urban; Contemporary; Collection,Pitti Uomo 110,http://www.brixia.shoes,info@brixia.shoes,,,https://www.instagram.com/brixiashoes,SALA DELLE NAZIONI / A/1-5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brixia,,,,
BRUNELLO CUCINELLI,ITALY,,,Pitti Uomo 110,http://www.brunellocucinelli.com,info@brunellocucinelli.com,01886120540,https://www.linkedin.com/company/brunello-cucinelli-s-p-a-/,https://www.instagram.com/brunellocucinelli_brand,PADIGLIONE CENTRALE / PIANO INFERIORE / R/2-12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brunello-cucinelli,,https://www.facebook.com/BrunelloCucinelli/,,
BRUNOS,ITALY,,Lifestyle; Sustainable; Essentials; New Formal; Denimwear; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.brunosfirenze.it,brunos@brunosfirenze.it,+39 055 721090,,https://www.instagram.com/brunos_firenze,ARSENALE / PIANO TERRA / 30,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/brunos,,https://www.facebook.com/Brunos-original-907919802642736/,,
BRÜHL FINE TROUSERS - SINCE 1923,GERMANY,,Lifestyle; Essentials; Classic; New Formal; Denimwear; High Performance; Activewear; Contemporary; Collection,Pitti Uomo 110,,,,,,RONDINO / 8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/br-hl-fine-trousers---since-1923,,,,
BUGATTI,GERMANY,,,Pitti Uomo 110,http://www.bugatti-fashion.com,service.de@bugatti-fashion.com,+49) 0800 - 222 33 46,,https://www.instagram.com/bugatti_fashion_official,PADIGLIONE CENTRALE / PIANO INFERIORE / N/3-5 O/5-7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/bugatti,,,,
CACHÍ,FRANCE,,Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://cachiofficielle.com,info@cachiofficielle.com,,,https://www.instagram.com/cachiofficielle,PADIGLIONE CENTRALE / PIANO ATTICO / E/20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/cach-,,,,
CADINI,ITALY,,Lifestyle; Sustainable; Classic; New Formal; Outdoor; High Performance; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.cadini.com,info@cadini.com,+39 055 0944846,,https://www.instagram.com/cadini.official.italy,PADIGLIONE CENTRALE / PIANO TERRA / D/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/cadini,,https://www.facebook.com/Cadini.Italy/,,
CALA 1789,MONACO,,Essentials; Activewear; Contemporary,Pitti Uomo 110,,,,,https://www.instagram.com/cala1789,PADIGLIONE CENTRALE / PIANO TERRA / H/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/cala-1789,,,,
CALABRESE DAL 1924,ITALY,,Lifestyle; Classic; Luxury; Craftsmanship,Pitti Uomo 110,http://www.calabrese1924.com,info@calabrese1924.com,07160270638,,https://www.instagram.com/calabrese1924,PADIGLIONE CENTRALE / PIANO INFERIORE / V/20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/calabrese-dal-1924,,,,
CALAJ PERFUME,ROMANIA,,,Pitti Uomo 110,,,,,,,,,,,
CALCE,SPAIN,,,Pitti Uomo 110,http://www.calce.es,info-calce@calce.es,+34 967 341 300,,https://www.instagram.com/calceshoes,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 45,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/calce,,https://www.facebook.com/calceshoes,,
CALEB PARIS,FRANCE,,,Pitti Uomo 110,,,,,https://www.instagram.com/calebparisofficial,ARSENALE / PIANO TERRA / 13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/caleb-paris,,,,
CAMOUFLAGE AR AND J.,ITALY,,Lifestyle; Sustainable; Classic; Denimwear; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.camouflage-jeans.com,info@camouflage-jeans.com,+39 085 8071357,,https://www.instagram.com/camouflagearandj_official,PADIGLIONE CENTRALE / PIANO TERRA / K/15 L/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/camouflage-ar-and-j-,,,,
CAMPOBELLO,PORTUGAL,,Lifestyle; Essentials; Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://b2b.campobelloshoes.com,customerservice@campobelloshoes.com,+351 253 520 040,,,RONDINO / 11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/campobello,,,,
CANADIAN,ITALY,,,Pitti Uomo 110,http://www.canadianclassics.it,canadian.support@ecommerceonline.it,+39 0422 1440019,,https://www.instagram.com/canadianclassics_official,PADIGLIONE CAVANIGLIA / 41-45,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/canadian,,https://www.facebook.com/canadianclassicsofficial,,
CANADIENS,ITALY,,Lifestyle; High Performance; Urban; Contemporary,Pitti Uomo 110,http://www.canadiens.it,customer@canadiens.it,01761270238,,https://www.instagram.com/canadiensclothingofficial,PADIGLIONE CENTRALE / PIANO TERRA / K/7 L/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/canadiens,,https://www.facebook.com/canadiensclothing/,,
CANDICE COOPER,ITALY,,,Pitti Uomo 110,http://www.candicecooper.com,info@candicecooper.com,+39 073379091,,https://www.instagram.com/candicecooper__official/,PADIGLIONE CAVANIGLIA / 28-29,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/candice-cooper,,https://www.facebook.com/CandiceCooperOfficial/,,
CAPALBIO,ITALY,,,Pitti Uomo 110,,,,,https://www.instagram.com/capalbio_abbigliamento,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/capalbio,,,,
CARL FRIEDRIK,UNITED KINGDOM,,Nordic Style; British Style; Classic; Globetrotter; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.carlfriedrik.com,0b5d1297caea42199b8cf7782978efbe@o4505441160986624.ingest.sentry.io,,,https://www.instagram.com/carlfriedrik,PADIGLIONE CENTRALE / PIANO ATTICO / B/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/carl-friedrik,,,,
CARL GROSS,GERMANY,,Lifestyle; Sustainable; Essentials; Classic; New Formal; Informal; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.carlgross.de,service@carlgross.de,4909151736199,,https://www.instagram.com/carlgross,AREA MONUMENTALE / SALA DELLE COLONNE / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/carl-gross,,,,
CARLO COLUCCI,GERMANY,,,Pitti Uomo 110,https://www.carlocolucci.com,info@carlocolucci.com,,,https://www.instagram.com/carlocolucciofficial/,COSTRUZIONI LORENESI / PIANO PRIMO / 9-10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/carlo-colucci,,https://facebook.com/ShopCarloColucci,,
CARUSO,ITALY,,Lifestyle; Essentials; Cutting-Edge; Classic; New Formal; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.carusomenswear.com,info@carusomenswear.com,38 39 40 41 42 43 44,https://www.linkedin.com/company/raffaele-caruso-spa/,https://www.instagram.com/carusomenswear,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/caruso,,,,
