name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval,email_source,website_source
Chanco Imp. & Exp. (Tongxiang),tongxiang-chanco-impexp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/tongxiang-chanco-impexp-coltd.html,China,Zhejiang,Tongxiang,315192,"3/F., Building 27, Jujiang Pioneer Parkno.1087 Development Road",,+86 159 5830 6055,,evan@tx-chanco.com,,,,3,H3-D376,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:17:15,api,
Changrong Gift (Dongguan),dongguan-changrong-gift-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dongguan-changrong-gift-coltd.html,China,Guangdong,Dongguan,523957,"301, Building 1, Shangrui Kejiyuan, Guantai Road 743, Houjie",,+86 8613530730060,,info@in-boom.com,https://www.changrongmikkea.com,,,4,H4-F544,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T12:28:47,api,api
Changrongda Technology (Huzhou),huzhou-changrongda-technology-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/huzhou-changrongda-technology-co-ltd.html,China,Zhejiang,Huzhou,313000,No.51 Taihu Road,,+86 572 212 3126,,ellazcm@vip.163.com,,,,3,H3-B354,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:20:03,api,
Chaoyang Clothing Technology (Guangzhou),guangzhou-chaoyang-clothing-technology-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangzhou-chaoyang-clothing-technology-co-ltd.html,China,Guangdong,Guangzhou,315192,"Room 1101-1104, No. 152 Huangbian North Roadhelong Street,Baiyun",,+86 131 4376 5257,,steven@chaoyangclothing.com,https://www.chaoyangtech.com,,,4,H4-F522,Intimate,,,,,,,,,,,,,,,,,,2025-12-19T12:17:36,api,api
Chatlee Textile (Shaoxing),shaoxing-chatlee-textile-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-chatlee-textile-co-ltd.html,China,Zhejiang,Shaoxing,312000,"Dongpu Sub-district,","Room 2158, Building 3, Machinery City,",+86 571 8110 1990,,yvonne@chatlee.com.hk,,,,3,H3-B394,All About Her,,,,,,,,,,,,,,,,,,2025-12-26T18:36:34,api,
Chemosvit Fibrochem,chemosvit-fibrochem,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/chemosvit-fibrochem.html,Slovakia,,"Svit,",059 21,"Sturova 101,",,,,kralikova.j@fibrochem.sk,https://pro.foursource.com/chemosvit-fibrochem-as,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-30T11:38:25,api,api
Chic One Fashion (Hangzhou),zhejiang-new-vision-impexpcoltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-new-vision-impexpcoltd.html,China,Zhejiang,Ningbo,315192,"14F (Bldg 3 Gaoxin Baolong Business Plaza)Yuanda Center, No.515 Yangfan Road, Yinzhou",,+86 159 5815 8057,,david.zhao@chic-one.com,,,,3; null,H3-A379; Hnull,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T10:29:37,api,
China Garments Cashmere Products (Inner Mongolia),inner-mongolia-china-garments-cashmere-products-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/inner-mongolia-china-garments-cashmere-products-co-ltd.html,China,Nei Mongol,Huhhot,010000,"Fenglin Road, Jinchuan Industrial Park West",,+86 471 325 2779,,john@cgcashmere.com,https://www.ulanhana.com,,,4,H4-H484,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T06:11:53,api,api
China Silk Garment,jiaxing-top-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-top-trading-coltd.html,China,Zhejiang,Jiaxing,315192,"2601, Jingrun Building, Gaozhao Sub-District, Xiuzhou District",,+86 186 0573 0679,,top@dailysilkfashion.com,https://www.dailysilkfashion.com,,,3,H3-C373,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:14:03,api,api
China V-Times,china-v-times-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/china-v-times-ltd.html,China,Zhejiang,Huzhou,313000,"15 Floor, China V-Times Buildingqingyuan Road 409",,+86 572 210 9725,+86 572 212 1562,sandra@china-knit.com,https://www.china-knit.com,,,3,H3-C337,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:10:10,api,api
China-Base Ningbo Foreign Trade,china-base-ningbo-foreign-trade-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/china-base-ningbo-foreign-trade-coltd.html,China,Zhejiang,Ningbo,315100,"Room2001, No.666 Tiantong South Road",,,+86 0574,yana@nbwiderange.com,,,,4,H4-F482,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:24:20,api,
Chunwei Garments (Jiaxing),jiaxing-chunwei-garments-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-chunwei-garments-co-ltd.html,China,Zhejiang,Jiaxing,315192,"Room 608,Mansion 1,Jianan Meidi,Nanhu District",,+86 186 0573 0109,+86 573 8231 5358,jessie@chunweisweater.com,https://www.chunweisweater.com,,,4,H4-F419,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:10:32,api,api
Chupu Dress & Accessories (Haining),haining-chupu-dress--accessories-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/haining-chupu-dress--accessories-coltd.html,China,Zhejiang,Haining Jiaxing,314400,"Floor 2,Building 10,No.1 Haihua Road,Haining Economic Development Zone,Haining City,Jiaxing City,Zhe",,+86 573 8077 6678,,1852893058@qq.com,,,,4,H4-F535,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T12:18:18,api,
Churchit Exports,churchit-exports,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/churchit-exports.html,India,,NOIDA,201305,C4 Sector 85,,+98 10274605,,sscnvs@sscnvs.com,,,,3,H3-D366,All About Her,,,,,,,,,,,,,,,,,,2026-03-03T12:03:51,api,
Clotho Apparel (Shaoxing),shaoxing-clotho-apparel-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-clotho-apparel-coltd.html,China,Zhejiang,Shaoxing,312000,Paojiang Waigushe Village 5F Rm508,,+86 138 6750 6573,,damon@clothoapparel.com,,,,4,H4-F437,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:16:53,api,
Clover,clover-design--sourcing-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/clover-design--sourcing-ltd.html,Bangladesh,,Dhaka,1206,"House N°238, Road N°3",,+880 2-8415007,,khokon@cloverdesignltd.com,https://www.cloverdesignltd.com,,"Clover Design & Sourcing Ltd.Established in 2010, Clover Design & Sourcing Ltd. is a Dhaka-based global apparel sourcing...",4,H4-G485,Knitted,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,company_pictures/10000073202601/AR4U9A004JFZ/1736839752002_961877657.png,2026-01-05T15:23:01,api,api
Comoda Garments,comoda-garments-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/comoda-garments-ltd.html,Bangladesh,,Dhaka,1230,Sector 20,"House N°3, Road N°08,",+880 1713-036965,,lisa@coco-bd.com,,,,3,H3-C332,Knitted,,,,,,,,,,,,,,,,,,2025-12-24T15:53:22,api,
Cooper Garment (Jiaxing),jiaxing-cooper-garment-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-cooper-garment-limited.html,China,Zhejiang,Jiaxing,314001,"#704, Building 5, Lidahuiyuan",,+86 573 8279 8755,+86 573 8532 0070,377312671@qq.com,,,,3,H3-B398,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:22:12,api,
Corleone I&E (Ningbo),ningbo-corleone-import-and-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-corleone-import-and-export-coltd.html,China,Zhejiang,Ningbo,315000,Fsv Rm 9-1603Rd Ningchuan 1679,,+86 574 8835 9325,+86 574 8187 7691,kim@corleone.cn,,,,4,H4-G474,Knitted,,,,,,,,,,,,,,,,,,2025-12-23T12:23:00,api,
Cstrends,cstrends,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/cstrends.html,Portugal,,Guimarães,4635-164,Estrada 105 R Covas Sala S.1.1,,,,geral@cstrends.pt,https://pro.foursource.com/cstrends-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-30T11:38:23,api,api
Cute Dress Industry,cute-dress-industry-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/cute-dress-industry-ltd.html,Bangladesh,,Dhaka,1216,"L-8. Arifabad Housing Society, Rupnagor, Mirpur",,+880 1713-018790,,mustafiz@cutedress.net,https://www.cutedress.net,,,3,H3-B321,Knitted,,,,,,,,,,,,,,,,,,2026-01-16T05:39:26,api,api
Cyokki Trading (Shanghai),shanghai-cyokki-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-cyokki-trading-coltd.html,China,Shanghai,Shanghai,200051,"Room 518, No.999 Zhongshan West Road, Changning District",,+86 133 1166 3772,,songye@cyokki.com,,,,4,H4-G509,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:28:28,api,
Dahe International Trade  (Qingdao),qingdao-dahe-international-trade-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/qingdao-dahe-international-trade-co-ltd.html,China,Shandong,Qingdao,266000,"Unit 1705, Shangri-La Centre Office Buildingno.9 Hongkong Middle Road",,+86 183 6963 3735,,lvfujian@sdbada.com.cn,,,,4,H4-G506,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:19:44,api,
Daichang Caps (Qingdao),qingdao-daichang-caps-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/qingdao-daichang-caps-co-ltd.html,China,Shandong,Qingdao,266399,"Rm1501, Business Center B, Wanda Plaza, #33 Lianyungang Rd",,+86 532 8502 5558,,sales_7@dccaps.com,https://www.DcCaps.com,,,4,H4-E543,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T12:28:27,api,api
Decency International Trading (Nanjing),nanjing-decency-international-trading-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nanjing-decency-international-trading-co-ltd.html,China,Jiangsu,Nanjing,211101,"12 Floor,Building A1, Jinlun Interstellar Center,697 Jiangnan Road,Jiangning District",,+86 25 5211 7828,,dorisyuan@riverland.cn,https://www.riverland.hk.cn,,,3,H3-A337,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:18:18,api,api
Dechoice Garment (Nantong),nantong-dechoice-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nantong-dechoice-garment-coltd.html,China,Jiangsu,Nantong,226000,4Th Floor Building 1 No.368 Tongjingdadao Chongchuan District,,+86 159 9667 5835,+86 8615996675835,alicia@ntdechoice.com,,,,3,H3-B365,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:28:47,api,
Demka,demka-group,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/demka-group.html,Ethiopia,,Dima,,,,,,savas.karabulut@demkagroup.com,,,,3,H3-B320,Casual & Sports,,,,,,,,,,,,,,,,,,2026-03-03T12:03:12,api,
Desta,desta-plc,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/desta-plc.html,Ethiopia,,Addis Abeba,2964,Gerji,,+251 91 120 3668,+251 11 629 9051,ebekele@bekdesgroup.com,https://www.desta-garments.com,,,3,H3-A313,Casual & Sports,,,,,,,,,,,,,,,,,,2026-03-03T12:03:10,api,api
Dexa Group,dexa-group-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dexa-group-ltd.html,Bulgaria,,Dobrich,9300,"55, 25th September Blvd.",,,,george@pashov.bg,https://pro.foursource.com/dexa-group-ltd-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:39:03,api,api
Diamondtex Fashion,ningbo-diamondtex-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-diamondtex-fashion-coltd.html,China,Zhejiang,Ningbo,315192,Rm 604 No 252 Tianda Alley Ningbo 315100,,+86 177 5706 7195,+86 574 8714 6417,edwin@kevintex.com,https://WWW.KEVINTEX.COM,,,4,H4-F500,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:19:42,api,api
Dimante Garments (Pinghu Shi ),pinghu-shi-dimante-garments-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/pinghu-shi-dimante-garments-coltd.html,China,Zhejiang,Pinghu,315192,No99 Zhawang Rd Hongni Village Danghu Str,,+86 132 7673 5728,,lucahu@dimante.cn,,,,3,H3-D360,All About Her,,,,,,,,,,,,,,,,,,2025-12-22T18:09:14,api,
Dingao Garment (Yiwu),yiwu-dingao-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/yiwu-dingao-garment-coltd.html,China,Zhejiang,Yiwu,322000,"1Th Chaoyong Road , Shangxi Industrial Zone",,+86 8615005792666,,dengdav@126.com,,,,4,H4-G529,Intimate,,,,,,,,,,,,,,,,,,2025-12-19T12:14:04,api,
DMISS Textile Group,dmiss-textile-group,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dmiss-textile-group.html,Greece,,Thessaloniki,570 10,"Agioreitwn Paterwn,",,,,,,,,3,H3-B319,All About Her,,,,,,,,,,,,,,,,,,2026-01-30T16:23:44,,
Dong Fang Star Garment Imp. & Exp. (Nantong),nantong-dong-fang-star-garment-imp--exp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nantong-dong-fang-star-garment-imp--exp-co-ltd.html,China,Jiangsu,Nantong,226007,"Floor 6, No.19 Gongnong Road",,+86 137 7691 6118,,christina@dongfangstar.com,,,,3,H3-B368,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:28:27,api,
Dongcheng Textile (Xuzhou),xuzhou-dongcheng-textile-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/xuzhou-dongcheng-textile-co-ltd.html,China,Jiangsu,Xuzhou,315192,"Room 2-602, No. 2, Jiankang Lane, Kuangshan North Road",,+86 139 5219 8758,,85214839@qq.com,,,,4,H4-G450,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:23:58,api,
Dongguan Qianluo Garment,dongguan-qianluo-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dongguan-qianluo-garment-coltd.html,China,Hebei,Dongguan,,,,,,aloys@qianluo-lingerie.com,https://pro.foursource.com/dongguan-qianluo-garment-coltd-2,,,3,H3-B319,All About Her,,,,,,,,,,,,,,,,,,2026-01-30T11:53:01,api,api
Dongjin Imp. & Exp. (Huzhou),huzhou-dongjin-impexp-coltd-a,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/huzhou-dongjin-impexp-coltd-a.html,China,Zhejiang,Huzhou,313000,"12F, Zhongyi Groupno 111,Chuangye Rd",,+86 572 213 0960,,tony0572@163.com,,,,4,H4-G460,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:13:01,api,
Dushen Necktie (Zhejiang),zhejiang-dushen-necktie-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-dushen-necktie-co-ltd.html,China,Zhejiang,Shengzhou,312400,"No. 1.2 Road, Necktie Industrial Zone Of",,+86 5753345001,+86 575 8514 0760,1009130657@qq.com,https://www.dushentie.com,,,4,H4-F538,,,,,,,,,,,,,,,,,,,2025-12-19T12:31:01,api,api
E-Fashion Design (Wuxi),wuxi-e-fashion-design-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/wuxi-e-fashion-design-co-ltd.html,China,Jiangsu,Wuxi,214100,"LIGUO INDUSTRY PARK,","3F, B2 BLDG.,",+86 51013812060278,,wangjin.caption@outlook.com,http://www.yxcdesign.com/,,,4,H4-F494,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:13:00,api,api
Eagle Textile (Ningbo),ningbo-eagle-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-eagle-textile-coltd.html,China,Zhejiang,Ningbo,315000,No.1258 South Xuejia Rd,,+86 138 0588 9414,+86 0574,kimchan@eagle-textile.com,,,,4,H4-F459,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:24:19,api,
EK Textile,ek-textile,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ek-textile.html,Ethiopia,,,,,,,,solomon.ek@ibercotton.com,,,,3,H3-A315,Knitted,,,,,,,,,,,,,,,,,,2026-01-05T17:09:42,api,
El Rawda,el-rawda-for-spinning-and-knitting-and-ready-made-garments,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/el-rawda-for-spinning-and-knitting-and-ready-made-garments.html,China,Jiangsu,Beheira,215600,"Second Industrial Zone Part 1/13 Beside Misr Spinning Mill,, Kafr El Dawar , Beheira Egypt",,+86 56329870,,sunny.tan@gtig-esen.com,,,,3,H3-A318,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:23:58,api,
Emerald Clothing,emerald-clothing-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/emerald-clothing-ltd.html,Hong Kong,,Kowloon,HKG,883 Cheung Sha Wan Road,"1215-17 Elite Industrial Centre,",+852 2785 0033,+852 2744 0491,ricky@emerald-clothing.co.id,https://www.emerald-clothing.co,,,4,H4-H442,Tailored,,,,,,,,,,,,,,,,,,2026-01-05T11:37:22,api,api
Emon Tekstil - Uniqvibe,emon-tekstil---uniqvibe,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/emon-tekstil---uniqvibe.html,Türkiye,,Istanbul,,,,,,yunusbakbak@emontextile.com,https://pro.foursource.com/emon-tekstil-san-ticltdsti-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:13,api,api
Epic Apparel,epic-apparel-plc,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/epic-apparel-plc.html,Ethiopia,,Hawassa,,"Shade No 33, Hawassa Industrial park, Hawassa Ethiopia.",Hawassa Industrial Park,+251 99 393 9633,,malinda.muthukuda@epicet.com,,,,3,H3-B316,Casual & Sports,,,,,,,,,,,,,,,,,,2026-03-03T12:03:38,api,
Ester International,shanghai-jiazhihua-international-trading-company-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-jiazhihua-international-trading-company-ltd.html,China,Shanghai,Shanghai,200092,"Room808, No.773 Siping Rd., Hongkou District",,+86 139 1819 9426,,cathery@ester.cn,,,,3,H3-B390,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:23:36,api,
Eternal Summers Fashion (Suzhou),suzhou-eternal-summers-fashion-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/suzhou-eternal-summers-fashion-ltd.html,China,Jiangsu,Suzhou,215127,"5F,13Building,2058 West Haizang Road,Luzhi Town",,+86 512 6708 4866,+86 512 6708 4866,xusifan014@vip.126.com,,,,3,H3-D330,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:21:29,api,
Ever-Glory (Vietnam) Garment,ever-glory-vietnam-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ever-glory-vietnam-garment-co-ltd.html,Vietnam,,"HAI PHONG CITY,",170000,"NAM SACH INDUSTRIAL ZONE,","LOT 13,",+86 25 5209 6596,,zhangxiang@ever-glory.com.cn,http://www.ever-glory.com,,,3,H3-B304,All About Her,New Exhibitor,,,,,,,,,,,,,,,,,2026-01-21T10:22:22,api,api
Everrise Trading (Xiamen),xiamen-everrise-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/xiamen-everrise-trading-coltd.html,China,Fujian,Xiamen,361012,"Room 204,Hongye Palace,201# Hubin North Road,Siming District",,+86 592 319 0900,+86 592 328 9095,rocky@everrise.cn,https://www.everrise.cn,,,4,H4-H536,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T11:40:47,api,api
Evolve Sourcing,evolve-sourcing,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/evolve-sourcing.html,India,Maharashtra,Mumbai,400078,"Lake Road,",F217 Sharad Industrial Estate,+91 98676 87788,,vishal@evolve-sourcing.com,,,,4,H4-E511,Casual & Sports,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-27T06:14:43,api,
Exotic Purple,exotic-purple,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/exotic-purple.html,Portugal,,Lisbonne,1234-678,Dummy Address,,,,filipe@exoticpurple.com,https://pro.foursource.com/exotic-purple-lda-6,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-30T11:38:25,api,api
"Extreme Mountain, lda",extreme-mountain-lda,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/extreme-mountain-lda.html,Portugal,,Maia,4475-687,Rua do Caminho de ferro 77,,,,extrememountain21@gmail.com,https://pro.foursource.com/extreme-mountain-lda-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:14,api,api
fabrikk,fabrikk,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/fabrikk.html,Netherlands,,Diemen,1112 AW,Verrijn Stuartweg 11C,,,,raffi@eigenlabel.nl,https://pro.foursource.com/eigenlabel-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-30T16:23:44,api,api
Fametex Garment (Suzhou),suzhou-fametex-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/suzhou-fametex-garment-coltd.html,China,Jiangsu,Changshu,315192,"No.68-20 East Lianfeng Rd,High-Tech Industry Park",,+86 512 5281 5672,+86 512 5281 5672,mentex@vip.163.com,,,,4,H4-G447,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:09:03,api,
