company_name,domain,website,linkedin_url,company_email,phone,country,city,industry_keywords,source_show
Adriagel GmbH,adriagel24.de,https://www.adriagel24.de,,info@adriagel24.de,+49 6431 2198951,Germany,Limburg an der Lahn,Adriagel GmbH; Dessertgläser Gastronomie; B2B Glaswaren; Eisbecher Glas von Adriagel®; Großhandel Gastronomiebedarf,Ambiente 2026
Ads Enterprise Ltd.,art676.com,https://www.art676.com,,sinoart@163.com,+86 592 553 1676,China,Xiamen Fujian,Wall Art; Mirror; Tabletop Decor; Framed Picture; Sculpture,Ambiente 2026
ADVANCE CORK INTERNATIONAL,advancecork.com,https://www.advancecork.com,,info@advancecork.com,+91 98996 88918,India,New Delhi,"cork coasters,; cork pen holder; cork trays; cork stool; cork planters",Ambiente 2026
ADVANSA Marketing GmbH,advansa.com,https://www.advansa.com,https://www.linkedin.com/company/72333,information@advansa.com,+49 2388 30360,Germany,Hamm,Schlaf; Funktionsfaser; Advansa; Umweltfreundlich; Dacron,Heimtextil 2026
Adwaith Lakshmi Industries Pvt. Ltd.,adwaithlakshmi.in,https://www.adwaithlakshmi.in,,a.arulmuruhan@adwaithlakshmi.in,+91 422 231 9861,India,Coimbatore,Bath Towels; Terry towels; Terry fabric; Bath linen; Bathrobes; Table Napkin; Bed linen fabric; Kitchen linen; Health care textiles; High quality towels,Heimtextil 2026
"AE Industry & Trading Co., Ltd.",aecompany.cn,https://www.aecompany.cn,,jackie@aecompany.cn,+86 579 8393 7958,China,"Jinhua City, Zhejiang",Aluminium Cookware; Forged Cookware; Aluminium Cookware; Cookware; Forged Cookware,Ambiente 2026
AEREA STUDIO,aerea.studio,https://www.aerea.studio,,info@aerea.studio,+33 7 88 55 63 36,France,Paris,Vase; Lightings; 3D printed; Homeware; Innovative,Ambiente 2026
Aerolatte,eddingtons.co.uk,https://www.eddingtons.co.uk,,sales@eddingtons.co.uk,+44 1488 686572,Great Britain and Northern Ireland,"Hungerford, Berkshire",Coffee; Housewares; Environmentally Friendly; Coffee; Tea,Ambiente 2026
"Aeropress, Inc.",aeropress.com,https://www.aeropress.com,,recipient@giftnote.com,,United States,Palo Alto California,AeroPress; coffee maker; French press; kaffeemaschine; französische Presse,Ambiente 2026
"Aerostone, Inc.",aerostone.com.ph,https://www.aerostone.com.ph,,salesdepartment@aerostone.com.ph,+63 24897576,Philippines,Imus,,Ambiente 2026
Aesthetic Living Merchants Pvt. Ltd.,abia.in,https://www.abia.in,,nitin@abia.in,+91 85278 94806,India,Gurugram,"Cushion Cover; Quilts, Duvet cover and Shams; Out Door Pillow; Pouf; Tote Bag, Table Linen",Heimtextil 2026
AFER - FUTE - Fabrica de Utilidades de Tubo SA,afer.pt,https://www.afer.pt,https://www.linkedin.com/company/afer/,afer.portugal@afer.pt,+351 256 850 180,Portugal,Cesar,home; ironing; household; Bügelbrett; quality,Ambiente 2026
Afflatus International,afflatusgroup.com,https://www.afflatusgroup.com,,gokul.mahna@afflatusgroup.com,+91 98111 67782,India,Gurgaon,,Apparel Sourcing Paris Spring 2026
Afrikiko - Dagmar Schwarz e. Kfr.,afrikiko.com,https://www.afrikiko.com,,info@afrikiko.com,+49 30 89503463,Germany,Berlin,Producer of handmade decorative products from Kenya; Contemporary beautiful Soapstone deco items; Handmade Sisal bags and baskets; Fairtrade member (KEFAT - Kenyan chapter of WFTO),Ambiente 2026
Afroze Textile Industries (Pvt) Ltd.,afrozetextiles.com,https://www.afrozetextiles.com,,info@afroze.com,+92 21 36881743,Pakistan,"Karachi, Sindh",Beach Towels; Towels; Bathrobes; Bed Linen; Afroze Textile Industries Pvt Ltd,Heimtextil 2026
Afyon Emaye Sanayi Ticaret Limited Sirketi,afyonemaye.com,https://afyonemaye.com/en/,,oguzhantabak@afyonemaye.com,+90 272 631 24 24,Türkiye,Afyon,Enamel; Tea Pot; Casserole; Pot; Kitchen,Ambiente 2026
Agaoglu Tekstil San. ve Tic. A.S.,agaoglu.com,https://www.agaoglu.com,https://www.linkedin.com/company/agaoglu-tekstil,info@agaoglu.com,,Türkiye,Usak,"Bed, Bath & Living; Decorative & Furniture Fabrics",Heimtextil 2026
AGATE HOME FASHIONS,agatehomefashions.com,https://www.agatehomefashions.com,,md@agatehomefashions.com,+91 82959 13109,India,Panipat,,Heimtextil 2026
Aglow Exports Inc.,aglowexports.com,https://www.aglowexports.com,https://in.linkedin.com/in/aglowexports,info@aglowexports.com,+91 98970 12251,India,JP Nagar,"Trays, Ramadan, Decoration, Bakhoor, Date, Box; Accent furniture, End table, Coffee table, Side table; Home accessories; Vases and Bowls; Candle holders",Ambiente 2026
Agmamito Sp. z o.o.,,,,info@agmamito.com,+48 61 817 20 96,Poland,Jasin,h2o clean; furniture fabric; upholstery fabric; easy clean fabric; non-flammable fabric,Heimtextil 2026
Agnee Innovates Private Limited,agniexports.com,https://www.agniexports.com,,lalit.baliyan@agniexports.com,+91 98993 22702,India,Varanashi,"AGNI , RUGS , CARPETS , HAND MADE , HAND WOVEN , KNOTTED ; FURNITURE , HOME , WALL ARTS , WALL HANGING , BENCH; STOOL , PILLOW , CUSHION , FLOOR COVERSING; AGNEE; BADHOI , NOIDA , PANIPAT , JAIPUR",Heimtextil 2026
Ahava Composite,bgmea.com.bd,https://bgmea.com.bd,,info@bgmea.com.bd,,Bangladesh,Dhaka,,Apparel Sourcing Paris Spring 2026
Ahcof Neochains Holdings,ahcof.com,https://www.ahcof.com,,vasiliy@ahcof.com,+86 551 6283 1261,China,Hefei,,Apparel Sourcing Paris Spring 2026
Ahmad Brass Corporation,homeandgardendecor.in,https://homeandgardendecor.in,,shoaib@abcorp.co.in,+91 99970 29024,India,Moradabad,,Ambiente 2026
Ahmad Hassan Textile Mills Ltd.,ahtml.com.pk,https://www.ahtml.com.pk,,info@ahtml.com.pk,+92-61-4512933,Pakistan,Multan,,Heimtextil 2026
Ahmad Weaving,ahmadweaving.com,https://www.ahmadweaving.com,,arsalan@ahmadweaving.com,+92 41 2401211,Pakistan,Faisalabad,Curtains; Ahmad Weaving Pakistan; Embroidery; Jacquard; Bedding,Heimtextil 2026
Ahmed Fine Textile Mills Limited,,,,aamer.faiz@fazalcloth.com,+92 300 8414275,Pakistan,Multan,Towel; Terry Towel; Bathrobe; Bathmat; Bath Towel,Heimtextil 2026
Ahmet Sabuncular Tekstil Sanayi ve Ticaret Limited Sirketi,shadetextile.com,https://www.shadetextile.com,,info@shadetextile.com,,Türkiye,Bursa,Decorative Fabrics; FLAME RETARDANT; RECYCLE FABRICS; LINEN FABRICS; HEMP FABRICS,Heimtextil 2026
Ahmetal Makine Sanayi ve Ticaret Limited Sirketi,ahmetal.com.tr,https://www.ahmetal.com.tr,,marketing@ahmetal.com.tr,+90 272 612 88 02,Türkiye,Afyonkarahisar,enamel on steel ccokware; emailliertes kochgeschirr; enamel; frying basket; enamelled casserole,Ambiente 2026
Ahuja Overseas,ahujajaipur.com,https://www.ahujajaipur.com,,ahuja@ahujajaipur.com,+91 141 419 9000,India,Jaipur,,Apparel Sourcing Paris Spring 2026
Ahujasons,ahujasons.com,https://www.ahujasons.com,,info@ahujasons.com,+91 114610240407,India,New Delhi,,Apparel Sourcing Paris Spring 2026
AI TEXTILES,aitextiles.com,https://www.aitextiles.com,,shoaib@aitextiles.com,+92 300 0227727,Pakistan,Faisalabad,"bedding, patient wear, hospital gowns,nightwear, ; terry toweling, bathrobe, gowns, waffle robes, baby wrrp; manufacturer ,textile woven Fabric,; combed cotton,poly cotton, easy care percale ,twill ,satin cotton ,combed cotton, flanne,pimtte,dobby; bed linen,bath linen, table linen, kitchen linen, curtain, cotton blanket, dusters",Heimtextil 2026
Aibu Shishou Stationery Gift Ltd.,yescholar.com,https://www.yescholar.com,,angela@sdabss.com,+86 134 2596 9116,Hong Kong,Tsim Sha Tsui,pencil case; pencil bag; stationery bag; pen bag; pencil pouch,Ambiente 2026
"Aichi Techno Metal Fukaumi Co., Ltd.",,,,,+81 256-92-3171,Japan,Tsubame Niigata,Japan; knives; steel; cutlery; copper,Ambiente 2026
Aid by Trade Foundation,aidbytrade.org,https://www.aidbytrade.org/,https://linkedin.com/company/aidbytradefoundation,info@abt-foundation.org,+49 40 257675510,Germany,Hamburg,Services & Software,Heimtextil 2026
aida A/S,aida.dk,https://www.aida.dk,https://www.linkedin.com/company/5028393,jmh@aida.dk,+45 28 94 73 50,Denmark,Skoedstrup,Kitchenware / Geschirr; Chinaware / Porzellan; Glasses / Gläser; Cutlery / Besteck; Stoneware / Steingut,Ambiente 2026
Aidata Corp. Ltd.,aidata.com,https://www.aidata.com,,sales@aidata.com,,Taiwan,New Taipei City,KEYBOARD TRAY; UNIVERSAL TABLET STAND; LAPTOP CART; BASIC DISPLAY; FOOTREST,Ambiente 2026
Aisha Exports,,,,gauravadvocate2@gmail.com,+91 98370 44855,India,Firozabad,,Ambiente 2026
Aishida Co. Ltd.,chinaasd.com,https://www.chinaasd.com,,jane@asd.com.cn,,China,"Wenling, Zhejiang",NONSTICK; NONSTICK; POT; POT; FRYPAN,Ambiente 2026
AITANA 3 S.L.,aitanatextil.es,https://www.aitanatextil.es,https://www.linkedin.com/company/aitana-textil,export@aitanatextil.es,+34 902 88 30 70,Spain,Albuixech - Valencia,fabrics; stain resistant; table linen; tablecloth; carpet,Heimtextil 2026
Aiyimei Imp. & Exp. (Zhejiang),aiyimeifashion.com,https://www.aiyimeifashion.com,,henry@aiyimeifashion.com,+86 574 8891 4809,China,Ningbo,,Apparel Sourcing Paris Spring 2026
Akanksha International,akankshaintl.com,https://www.akankshaintl.com,https://www.linkedin.com/company/akanksha-international/,akanksha@akankshaintl.com,+91 591 247 6400,India,Moradabad,Furniture; Accessories; Wall Mirrors; Console; Home Furnishing,Ambiente 2026
Akar Ith. Ihr. Tur. Tic. ve San. A.S.,akargroup.com.tr,https://www.akargroup.com.tr,,dilek@akargroup.com.tr,+90 532 528 49 21,Türkiye,Gürsu / Bursa,"CURTAIN; VELVET, ROTATION-FOIL-DIGITAL PRINTING, DRAPERY, SHEERS,TULL; %100 BLACKOUT AND DIMOUT; READY MADE CURTAINS AND CUSHIONS; CARPET",Heimtextil 2026
Akara,akararugs.in,https://www.akararugs.in,,info@akararugs.in,+91 96191 19619,India,Thane,Indian company; Bathmat; Rug; Carpet,Heimtextil 2026
Akarca Tekstil Konf. San. ve Tic. A.S.,akarcatekstil.com,https://www.akarcatekstil.com,,akarca@akarcatekstil.com,+90 224 261 28 00,Türkiye,Bursa,IFR RECYCLED DRAPERY AND SHEERS; IFR RECYCLED DIMOUT FABRICS; FR CONTRACT FABRICS; SHEER FABRICS; DECO FABRICS,Heimtextil 2026
Akay Plastik ve Tekstil San. Tic. Ltd. Sti.,akayplastik.com.tr,https://www.akayplastik.com.tr,,export@akayplastik.com.tr,+90 212 659 11 87,Türkiye,Bagcilar / Istanbul,Collapsible Items; Plastic Warehouse Items; Plastic Household Items; Make Up Organizers; Bottles,Ambiente 2026
Akcakaya Örme San. Tic. A.S.,akcatex.com,https://www.akcatex.com/,,info@akcatex.com,0 (258) 286 60 30,Türkiye,Denizli,,Heimtextil 2026
Akcam Cam Plastik Insaat San. ve Tic. Ltd. Sti.,akcamglass.com,https://www.akcamglass.com,,export@akcamglass.com,+90 216 378 74 50,Türkiye,"Pendik, Istanbul","glass plate, glass bowl; decorated glassware; dinnerware; tabletop; serveware",Ambiente 2026
Akcoat Ileri Kimyasal Kaplama Malzemeleri San. Tic. A.s,,,,batuhan.basalak@akcoat.com,+90 539 637 11 02,Türkiye,Istanbul,Coating Technology; Cookware Coating; Tableware coating; Enamel Coatings; Non-stick Coatings,Ambiente 2026
Akij Ceramics Limited,akijtableware.com,https://www.akijtableware.com,https://www.linkedin.com/company/akijtableware/,mahbubur.acrl@akijbashir.com,+880 1716-080708,Bangladesh,"Banani, Dhaka",Porcelain; Ceramic; Tableware; Bangladesh; Akij,Ambiente 2026
"Aking Trading Co., Ltd.",aking.com.tw,https://www.aking.com.tw,,info@aking.com.tw,+886 2 2700 7575,Taiwan,Taipei City,home decor hallway; serving trolley utility carts; taiwan furniture factory; metal coffee tables; acrylic table houseware,Ambiente 2026
Aknit Imp. & Exp. (Dongguan),annak-knitwear.com,https://www.annak-knitwear.com,,zhao@annakchina.com,+86 769 8297 2249,China,Dongguan,,Apparel Sourcing Paris Spring 2026
Aks Rugs Co.,aksrugs.com,https://www.aksrugs.com,,info@aksrugs.com,+91 91190 00069,India,Panipat,Broadloom Carpets; Bathmats; Wilton Wireloom; Area Rugs; Manufacturer,Heimtextil 2026
Aksa Tex Style Industries,aksatex.com,https://www.aksatex.com,,info@aksatex.com,,Pakistan,Multan,,Heimtextil 2026
Aksu Elektrikli Ev Aletleri Sanayi Ve Ticaret Anonim Sirketi,aksutost.com,https://www.aksutost.com,,gokdeniz@aksutost.com,+90 212 886 61 69,Türkiye,Istanbul,Cook & Cut,Ambiente 2026
Aktan Misr Textile & Dyeing S.A.E,sehely.com,https://www.sehely.com,,sehely@sehely.com,+20 40 2441596,Egypt,"El Mahalla El Kobra, Gharbia",Beach Towel; Terry Towel; Bath Towel; Kitchen Towel; Bathrobe; Beach Towels; Terry Bath Towels; White Towels; Kitchen Towels; Bathrobes and Ponchos,Heimtextil 2026
Aktul Tekstil Sanayi ve Ticaret A.S.,aktul.com,https://www.aktul.com,,info@aktul.com,+90 224 372 12 88,Türkiye,"Kestel, Bursa",Voiles; Curtains; Lace Fabrics; Macrame; Embroidery,Heimtextil 2026
Al Barka Fabrics (Pvt) Ltd.,albarka.com,https://www.albarka.com,,info@albarka.com.pk,+92 41 242 852 124,Pakistan,"Khurrianwalla, Faisalabad",https://youtu.be/dk6okGCInbQ; www.albarka.com,Heimtextil 2026
Al Ghani Terry Mills (Pvt.) Ltd.,,,,info@alghanitex.com,+92 41 2435111,Pakistan,Faisalabad,Yarn Dyed Towels; Jacquard Towels; Velour & Embroidery Towels,Heimtextil 2026
Al Hadi Textile (Pvt.) Ltd.,alhaditex.com,https://www.alhaditex.com,,nafay@alhaditex.com,+92 21 111 254 234,Pakistan,Lahore,spanbettlaken; Jersey fitted sheets; Baby Sheets; Hospital sheets; garments,Heimtextil 2026
Al Karam Towel Industries (Pvt) Ltd.,alkaramtowelindustries.com,https://www.alkaramtowelindustries.com,,akti@alkaramtowel.com,+92 21 36881388,Pakistan,Karachi,Terry Towels ; Bath Towels ; Bath Robes ; Tea Towels ; Kitchen Towels,Heimtextil 2026
Al Meerath Export & Trading,almeerath.com,https://www.almeerath.com,,info@almeerath.com,+20 3 5160163,Egypt,Alexandria,glass balls; christmas decorations; beaded hearts; hearts; wire decortations,Ambiente 2026
Al Quresh Fabrics (Pvt) Ltd.,alqureshfabrics.com,https://www.alqureshfabrics.com,https://www.linkedin.com/in/furqan-tahir-a50b24292,muntazir@alqureshfabrics.com,+92 41 8586674,Pakistan,Faisalabad,"Institutional Garments & Sheets; Home Textiles & Printed Fabrics; Scrub Suits, Patient Gowns, Dr. Suits and Coats; Work wears; Terry Towels & Bathrobes",Heimtextil 2026
Al Raheem Textile,alraheemtextile.com,https://alraheemtextile.com,,alraheemtex@cyber.net.pk,+92 301 8277743,Pakistan,Karachi,AL Raheem Textile; Raheem; Blankets; Bathrobes; Gowns,Heimtextil 2026
Al-Karam Textile Mills (Pvt) Ltd.,alkaram.com,https://www.alkaram.com,https://www.linkedin.com/company/13367515,waqas.farooqui@alkaram.com,+92) 21-111-111-258,Pakistan,Karachi,Bed Covers; Comforters; curtains; Cushions; Sheets,Heimtextil 2026
Al-Over Designs dei F.lli Coppola S. n. c.,alover.it,https://www.alover.it,,info@alover.it,+39 031 268568,Italy,Como,Textile Design,Heimtextil 2026
Al-Rahim Textile Industries Ltd.,alrahimtextile.com,https://www.alrahimtextile.com,http://uk.linkedin.com/company/al-rahim-textile-industries,mazhar.moosani@alrahimtextile.com,+92 345 8288989,Pakistan,Karachi,Beach; Bath Towel; Bathrobe; Textile; Terry,Heimtextil 2026
Al-Rehman Global Tex (Pvt.) Ltd.,alrehmanglobaltex.com,https://www.alrehmanglobaltex.com,,info@alrehmanglobaltex.com,+92 41 8540681,Pakistan,Faisalabad,AGT; Home Textile; FABRICS; Hotels;  Hospitality,Heimtextil 2026
AL.GI. s.r.l.,algisrl.com,https://www.algisrl.com,,bferral@bferral.it,+39 0573 84038,Italy,Larciano,metal broom handles; brooms; brushes; telescopic handles; mops,Ambiente 2026
Alamgir Papier Machie House,,,,zahooralamgir@outlook.com,+91 81307 68695,India,New Delhi,,Ambiente 2026
Alas Ev Tekstil Gida Insaat Ve Turizm Sanayi Ticaret Limited Sirketi,alasevtekstil.com,https://www.alasevtekstil.com,,satinalma@alasevtekstil.com,+90 212 493 20 14,Türkiye,Istanbul,Clean Home & Storage Solutions; Cook & Cut,Ambiente 2026
Alaskan MAKER,alaskanmaker.fr,https://www.alaskanmaker.fr,,contact@alaskanmaker.fr,,France,Leers,TOPOGRAPHIC glasses; Apron; Men's gift; Backpack; Leather goods,Ambiente 2026
Albayrak Melamin Ve Plastik Mutfak Esyalari Sanayi Ve Ticaret Limited Sirketi,albayrakmelamin.com,https://www.albayrakmelamin.com,,ersan.a@albayrakmelamin.com,+90 212 659 33 75,Türkiye,Istanbul,bowl; tray; bowl; baby set dining; tray,Ambiente 2026
"Albero Forte Composite, S.L.",plasticforte.com,https://www.plasticforte.com,https://es.linkedin.com/company/plasticforte,marta.sole@plasticforte.com,+34 965 65 73 19,Spain,Banyeres de Mariola,recycled plastic; Storage boxes; Garden pots; Kitchen accessories; horeca,Ambiente 2026
albert L. (punkt) Sandra Schröder,albertlpunkt.de,https://www.albertlpunkt.de,,info@albertlpunkt.de,+49 40 88128401,Germany,Kaltenkirchen,"Bambus-Schüssel, bamboo bowl; BiMa Bambus matt; Lampenschirm. lampshade; Lacktablett, lacquer tray; Tablett, tray",Ambiente 2026
Albert Turk GmbH & Co. KG,albert-turk.business,https://www.albert-turk.business,https://www.linkedin.com/company/albert-turk-gmbh-co-kg,info@albert-turk.de,+49 2358 27270,Germany,Meinerzhagen,Eisenpfannen - iron-pans; Kehr- / Kohleschaufeln - dust- / coal-shovels; Schneeräumer - snow-shovels; Kinder-Gartengeräte - children-garden-tools; Ofenartikel - oven-articles,Ambiente 2026
Albertina Export and Import Inc,geuel.com,https://www.geuel.com,,buddy.bernardo@geuel.com,+63 27821910,Philippines,"San Jose Del Monte, Bulacan",Decoration; Christmas; Santa Claus; Wreath; Candle holder,Ambiente 2026
ALBIMI LTD SH.P.K.,pilotbike.net,https://www.pilotbike.net,,info@pilotbike.net,,Kosovo,Gjilan - Kosovë,,Ambiente 2026
Alchemy,alchemyengland.com,https://www.alchemyengland.com,,michelle@alchemygroup.com,+44 116 282 4824,Great Britain and Northern Ireland,Leicester,Collectors Gifts; Fashion Jewellery; Unique Gifts; Fantasy Gifts; Lifestyle Gifts,Ambiente 2026
Alda Poland Sp. z o. o.,alda.company,https://www.alda.company,https://www.linkedin.com/company/alda-s-a/,office@alda.company,+48 693 899 610,Poland,Ząbkowice Śląskie,waste bin; recycling bin; step bin; ashtray bin; recycling station,Ambiente 2026
Aleana Ltd.,aleana.ua,https://www.aleana.ua,,development@aleana.ua,+380 44 344 8960,Ukraine,Obukhiv,kitchenware; household goods; children's goods; garden and yard goods; plastic furniture,Ambiente 2026
Alecto SA,alecto.fr,https://www.alecto.fr,,commercial@hmdsas.com,+33 6 76 48 58 58,France,Ormes,,Ambiente 2026
ALENTI,alenti.com.tr,https://www.alenti.com.tr,,ecemumitvar@gmail.com,+90 532 254 47 77,Türkiye,Tekirdag,Tabletop Textiles; Horeca; Tabletop Products; Placemats; Leather Accessories,Ambiente 2026
Aleran Tekstil Sanayi Ticaret Limited Sirketi,alerantekstil.com,https://www.alerantekstil.com,,info@alerantekstil.com,+90 224 384 15 17,Türkiye,Bursa,Drapery; Textile; Curtain; Embroidery; Fabric,Heimtextil 2026
Alessi S.p.A,alessi.com,https://alessi.com,,info@alessi.com,+39 0323 868611,Italy,Crusinallo Di Omegna,Italian design; Coffee experience; Tableware; Gifting; Cutlery,Ambiente 2026
ALFAGR for Technical Industries,,,,khaled.moshrif@gmail.com,+20 100 233 8881,Egypt,6th of October City,"Glass Flower Vase/Glasblumenvasen,; Table top/Krügen und Karaffen; Glass Candy Jars/Bonbongläsern; Glass",Ambiente 2026
Alfalah Textiles,alfalahtextiles.com,https://www.alfalahtextiles.com,,zeeshan@alfalahtextiles.com,+92 21 36921223,Pakistan,Karachi,Terry Towel; Institutional Towel; Thermal Blanket; Fitted Sheet,Heimtextil 2026
Alfatex Sp. z o.o.,alfatex.info,https://www.alfatex.info,,info@alfatex-machinery.com,+48 660 647 994,Poland,Niechanowo,"Machine producer; Pillows stuffing, vacuum packing, carding; Ball fibers ; Recycling machines; Complete production lines",Heimtextil 2026
