Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,Scientific World Research Awards,SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/scientific-world-research-awards-swr-2026-april-singapore-sg,Scientific World Research Awards (SWR),Organizer,Science Artificial Intelligence Data Science Nanotechnology Mechanical Engineering Civil Engineering Electrical and Electronics Engineering Information Technology Roboti,90,Hot,,,"Scientific World Research Awards scheduled on April 29-30, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activ | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,Bicicultura,PT,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/bike-bus-summit-bike-bus-2026-april-lisbon-pt,Bike Bus Summit (BIKE BUS),Organizer,"ld Congress on Research in Science, Engineering & Technology (LRSET) - Lisbon, Portugal May 13, 2026 World Congress on Advances in Materials and Industrial Engineering (W",100,Hot,,,"Bike Bus Summit scheduled on April 29-30, 2026 at Lisbon, Portugal is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
Conference Tags,sector sales accounting,World Research Awards,SG,conference@conferenceindex.org,Likely,,,https://www.linkedin.com/in/conference-tags,,https://conferenceindex.org/event/international-plant-scientist-awards-pls-2026-april-singapore-sg,International Plant Scientist Awards (PLS),Organizer,,100,Hot,,,"International Plant Scientist Awards scheduled on April 29-30, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research a | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,Program Manager,SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-research-data-analysis-excellence-awards-rda-2026-april-singapore-sg,International Research Data Analysis Excellence & Awards (RDA),Organizer,"al Conference on Computer Science and Information Technology (ICCSIT) - Amsterdam, Netherlands September 16, 2026 International Conference on Computer Science and Mathema",90,Hot,,,"International Research Data Analysis Excellence & Awards scheduled on April 29-30, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners t | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,World Research Awards,SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/world-life-science-awards-science-2026-april-singapore-sg,World Life Science Awards (SCIENCE),Organizer,,90,Hot,,,"World Life Science Awards scheduled on April 29-30, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities t | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,CME Science,US,info@conferenceindex.org,Generic,3189612-0,3189612-0,,,https://conferenceindex.org/event/msk-mri-approach-and-interactive-case-review-with-an-orthopedic-surgeon-2026-april-las-vegas-us,MSK MRI: Approach and Interactive Case Review with an Orthopedic Surgeon,Organizer,", 2026 International Conference on Bioscience, Biotechnology, and Biochemistry (ICBBB) - Las Vegas, United States May 11, 2026 International Conference on Educational Sci",100,Hot,,,"MSK MRI: Approach and Interactive Case Review with an Orthopedic Surgeon scheduled on April 30-May 01, 2026 at Las Vegas, United States is for the researchers, scientists, scholars, engineers, academic, scientific and un | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,The Institute for Sufi Studies,TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/sufism-in-saudi-arabia-since-1979-the-politics-of-orthodoxy-in-contemporary-islam-2026-april-istanbul-tr,Sufism in Saudi Arabia Since 1979: The Politics of Orthodoxy in Contemporary Islam,Organizer,"d Congress on Advances in Science, Engineering & Technology (WASET) - Istanbul, Turkey April 29, 2026 International Congress on Animal, Fisheries & Veterinary Sciences (I",90,Hot,,,"Sufism in Saudi Arabia Since 1979: The Politics of Orthodoxy in Contemporary Islam scheduled on April 29, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and univers | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,INFORMA,TW,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/aesthetic-and-anti-aging-medicine-world-congress-2026-may-taipei-tw,Aesthetic and Anti-aging Medicine World Congress,Organizer,"hetics, clinical dermatology, lasers energy-based devices, body shaping and contouring, wellness & longevity, business & practice management, suspension threads, hair res",90,Hot,,,"Aesthetic and Anti-aging Medicine World Congress scheduled on May 01-03, 2026 at Taipei, Taiwan is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present resear | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,Aver Conferences,JP,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-hybrid-conference-on-ent-audiology-and-speech-language-pathology-2026-april-tokyo-jp,"International Hybrid Conference on ENT, Audiology and Speech Language Pathology",Organizer,,100,Hot,,,"International Hybrid Conference on ENT, Audiology and Speech Language Pathology scheduled on April 30-May 01, 2026 at Tokyo, Japan is for the researchers, scientists, scholars, engineers, academic, scientific and univers | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,AEIC,CN,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-education-reform-ideology-and-politics-erip-2026-may-beijing-cn,"International Conference on Education Reform, Ideology and Politics (ERIP)",Organizer,nology and Digital transformation Online learning platform Open Educational Resources (OER) Virtual reality and augmented reality teaching Teacher professional developmen,90,Hot,,,"International Conference on Education Reform, Ideology and Politics scheduled on May 01-03, 2026 at Beijing, China is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00"
,,Global Insight Conferences,GB,info@conferenceindex.org,Generic,+44 (0)20 3479 2299,+44 (0)20 3479 2299,,,https://conferenceindex.org/event/the-diversity-inclusion-conference-2026-april-london-gb,The Diversity & Inclusion Conference,Organizer,"across every level Master AI & Inclusion: Harness technology responsibly, reduce bias, and enhance human-centred inclusion Name: Global Insight Conferences Website: https",100,Hot,,,"The Diversity & Inclusion Conference scheduled on April 30, 2026 at London, United Kingdom is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research ac | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00"
,,Thomas Jefferson University,US,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/annual-philadelphia-spine-summit-spine-2026-may-philadelphia-us,Annual Philadelphia Spine Summit (SPINE),Organizer,,90,Hot,,,"Annual Philadelphia Spine Summit scheduled on May 01, 2026 at Philadelphia, United States is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research act | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,Mayo Clinic School of Continuous Professional Development,US,info@conferenceindex.org,Generic,3379002-0,3379002-0,,,https://conferenceindex.org/event/np-pa-surgical-updates-2026-april-orlando-us,NP PA Surgical Updates,Organizer,,100,Hot,,,"NP PA Surgical Updates scheduled on April 30-May 02, 2026 at Orlando, United States is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activitie | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,Researchfora,ID,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-law-and-society-icls-2026-april-jakarta-id,International conference on Law and Society (ICLS),Organizer,ociety. The aim of the Conference is to provide a platform to the researchers and practitioners from both academia as well as industry to meet the share cutting-edge deve,90,Hot,,,"International conference on Law and Society scheduled on April 30-May 01, 2026 at Jakarta, Indonesia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present r | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,MCI Middle East LLC,AE,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-aesthetic-plastic-surgery-meeting-dubai-2026-may-dubai-ae,International Aesthetic & Plastic Surgery Meeting (DUBAI),Organizer,"c plastic surgery, offering a truly comprehensive platform for learning and collaboration. Expect expert-led masterclasses, industry symposiums, and interactive panels co",90,Hot,,,"International Aesthetic & Plastic Surgery Meeting scheduled on May 01-03, 2026 at Dubai, United Arab Emirates is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,The University of Tokyo,JP,info@conferenceindex.org,Generic,979-8-3315-6289-2),979-8-3315-6289-2),,,https://conferenceindex.org/event/ieee-international-conference-on-clean-energy-and-low-carbon-technologies-celct-2026-may-tokyo-jp,IEEE International Conference on Clean Energy and Low Carbon Technologies (CELCT),Organizer,Efficiency Improvement 9. Offshore Wind VSC-HVDC Technology 10. Wind Power Prediction Model 11. Wind Grid Integration Harmonic Suppression 12. Wind Farm Cluster Control,100,Hot,,,"IEEE International Conference on Clean Energy and Low Carbon Technologies scheduled on May 01-03, 2026 at Tokyo, Japan is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
