Event Name,Category,Date,Location,Organizer,Venue,Event URL,Source,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
International Conference on Agricultural Economics (ICAE),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-agricultural-economics-icae-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advances in Chemistry and Applied Chemistry (ICACAC),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-advances-in-chemistry-and-applied-chemistry-icacac-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Cognitive Psychology (ICCP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-cognitive-psychology-iccp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Mathematics Education (ICME),Education,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-mathematics-education-icme-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Psychology and Social Harmony (ICPSH),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-psychology-and-social-harmony-icpsh-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Anaesthesia (ICA),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-anaesthesia-ica-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Hydrogen Energy (ICHE),Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-hydrogen-energy-iche-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environment and Bioengineering (ICEB),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-environment-and-bioengineering-iceb-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Offshore Engineering and Technology (ICOET),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-offshore-engineering-and-technology-icoet-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on African Diaspora for Democracy and Development (ICADDD),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-african-diaspora-for-democracy-and-development-icaddd-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Oncoplastic and Reconstructive Breast Surgery (ICORBS),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-oncoplastic-and-reconstructive-breast-surgery-icorbs-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Spatial Statistics and Geostatistics (ICSSG),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-spatial-statistics-and-geostatistics-icssg-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Research, Innovation and Entrepreneurship (ICRIE)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-research-innovation-and-entrepreneurship-icrie-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Soil Science (ICSS),Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-soil-science-icss-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Electromagnetics and Applications (ICEA),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-electromagnetics-and-applications-icea-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Wind Engineering (ICWE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-wind-engineering-icwe-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Medical and Health Sciences (ICMHS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-medical-and-health-sciences-icmhs-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Cyber Crime and Information Security (ICCCIS),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-cyber-crime-and-information-security-icccis-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Polymer and Material Engineering (ICPME),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-polymer-and-material-engineering-icpme-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Cardiology and Human Anatomy (ICCHA),Automotive,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-cardiology-and-human-anatomy-iccha-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Psychoanalysis (ICP),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-psychoanalysis-icp-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Psychoanalysis and Lacan (ICPL),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-psychoanalysis-and-lacan-icpl-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Developmental Psychology and Adolescence (ICDPA),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-developmental-psychology-and-adolescence-icdpa-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental Microbiology (ICEM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-environmental-microbiology-icem-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Energetic Materials (ICEM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-energetic-materials-icem-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Urdu Language and Linguistics (ICULL),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-urdu-language-and-linguistics-icull-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Community Psychology and Mental Health (ICCPMH),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-community-psychology-and-mental-health-iccpmh-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Sustainable City and Urban Planning (ICSCUP),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-sustainable-city-and-urban-planning-icscup-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Control Systems and Transportation Engineering (ICCSTE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-control-systems-and-transportation-engineering-iccste-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Chemicals and Sustainable Chemistry (ICCSC),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-chemicals-and-sustainable-chemistry-iccsc-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Cognitive Psychology and Neuroscience (ICCPN),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-cognitive-psychology-and-neuroscience-iccpn-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Integrated and Human Geography (ICIHG),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-integrated-and-human-geography-icihg-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Agricultural Technology and Precision Agriculture (ICATPA),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-agricultural-technology-and-precision-agriculture-icatpa-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Precision Agriculture and Crop Monitoring (ICPACM),Agriculture,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-precision-agriculture-and-crop-monitoring-icpacm-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Oil Reserves and Energy Systems (ICORES),Energy,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-oil-reserves-and-energy-systems-icores-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Bioenergy, Biogas and Biogas Production (ICBBBP)",Energy,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-bioenergy-biogas-and-biogas-production-icbbbp-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Instructions and Effective Education Strategies (ICIEES),Education,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-instructions-and-effective-education-strategies-iciees-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computer Science, Cybersecurity and Information Technology (ICCSCIT)",Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computer-science-cybersecurity-and-information-technology-iccscit-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advanced Teaching Instructions (ICATI),Food & Beverage,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-advanced-teaching-instructions-icati-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Early Childhood Development and Science Education (ICECDSE),Education,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-early-childhood-development-and-science-education-icecdse-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Zoology and Wild Animals (ICZWA),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-zoology-and-wild-animals-iczwa-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Humanities, Languages and Social Sciences (ICHLSS)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-humanities-languages-and-social-sciences-ichlss-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Energy Efficiency and Renewable Energy (ICEERET),Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-energy-efficiency-and-renewable-energy-iceeret-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Architecture, Building and Civil Engineering (ICABCE)",Real Estate,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-architecture-building-and-civil-engineering-icabce-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Artificial Neural Networks Systems (ICANNS),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-artificial-neural-networks-systems-icanns-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Aesthetics (ICA),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-aesthetics-ica-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Dentistry and Oral Health (ICDOH),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-dentistry-and-oral-health-icdoh-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Oral Health and Maxillofacial Surgery (ICOHMS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-oral-health-and-maxillofacial-surgery-icohms-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Virtual Rehabilitation (ICVR),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-virtual-rehabilitation-icvr-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Composite Structures (ICCS),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-composite-structures-iccs-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Physical Therapy Science and Novel Physiotherapies (ICPTSNP),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-physical-therapy-science-and-novel-physiotherapies-icptsnp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Psychiatry (ICP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-psychiatry-icp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Dentistry and Orthodontic Implants (ICDOI),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-dentistry-and-orthodontic-implants-icdoi-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Elderly Healthcare (ICEH),Healthcare,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-elderly-healthcare-iceh-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Gas, Petroleum and Chemical Sciences (ICGPCS)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-gas-petroleum-and-chemical-sciences-icgpcs-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Nutraceuticals, Nutrition and Foods (ICNNF)",Food & Beverage,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-nutraceuticals-nutrition-and-foods-icnnf-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Pediatrics, Internal Medicine and Advanced Treatment Strategies (ICPIMATS)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-pediatrics-internal-medicine-and-advanced-treatment-strategies-icpimats-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Nursing and Health Care (ICNHC),Healthcare,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-nursing-and-health-care-icnhc-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Medical Microbiology and Immunology (ICMMI),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-medical-microbiology-and-immunology-icmmi-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Solid Waste Management and Recycling (ICSWMR),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-solid-waste-management-and-recycling-icswmr-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Medical Bacteriology, Mycology and Parasitology (ICBMMP)",Healthcare,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-medical-bacteriology-mycology-and-parasitology-icbmmp-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Physical Therapy Rehabilitation Techniques (ICPTRT),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-physical-therapy-rehabilitation-techniques-icptrt-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Gastroenterology, Endoscopy and Colonoscopy (ICGEC)",Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-gastroenterology-endoscopy-and-colonoscopy-icgec-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Food Science, Food Security and Utilization (ICFSFSU)",Food & Beverage,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-food-science-food-security-and-utilization-icfsfsu-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Obstetrics, Gynecology and Reproductive Medicine (ICOGRM)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-obstetrics-gynecology-and-reproductive-medicine-icogrm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Naturopathy and Medicinal Plants (ICNMP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-naturopathy-and-medicinal-plants-icnmp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Linguistics and Child Language Acquisition (ICLCLA),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-linguistics-and-child-language-acquisition-iclcla-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Language Acquisition and Processing (ICLAP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-language-acquisition-and-processing-iclap-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Science Education and Communication (ICSEC),Education,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-science-education-and-communication-icsec-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Quantum Engineering and Nanotechnology (ICQEN),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-quantum-engineering-and-nanotechnology-icqen-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Principles of Criminal Law and Criminal Justice (ICPCLCJ),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-principles-of-criminal-law-and-criminal-justice-icpclcj-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Property Rights and Intellectual Property Law (ICPRIPL),Real Estate,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-property-rights-and-intellectual-property-law-icpripl-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Science Education, Research and Training in Schools‎ (ICSERTS)",Education,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-science-education-research-and-training-in-schools-icserts-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Special Education Regulations and Technology (ICSERT),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-special-education-regulations-and-technology-icsert-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Special Education and Child Development (ICSECD),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-special-education-and-child-development-icsecd-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Architectural Conservation, Engineering and Cultural Heritage (ICACECH)",Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-architectural-conservation-engineering-and-cultural-heritage-icacech-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Urban Air Pollution and Environment (ICUAPE),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-urban-air-pollution-and-environment-icuape-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Political Science and Activity (ICPSA),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-political-science-and-activity-icpsa-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Political Science and Globalization (ICPSG),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-political-science-and-globalization-icpsg-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Textiles and Fashion: Materials, Design and Technology (ICTFMDT)",Textile,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-textiles-and-fashion-materials-design-and-technology-ictfmdt-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Cultural Heritage, Tourism and Hospitality (ICCHTH)",Healthcare,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-cultural-heritage-tourism-and-hospitality-icchth-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Visual Arts and Design (ICVAD),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-visual-arts-and-design-icvad-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on International Tourism and Sustainable Development (ICITSD),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-international-tourism-and-sustainable-development-icitsd-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Islam, Philosophy and Theology (ICIPT)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-islam-philosophy-and-theology-icipt-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Airport Engineering and Architecture (ICAEA),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-airport-engineering-and-architecture-icaea-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Library and Information Science (ICLIS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-library-and-information-science-iclis-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Political Science and International Political Order (ICPSIPO),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-political-science-and-international-political-order-icpsipo-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computational Linguistics and Machine Translation (ICCLMT),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computational-linguistics-and-machine-translation-icclmt-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computational Linguistics and Natural Language Processing (ICCLNLP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computational-linguistics-and-natural-language-processing-icclnlp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied Linguistics and Language Teaching (ICALLT),Food & Beverage,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-applied-linguistics-and-language-teaching-icallt-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Feminism, Gender, Capitalism and Globalization (ICFGCG)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-feminism-gender-capitalism-and-globalization-icfgcg-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Politics and International Relations (ICIR),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-politics-and-international-relations-icir-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Public Administration Reform and Innovation (ICPARI),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-public-administration-reform-and-innovation-icpari-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Planning and Urban Design (ICPUD),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-planning-and-urban-design-icpud-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Cartography, GIS and Geovisualization (ICCGISG)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-cartography-gis-and-geovisualization-iccgisg-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Preventing Terrorism and Countering Violent Extremism (ICPTCVE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-preventing-terrorism-and-countering-violent-extremism-icptcve-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Construction Engineering Technology and Computer Aided Design (ICCETCAD),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-construction-engineering-technology-and-computer-aided-design-iccetcad-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Conflict Resolution, Management and Negotiation (ICCRMN)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-conflict-resolution-management-and-negotiation-iccrmn-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
