Company,Country,Category,Website,Stand,Email,Phone,LinkedIn,Instagram
Abu Odeh Bros. Co,Jordan,Freekeh | Dates & Date Palm Products | Oats | Pulses | Pulses/ grains / cereals / flours | Corn | Snacks | Nuts | Dry goods | Private label | Rice | Specialty food | Dried Fruits | Ethnic Food,https://www.abuodehbros.com,"53-40 53-48, South Hall 9",,+96264914961,https://www.linkedin.com/company/abu-odeh-bros-co,@abuodehbrosco
AbuAyyash Farms,Jordan,Halal and kosher food | Dates & Date Palm Products | Ready-to-Eat | Snacks | AI Solutions | Frozen food | Fresh Fruits & Vegetables | Artisanal | Value-Added Food | Dried Fruit & Vegetables | Private label | Dry goods | Technology | Gourmet & Fine Food | Specialty food | Fair Trade | Frozen Fruit & Vegetables | Dried Fruits | Chilled & fresh food | Ethnic Food,https://www.abuayyashfarms.com/,"52-99, South Hall 9",,,,@abuayyashfarms
Abufari Amazonian Products,Brazil,Sustainability | Ready-to-Eat | Fortified foods & health products | Cereals / Fruit Bars | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Dry goods | Dried Fruit & Vegetables | Private label | Technology | Free-from products | Smart Food | Fortified & Functional Products | Health & Wellness Products | Gourmet & Fine Food | Specialty food | Fair Trade | Dried Fruits | Gluten-Free Products | Organic products,https://www.abufari.com.br/lang/en,"N9-D10, North Hall 9",leonardo@abufari.com,+55 (41) 99685,,@abufari.amazonia
Abuljadayel Beverages INC,Saudi Arabia,Energy Drinks | Bottled Water | Carbonated Soft Drinks | Instant Beverages | Juices & Nectars,https://www.ab.com.sa,"37-53, South Hall 6",,,,
AC PRIMASUD,France,Iced Tea | Free-from products | Non-alcoholic Beverages | Carbonated Soft Drinks | Snacks | Popcorn | Sugar-free Products | Juices & Nectars,https://www.primasud.com,"Z5-H28, Za'abeel Hall 5",18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,,,
Acai Berry Foods,Brazil,Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Fortified foods & health products | Sugar-free Products | Frozen food | Fresh Fruits & Vegetables | Value-Added Food | Nut-free Products | Professional services | Private label | Ice Cream / Sorbet / Gelato | Organic products | Free-from products | Health & Wellness Products | Dairy-free Products | Consulting | Gourmet & Fine Food | Specialty food | Frozen Fruit & Vegetables | Fat-free Products | Gluten-Free Products | Lactose-free Products | Chilled & fresh food,https://www.acaiberryfoods.com,"27-48, South Hall 4",,,,@acaiberry
Acai Petruz,Brazil,Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Fortified foods & health products | Frozen Ready Meals | Frozen food | Private label | Ice Cream / Sorbet / Gelato | Organic products | Frozen Baked Goods | Free-from products | Fortified & Functional Products | Health & Wellness Products | Dairy-free Products | Specialty food | Fair Trade | Gluten-Free Products | Lactose-free Products | Ethnic Food,https://www.petruz.com/en,"26-51, South Hall 4",18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,+351 253 120 884,https://www.linkedin.com/company/petruz-fruity,@petruzfruity
Acarsan Pasta & Flour,Türkiye,"Dry goods | Private label | Bakery, cakes & desserts | Baked Goods | Condiments & sauces | Pasta | Instant Noodles",https://www.acarsan.com.tr,"N10-D29, North Hall 10",info@acarsan.com.tr,+90 (342) 337 98 98 - 400,https://www.linkedin.com/company/acarsanholding,@acarsanholding
Accelerated Freeze Drying Company Ltd,India,"Gluten-free Baked Goods | Bakery, cakes & desserts | Alternative Milk Products | Instant Noodles | Canned Products | Yoghurt (Regular, Flavoured, Fruit, etc.) | Frozen Meat | Frozen Seafood | Frozen food | Eggs & Egg Products | Dry goods | Ice Cream | Free-from products | Dried Fruits | Gluten-Free Products | Lactose-free Products | Chilled & fresh food",https://amalgamfoods.com/,"S-F70, Trade Centre Arena",,,,
ACE CANNING CORPORATION SDN BHD,Malaysia,World Food,https://www.acecanning.com/web/,"N2-E5, North Hall 2",info@borgandaquilina.com.mt,+00973-39624393,,
Aceites ABASA,Spain,Oil | Private label | Fruit Oil | Halal and kosher food | Condiments & sauces | Olive Oil | Vegetable & animal oils & fats | Organic products,https://www.aceitesabasa.com,"Z1-E60, Za'abeel Hall 1",,,,
Aceites Abril,Spain,Oil | Olive Oil | Vegetable & animal oils & fats,https://aceitesabril.com/,"Z1-F57, Za'abeel Hall 1",,,https://www.linkedin.com/company/aceites-abril,@aceitesabril
Aceites Albert,Spain,Oil | Olive Oil | Vegetable & animal oils & fats,https://www.aceitesalbert.com/,"Z1-54, Za'abeel Hall 1",aceites@aceitesalbert.com,+34 639 98 02 84,,@albertaceites
Aceites De Las Heras,Spain,Gourmet & Fine Food | Oil | Specialty food | Private label | Halal and kosher food | Olive Oil | Vegetable & animal oils & fats | Organic products,https://www.aceitesdelasheras.com/en,"Z1-E12, Za'abeel Hall 1",info@aceitesdelasheras.com,+34 962 172 261,https://www.linkedin.com/company/aceites-de-las-heras,@aceitesdelasheras
"Aceites Malaga, S.L",Spain,Fats & Oils,https://aceitesmalaga.com/,"Z1-F43, Za'abeel Hall 1",,,,
Aceites Monterreal,Spain,Halal and kosher food | Olive Oil | Vegetable & animal oils & fats | Organic products,https://acmonterreal.com/es/,"Z1-F27, Za'abeel Hall 1",,,https://www.linkedin.com/company/monterreal-olive-oil,@monterrealoliveoil
Aceites Vallejo,Spain,Olive Oil | Vegetable & animal oils & fats,https://aceitesvallejo.com/en/,"Z1-E4, Za'abeel Hall 1",,,,
Aceites Ybarra,Spain,Private label | Halal and kosher food | Olive Oil | Vegetable & animal oils & fats | Organic products,https://www.ybarra.es,"Z1-F47, Za'abeel Hall 1",,,https://www.linkedin.com/company/grupo-ybarra-alimentacion-s.l.,@grupoybarra
Aceitunas Cazorla,Spain,Gourmet & Fine Food | Oil | Specialty food | Vegetable & animal oils & fats | Ready-to-Eat,https://www.aceitunascazorla.com/,"15-3, South Hall 2",info@accazorla.com,,https://www.linkedin.com/company/aceitunas-cazorla,@aceitunascazorla
Aceitunas Sanmer Olives,Spain,Halal and kosher food | Ready-to-Eat | Canned Products | Snacks | Frozen food | Dry goods | Private label | Specialty food | Vegetable snacks | Frozen Fruit & Vegetables,https://www.sanmer.com,"28-102, South Hall 4",info@sanmer.com,+34 927 472 093,https://www.linkedin.com/company/aceitunas-sanmer,@aceitunas_sanmer
Acesur,Spain,Fats & Oils,https://acesur.com/es/,"Z1-E48, Za'abeel Hall 1",comunicacion@acesur.com,+34 915 21 96 72,https://www.linkedin.com/company/acesur,
Acetaia Balsamico Leonardi 1871,Italy,"Vegan / Vegetarian Products | Spreads, honey & jams | Artisanal | Dry goods | Private label | Organic products | Free-from products | Olive Oil | Gourmet & Fine Food | Specialty food | Condiments & sauces | Spices & Seasonings | Fat-free Products | Vegetable & animal oils & fats | Gluten-Free Products",https://www.acetaialeonardi.it,"19-32, South Hall 3",info@acetaialeonardi.it,+39 059 554375,,
Acetaia Bellei,Italy,Dry goods | Gourmet & Fine Food | Specialty food | Private label | Condiments & sauces | Halal and kosher food | Spices & Seasonings | Organic products,https://www.bellei.it/en,"18-50, South Hall 3",info@bellei.it,,,@acetaiabellei
Acetaia Terra del Tuono S.r.l,Italy,"Gourmet & Fine Food | Specialty food | Private label | Condiments & sauces | Halal and kosher food | Free-from products | Vegan / Vegetarian Products | Spreads, honey & jams | Organic products",https://www.terradeltuono.it/en/,"16-19, South Hall 3",,+39 0522 342435,,
Acetificio Andrea Milano,Italy,Halal and kosher food | Vegan / Vegetarian Products | Fortified foods & health products | Dry goods | Private label | Organic products | Free-from products | Health & Wellness Products | Gourmet & Fine Food | Specialty food | Condiments & sauces | Spices & Seasonings | Gluten-Free Products,https://www.acetomilano.it,"18-15, South Hall 3",info@acetomilano.it,+39 081 8446013,https://www.linkedin.com/company/acetificio-andrea-milano-srl,@acetificioandreamilano
Acetificio Marcello De Nigris,Italy,Gourmet & Fine Food | Artisanal | Private label | Specialty food | Condiments & sauces | Halal and kosher food | Organic products,https://www.denigris1889.com/,"19-40, South Hall 3",,,,
Achinebuli LLC,Georgia,Non-alcoholic Beverages | Juices & Nectars,https://www.facebook.com/alalijuice/,"Z6-F4, Za'abeel Hall 6",,,,
ACI FOODS LIMITED,Bangladesh,"Savoury snacks | Bakery, cakes & desserts | Pulses/ grains / cereals / flours | Snacks | Salty Snacks | Private label | Rice | Crackers | Condiments & sauces | Cakes / Dessert",https://www.aci-bd.com/,"SH-T9, South Hall 12",,,,
Acqua Sant Anna S.p.A,Italy,Energy Drinks | Iced Tea | Non-alcoholic Beverages | Bottled Water | Flavoured Water | Juices & Nectars,https://www.santanna.it,"Z6-A20, Za'abeel Hall 6",info@santanna.it,+39 011 6606120,https://www.linkedin.com/company/acqua-sant,@acqua_santanna
Acqua Silva - Sorgente Orticaia S.r.l,Italy,Bottled Water,https://www.acquasilva.com/,"Z6-B24, Za'abeel Hall 6",eva@artificio-comunicazione.it,+48 69 3495939,,@acqua_silva
"ACROYALI HOLDINGS QINGDAO CO.,LTD",China,"Bakery, cakes & desserts | Halal and kosher food | Sugar-free Products | Business Services | Canned Products | Snacks | Frozen food | Dry goods | Dried Fruit & Vegetables | Professional services | Private label | Free-from products | Gourmet & Fine Food | Specialty food | Baked Goods | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings | Cakes / Dessert | Dried Fruits | Gluten-Free Products | Baking Supplies",https://www.acroyali.com,"DG-L30, North Hall 13",,,,
Activ Sp. z o.o,Poland,Smoothies | Juices & Nectars,https://royal-apple.com,"Z6-G53, Za'abeel Hall 6",,,,
Actus Nutrition,United States of America,Dairy,https://actus.com,"R-J18, Shk Rashid Hall",,,https://www.linkedin.com/company/actus-nutrition,@actus_nutrition
AD'ORO S.A,Brazil,"Government/associations | Halal and kosher food | Meat, poultry & seafood | Frozen Ready Meals | Fresh Ready Meals | Frozen Meat | Frozen food | Poultry & Feathered Game | Free-from products | Processed Meat | Gluten-Free Products | Chilled & fresh food",https://www.adoro.com.br,"S1-G85, Shk Saeed Hall 1",sac@adoro.com.br,1145968400,https://www.linkedin.com/company/adorosa,@frangoadoro
Ada Food Gida San. Ve Tic. A.S,Türkiye,Dry goods | Oil | Private label | Wheat | Halal and kosher food | Pulses/ grains / cereals / flours | Pasta | Vegetable & animal oils & fats,https://www.adafood.com.tr,"Z2-A12, Za'abeel Hall 2",info@adafood.com,+90 342 502 1 000,,@adafoodofficial
ADABI FROZEN FOOD SDN BHD,Malaysia,Dry goods | Canned Products | Wheat | Pulses/ grains / cereals / flours | Halal and kosher food | Frozen Baked Goods | Free-from products | Vegan / Vegetarian Products | Frozen food,https://www.adabi.com,"N2-D30, North Hall 2",adabi.kemaman@gmail.com,+66805366079,,@adabi_consumer
ADALILAR KURUYEMIS A.S,Türkiye,Dry goods | Dried Fruit & Vegetables | Private label | Dried Fruits | Healthy snacks | Snacks | Nuts,https://www.adalilar.com,"55-104, South Hall 10",,+90 264 353 54 87,,@adalilartanem
ADAM FOODS,Spain,Savoury snacks | Crackers | Snacks | Healthy snacks | Salty Snacks | Fortified foods & health products | Health & Wellness Products,https://adamfoods.com/,"D1-63, Hall 1",,,https://www.linkedin.com/company/adam-foods,
Adam Foods,Spain,"Savoury snacks | Bakery, cakes & desserts | Halal and kosher food | Sugar-free Products | Spreads, honey & jams | Cereals / Fruit Bars | Savoury Baked Products | Snacks | Salty Snacks | Free-from products | Crackers | Baked Goods | Cakes / Dessert | Healthy snacks | Gluten-Free Products",https://adamfoods.com/,"23-24, South Hall 4",,,https://www.linkedin.com/company/adam-foods,
Adamexpo,Sri Lanka,Iced Tea | Tea,https://www.adamexpo.net,"57-88, South Hall 10",,+94 11 760 8500,,@adam_expo
Adamjee Lukmanjee Group,Sri Lanka,"Savoury snacks | Vegan / Vegetarian Products | Alternative Milk Products | Ready-to-Eat | Spreads, honey & jams | Canned Products | Oil | Snacks | Nuts | Dry goods | Dried Fruit & Vegetables | Private label | Free-from products | Dairy-free Products | Specialty food | Fair Trade | Spices & Seasonings | Dried Fruits | Vegetable & animal oils & fats | Healthy snacks | Gluten-Free Products | Organic products",https://adamjeelukmanjee.com/,"N4-A8, North Hall 4",adamjee@adamjeelukmanjee.com,+94 11 244 54 21,https://www.linkedin.com/company/9289055,@adamjeelukmanjee
Adani Food Products Pvt Ltd,India,Savoury snacks | Vegan / Vegetarian Products | Coffee Beans | Ready-to-Eat | Faro | Frozen Ready Meals | Oil | Oats | Pulses | Pulses/ grains / cereals / flours | Corn | Snacks | Rye | Millet | Brown Rice | Breakfast Cereals | Nuts | Salty Snacks | Frozen food | Value-Added Food | Dry goods | Private label | Sorghum | Wheat | Barley | Ghee | Free-from products | Rice | Popcorn | Spelt | Specialty food | Vegetable snacks | Spices & Seasonings | Quinoa | Vegetable & animal oils & fats | Healthy snacks,https://www.adanispices.com,"SH-511, South Hall 12",,,,
ADARSH GLOBAL PVT LTD,India,Savoury snacks | Vegan / Vegetarian Products | Canned Products | Pulses | Pulses/ grains / cereals / flours | Corn | Snacks | Rye | Millet | Brown Rice | Salty Snacks | Breakfast Cereals | Dry goods | Nut-free Products | Private label | Sorghum | Wheat | Barley | Free-from products | Rice | Spices & Seasonings | Quinoa | Gluten-Free Products,https://www.adarshglobal.in,"N7-C25, North Hall 7",,,,
ADD-ME FOR FOOD INDUSTRIES,Egypt,"Condiments & sauces | Spreads, honey & jams",https://www.add-me-eg.com,"45-48, South Hall 8",info@add-me-eg.com,+202 38 588 001-2,https://www.linkedin.com/company/add-me-egypt,@addme.egypt
Adel Natsheh Est. for Packaging - NATSHE CAFE,Jordan,Coffee | Instant Beverages | Instant hot beverages,https://www.natshecafe.com,"Z5-G75, Za'abeel Hall 5",info@natshecafe.com,+962791515205,,@natshecafe
Adidev Group Of Industries,India,"Dry goods | Specialty food | Fair Trade | Spices & Seasonings | Ethnic Food | Spreads, honey & jams | Organic products",https://www.adidevgroup.com,"N6-B37, North Hall 6",,,,
Aditya Birla Global Trading,Canada,"Rice, Pulses & Grains",https://www.abgtrading.com,"N9-B3, North Hall 9",,,,
Aditya Birla Global Trading (India) Private Limited,India,Iced Tea | Tea | Organic products,https://www.abgtrading.com/,"Z5-J67, Za'abeel Hall 5",,,,
Aditya Trading Company,India,Private label | Iced Tea | Halal and kosher food | Coffee | Tea | Instant Beverages | Instant hot beverages,https://www.aratitea.com/,"Z2-100, Za'abeel Hall 2",,,,
Adnan Khudari & Sons Trading Co,Jordan,Freekeh | Halal and kosher food | Cordials & Syrups | Tea | Ready-to-Eat | Sugar-free Products | Canned Products | Oil | Pulses/ grains / cereals / flours | Dry goods | Private label | Free-from products | Flavoured Water | Gourmet & Fine Food | Specialty food | Spices & Seasonings | Vegetable & animal oils & fats | Gluten-Free Products | Organic products | Ethnic Food,https://www.khudari.com/,"50-43, South Hall 9",info@khudari.com,+962 796400259,https://www.linkedin.com/company/blue-milll,@bluemill.jo
Adolf Darbo Aktiengesellschaft,Austria,"Bakery, cakes & desserts | Baked Goods | Cakes / Dessert | Spreads, honey & jams",https://darbo.com/at/,"6-108, South Hall 1",info@darbo.at,+43 (0)5242 6951-0,,@darbo_official
Adonis Spices,Lebanon,Dry goods | Condiments & sauces | Spices & Seasonings,https://www.adonisspices.com,"53-2, South Hall 9",,,,
ADrinks GmbH,Austria,Private label | Halal and kosher food | Free-from products | Non-alcoholic Beverages | Gluten-Free Products,https://thezero.at/,"Z6-60, Za'abeel Hall 6",,+43 5552 62135 0,,@thezero_wine
Adroit Overseas Enterprises Ltd,Canada,Coffee Beans | Oats | Pulses/ grains / cereals / flours | Corn | Millet | Sorghum | Wheat | Barley | Rice | Pulses,https://adroitoverseas.com,"N9-B43, North Hall 9",info@adroitoverseas.com,,https://www.linkedin.com/company/adroit-overseas-pte-ltd,
ADUCKTIVE FOOD SDN BHD,Malaysia,Savoury snacks | Halal and kosher food | Vegan / Vegetarian Products | Cereals / Fruit Bars | Snacks | Salty Snacks | Dry goods | Dried Fruit & Vegetables | Private label | Free-from products | Vegetable snacks | Dried Fruits | Healthy snacks | Gluten-Free Products,https://aducktive.com/,"N2-D44, North Hall 2",,,,
Aducktive Food Sdn Bhd,Malaysia,Savoury snacks | Vegetable snacks | Salty Snacks | Healthy snacks | Snacks,https://aducktive.com,"N2-E47, North Hall 2",,,,
