Company,Country,City,Category,Fair,Website,Email,Email_Status,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes
Barrington Packaging Systems Group,United States of America,Barrington,,IFT FIRST Expo 2026,https://bpsgusa.com/,,not_found,+18888147999,https://www.linkedin.com/company/barrington-packaging-systems-group-inc.,,https://www.facebook.com/BarringtonPackaging,South Building — 1807,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00666783,
Bartek Ingredients Inc,Canada,Stoney Creek,,IFT FIRST Expo 2026,https://www.bartek.ca/,info@bartek.ca,generic,+1 800 263-4165,https://www.linkedin.com/company/bartekingredientsincorporated,,,South Building — 1910,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00009779,
Bascom Maple Farms,United States,Brattleboro,,IFT FIRST Expo 2026,https://www.maplesource.com/,,not_found,802-257-8100,https://www.linkedin.com/company/bascom-maple-farms,,,South Building — 3960,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00024551,
Basic American Foods,United States,Walnut Creek,,IFT FIRST Expo 2026,https://www.baf.com/our-markets/ingredients/,info@baf.com,generic,800 227 4050,https://www.linkedin.com/company/basic-american-foods,,https://www.facebook.com/basicamericanfoods,South Building — 763,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000543,
"Baumer Foods, Inc.",United States of America,Metairie,,IFT FIRST Expo 2026,http://www.baumerfoods.com,,not_found,5044831434,,,,South Building — 4707,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014000,
Bay State Milling Company,United States of America,Quincy,,IFT FIRST Expo 2026,https://baystatemilling.com/,time-to-wheat-better-tm@2x.png,named,800-553-5687,https://www.linkedin.com/company/bay-state-milling-company,,,South Building — 1572,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00021781,
BBFY Industrial USA Inc.,United States of America,City of Industry,,IFT FIRST Expo 2026,https://www.bbfyusa.com/,sales@bbfyusa.com,generic,+1 909 595 5599,,,,South Building — 1155 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01237651,
BCFoods,United States of America,Santa Rosa,,IFT FIRST Expo 2026,http://www.bcfoods.com,,not_found,+852 5 808 333,https://www.linkedin.com/company/bcfoods,,https://www.facebook.com/BCFoodsInc,South Building — 2853,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00025862,
Beckman Coulter Life Sciences,United States,Indianapolis,,IFT FIRST Expo 2026,https://www.beckman.com/microbioreactor/biolector-xt,,not_found,800-742-2345,https://www.linkedin.com/company/beckman-coulter-ls,,,South Building — 3353 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00024665,
Bedemco Inc.,United States of America,White Plains,,IFT FIRST Expo 2026,https://www.bedemco.com/,info@bedemco.com,generic,914-683-1119,https://www.linkedin.com/company/bedemco-inc,,,South Building — 1764 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00021779,
BELA VIZAGO NATURE SL,Spain,Molina de Segura,,IFT FIRST Expo 2026,http://www.belavizago.com,info@belavizago.com,generic,+34 968 974 701,https://www.linkedin.com/company/bela-vizago-ingredientes-naturales,,,South Building — 1660 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01269711,
Bell Flavors & Fragrances Inc,United States,Northbrook,,IFT FIRST Expo 2026,https://www.bellff.com,info@bellff.com,generic,(847) 291-8300,https://www.linkedin.com/company/bell-flavors-&-fragrances,,https://www.facebook.com/BellFlavorsandFragrances,South Building — 722,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000600,
Beneo Inc,United States of America,Parsippany,,IFT FIRST Expo 2026,https://www.beneo.com/,contact@beneo.com,generic,+49 621 421-150,https://www.linkedin.com/company/beneo,,,South Building — 425,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00139394,
Bepex,United States of America,Minneapolis,,IFT FIRST Expo 2026,https://www.bepex.com,,not_found,+1-612-331-4370,https://www.linkedin.com/company/bepex-international-llc_3,,,South Building — 3445,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00068539,
Berox® Food GmbH,Germany,Berlin,,IFT FIRST Expo 2026,https://www.beroxfood.com/,info@beroxfood.com,generic,+49 30 26 55 88 40,https://www.linkedin.com/company/berox-food-gmbh,,,South Building — 4728,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274330,
Besan Nisasta Gida Sanayi ve Tic. A.S.,Turkey,Gaziantep,,IFT FIRST Expo 2026,https://besan.com/en,besan@besan.com,named,+90 342 337 11 44,https://www.linkedin.com/company/beşan-nişasta-gıda-san-ve-tic-a-ş-/mycompany,https://www.instagram.com/besannisasta,,South Building — 2479,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274326,
BG Organics,United States of America,Dallas,,IFT FIRST Expo 2026,https://www.remove.bg/,,not_found,619.218.7007,https://www.linkedin.com/company/bg-organics/posts,,,South Building — ST89 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01239542,
Bia Diagnostics,United States,Colchester,,IFT FIRST Expo 2026,https://www.biadiagnostics.com,info@biadiagnostics.com,generic,+1-802-540-0148,https://www.linkedin.com/company/bia-diagnostics,https://www.instagram.com/bia_diagnostics_laboratories,https://www.facebook.com/biadiagnostics,South Building — 3346,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00416587,
"Bighter Global, LLC. DBA Bighter USA",United States of America,Irvine,,IFT FIRST Expo 2026,http://www.brighterusa.com,info@solarliberty.com,generic,866-807-3639,https://www.linkedin.com/company/solar-liberty,https://www.instagram.com/solar.liberty,https://www.facebook.com/SolarLiberty,South Building — 4621,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274332,
Bio Kinetics,United States of America,Sheldon,,IFT FIRST Expo 2026,https://bio-kinetics.com/,,not_found,,https://www.linkedin.com/company/bio-kinetics,https://www.instagram.com/biokinetics,https://www.facebook.com/biokineticscorp,South Building — 1276,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271010,
Bioactive Services LLC,United States,South Plainfield,,IFT FIRST Expo 2026,https://bioactive-resources.com/,info@bioactiveresources.com,generic,2020 - 2025,https://www.linkedin.com/company/bioactive-services-bioactive-resources-and-safe-sterilization-usa,https://www.instagram.com/bioactiveservicesllc,https://www.facebook.com/BioactiveServicesResourcesandSafeSterilizationUSA,South Building — 1355 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00264781,
"Bioakso (Shanghai) Supply Chain Co., Ltd.",China,Shanghai,,IFT FIRST Expo 2026,https://bioakso.net/,akso@bioaksogroup.com,named,86-021-34770356,https://www.linkedin.com/company/bioakso,,,South Building — 1175 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265703,
BioBlends Corporation,Argentina,Buenos Aires,,IFT FIRST Expo 2026,https://bioblends.bio/,info@bioblends.bio,generic,,https://ar.linkedin.com/in/sebastian-zaera,,,South Building — ST12 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275719,
Bioenergy Life Science Inc (BLS),United States,Minneapolis,,IFT FIRST Expo 2026,https://bioenergylifescience.com/,info@bioenergyls.com,generic,763.757.0032,https://www.linkedin.com/company/bioenergy-life-science,,,South Building — 3308,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00099901,
Bioriginal Food & Science Corp,Canada,Saskatoon,,IFT FIRST Expo 2026,https://www.bioriginal.com,,not_found,+81 45-228-7802,https://www.linkedin.com/company/bioriginal-food-&-science-corp,,,South Building — 4169,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019365,
Biospringer,United States,Milwaukee,,IFT FIRST Expo 2026,http://na.biospringer.com,d.alton@biospringer.lesaffre.com,named,4146154100,https://fr.linkedin.com/company/biospringer,,,South Building — 3669,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017814,
BioTech Foods SL,Spain,San Sebastián,,IFT FIRST Expo 2026,https://biotech-foods.com/,info@biotech-foods.com,generic,+ 34 943 47 67 67,https://www.linkedin.com/company/biotech-foods-sl,https://www.instagram.com/biotech_foods,https://www.facebook.com/biotechfoodsspain,South Building — 4253,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271012,
BioVivo Science,United States of America,Jeffersonville,,IFT FIRST Expo 2026,https://biovivoscience.com/,,not_found,,,,,South Building — 2203,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265882,
Blendtek Ingredients,Canada,Cambridge,,IFT FIRST Expo 2026,https://www.blendtek.com/,,not_found,844.279.4401,http://linkedin.com/company/blendtek-fine-ingredients,,,South Building — 4242,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00919265,
BLG Group,China,Jiaxing,,IFT FIRST Expo 2026,https://www.sh-blg.com/,marketing@sh-blg.com,generic,2022020950,https://www.linkedin.com/company/13307083/admin/dashboard,,,South Building — 4108,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01100510,
Blommer Chocolate Company,United States,Chicago,,IFT FIRST Expo 2026,http://blommer.com,blommer_logo@2x.png,named,3122267700,,,,South Building — 2465,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000719,
Bluegrass Ingredients,United States of America,Bowling Green,,IFT FIRST Expo 2026,https://bluegrassingredients.com/,info@bluegrassingredients.com,generic,+1-270-297-7850,https://www.linkedin.com/company/bluegrass-dairy-&-food-inc.,,,South Building — 2469,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00075370,
"BLUETEC NATURALS CO.,LTD",China,Erdos,,IFT FIRST Expo 2026,https://www.bestphycocyanin.com/,inquiry@bestphycocyanin.com,generic,+86-532-80922026,https://www.linkedin.com/company/bluetec-naturals-co-ltd,,,South Building — 1275,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01186199,
BOTANIKind USA,United States of America,Lombard,,IFT FIRST Expo 2026,https://www.botanikind.com,recruitment@botanikind.com,named,+41 768051748,https://www.linkedin.com/company/botanikind,,,South Building — 3616,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274644,
BRACE GmbH Chemie-Plastics-DataSystems-Esthétiques,Germany,Karlstein,,IFT FIRST Expo 2026,https://www.brace.de,info@brace.de,generic,+49 6188 991757,,,,South Building — 3157 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263570,
Brenntag,United States,Reading,,IFT FIRST Expo 2026,http://www.brenntag.com,,not_found,610-926-6100,https://www.linkedin.com/showcase/brenntag-food-nutrition,,,South Building — 1103,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00025231,
Briess Malt & Ingredients Co.,United States,Chilton,,IFT FIRST Expo 2026,https://food.briess.com/,briesspecialty-kirana@2x.jpg,named,920 849-7711,https://www.linkedin.com/company/briess,https://www.instagram.com/brewingwithbriess,https://www.facebook.com/BrewingWithBriess,South Building — 2803,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000816,
BrightSpec,United States of America,Charlottesville,,IFT FIRST Expo 2026,http://www.brightspec.com,info@brightspec.com,generic,434-202-2391,https://www.linkedin.com/company/brightspec-inc-,,,South Building — 4714,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273573,
Brimrose Corporation of America,United States,Sparks,,IFT FIRST Expo 2026,https://www.brimrose.com/,office@brimrose.com,generic,+1 410 472-7070,https://www.linkedin.com/company/brimrose,,http://www.facebook.com/2008/fbml,South Building — 3251 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00024251,
Brodnica Gelatin USA,United States of America,Chicago,,IFT FIRST Expo 2026,https://brodnicagelatin.com/,office@brodnicagelatin.com,generic,+48 56 498 32 51,https://www.linkedin.com/company/brodnickie-zakłady-żelatyny-sp-z-o-o,https://www.instagram.com/zelatyna_brodnica,https://www.facebook.com/BrodnickieZakladyZelatyny,South Building — ST52 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274777,
Bruker,United States of America,Billerica,,IFT FIRST Expo 2026,https://www.bruker.com,,not_found,,https://www.linkedin.com/company/bruker-corporation,https://www.instagram.com/brukercorp,https://www.facebook.com/bruker.corp,South Building — 4614,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00075518,
BSI Engineering,United States of America,Oak Brook,,IFT FIRST Expo 2026,http://www.bsiengr.com,info@bsiengr.com,generic,+15132013100,,,,South Building — 5050,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275932,
Buchi Corporation,United States of America,New Castle,,IFT FIRST Expo 2026,https://www.buchi.com/en,buchi@buchi.com,named,+41 71 394 63 63,https://www.linkedin.com/company/büchi-labortechnik-ag,https://www.instagram.com/buchilabequipment,https://www.facebook.com/buchilabequipment,South Building — 2279,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00077645,
Buckhorn Inc,United States,Milford,,IFT FIRST Expo 2026,https://buckhorninc.com/,sales@buckhorninc.com,generic,800 543 4454,,,,South Building — 2878,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00147125,
Budenheim USA Inc,United States,Mansfield,,IFT FIRST Expo 2026,https://www.budenheim.com/,,not_found,4125802641,https://www.linkedin.com/company/budenheim,,,South Building — 2228,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002534,
Buffalo Creek Mills,Canada,Altona,,IFT FIRST Expo 2026,http://www.buffalocreekmills.ca,,not_found,,,,,South Building — 4663,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273020,
"Buhler, Inc.",United States,Plymouth,,IFT FIRST Expo 2026,https://www.buhlergroup.com/global/en/homepage.html,media.relations@buhlergroup.com,generic,763 847 9900,https://www.linkedin.com/company/buhler,https://www.instagram.com/buhler_group,https://www.facebook.com/buhlergroup,South Building — 2107,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000892,[generic]
Bunge,United States of America,Chesterfield,,IFT FIRST Expo 2026,http://www.bunge.com,,not_found,+65.6730 6100,https://www.linkedin.com/company/bunge,https://www.instagram.com/proudtobebunge,https://www.facebook.com/Bunge,South Building — 1638,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00022755,
Butter Buds Inc.,United States,Racine,,IFT FIRST Expo 2026,http://www.bbuds.com,,not_found,262 598-9900,https://www.linkedin.com/company/butter-buds,,https://www.facebook.com/bbuds,South Building — 708,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023876,
Cache Creek Foods,United States of America,Woodland,,IFT FIRST Expo 2026,https://hfingredients.com/,,not_found,530-662-1764,,,,South Building — 4210,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00084700,
"Cain Food Industries, Inc.",United States of America,Dallas,,IFT FIRST Expo 2026,https://cainfood.com/,,not_found,2146304511,,,,South Building — 1582,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000947,
Caldic,Canada,Elgin,,IFT FIRST Expo 2026,https://www.caldic.com/,,not_found,1-847-468-0001,https://www.linkedin.com/company/caldic,,,South Building — 1143,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004695,
Calidra Group,Mexico,CIUDAD DE MEXICO MEX,,IFT FIRST Expo 2026,https://www.calidra.com/en/,,not_found,Int. 1800,,,,South Building — 1340,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01241378,
"California Cereal Products, Inc.",United States,Oakland,,IFT FIRST Expo 2026,https://www.californiacereal.com,mark@californiacereal.com,named,510 452-4500,,https://www.instagram.com/squarespace,http://www.facebook.com/2008/fbml,South Building — 1164 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019144,
California Natural Color,United States,Fresno,,IFT FIRST Expo 2026,https://www.californianaturalcolor.com/,,not_found,800-557-0220,https://www.linkedin.com/company/california-natural-color,https://www.instagram.com/california_natural_color,https://www.facebook.com/CaliforniaNaturalColor,South Building — 2544,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023659,
California Walnut Board,United States of America,Folsom,,IFT FIRST Expo 2026,https://walnuts.org/,info@walnuts.org,generic,916 932-7070,,https://www.instagram.com/cawalnuts,https://www.facebook.com/tr,South Building — 4055,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00384474,
