Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score
Alef Sausage Inc.,United States,Mundelein,,Summer Fancy Food Show 2026,https://www.alefsausage.com,ex@abc.xyz,847-968-2533 (704),,https://www.instagram.com/alefsausage__,Level 3 — 940,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=200957,,https://www.facebook.com/AlefGourmetSausage,,,,,,,partial,2
ALER OIL FOOD AGRICULTURE INC.,Turkey,ADANA,,Summer Fancy Food Show 2026,https://eng.aleryag.com/,export@aleryag.com,(90) 322-248 88 84,,https://www.instagram.com/alerzeytin,Level 3 — 1711 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348192,,https://www.facebook.com/alerzeytin,,,,,,,partial,2
Alex Fish For Fish Processing,Egypt,Behera,,Summer Fancy Food Show 2026,https://www.gwp-ltd.com,info@gwp-ltd.com,+201026503123,https://www.linkedin.com/company/gwpcapital,https://www.instagram.com/gwpcapital,Level 3 — 202 — Egypt,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348423,,https://www.facebook.com/gwpcapital,,,,,,,partial,2
Alexian Pate,United States,Neptune,,Summer Fancy Food Show 2026,http://www.alexianpate.com,,(800) 927-9473,,https://www.instagram.com/alexian_pate,Level 3 — 366 — Deli Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5533,,https://www.facebook.com/AlexianPate,,,,,,,partial,1
Alifood,Italy,Genova,,Summer Fancy Food Show 2026,https://alifoodsrl.com/,n.alifoodpec@pec.it,390102091025,https://it.linkedin.com/company/alifood-srl,https://www.instagram.com/italian_feelings,Level 1 — 4944A — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348499,,https://www.facebook.com/italianfeelings,,,,,,,partial,2
Alimenta Produzioni S.r.l.,Italy,Riccione,,Summer Fancy Food Show 2026,https://www.alimentaproduzioni.it,info@alimentaproduzioni.it,+39 0541729427,https://www.linkedin.com/company/alimenta-produzioni-s,https://www.instagram.com/alimentaitalia,Level 3 — 3301 — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=317464,,https://www.facebook.com/people/Alimenta/100080430698041,,,,,,,partial,2
ALIMENTOS CONICA S.A,Costa Rica,PARAISO,,Summer Fancy Food Show 2026,http://www.alimentosconica.com/,,(506)25513710,,,"Level 3 — 2476 — Confectionery, Snacks and Sweets Pavilion",https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=344067,,,,,,,,,partial,1
ALKO SEKERLEME GIDA SAN. VE TIC.,Turkey,AFYONKARAHISAR,,Summer Fancy Food Show 2026,https://www.alkoconfectionery.com/,user@domain.com,https://wa.me/+905372535170,,https://www.instagram.com/alkosekerleme,Level 3 — 1608 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348053,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
ALL FIELDS ECUADOR,Ecuador,Samborondon,,Summer Fancy Food Show 2026,https://pacificfields.com.ec/,,+593 99 327 3363,,https://www.instagram.com/tortis_ec,Level 3 — 316B — Ecuador,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=342771,,https://www.facebook.com/tortis.ec,,,,,,,partial,1
alldae superfruit soda,United States,New York,,Summer Fancy Food Show 2026,https://drinkalldae.com/,,+16176008822,,,Level 1 — 5516 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341961,,,,,,,,,partial,1
Alle Processing Corp,United States,maspeth,,Summer Fancy Food Show 2026,https://www.alleprocessing.com,,718-894-2000,,,Level 1 — 6119 — NewYork,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=301669,,,,,,,,,partial,1
Allen Pickle Works Inc,United States,Glen Cove,,Summer Fancy Food Show 2026,https://www.hormansfamilypickles.com,ron@hormansfamilypickles.com,5166760640,,https://www.instagram.com/axiom_themes,Level 1 — 3423,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=336412,,https://www.facebook.com/AxiomThemes,,,,,,,partial,2
"ALLGOT CO., LTD.",South Korea,GUMISI,,Summer Fancy Food Show 2026,https://www.allgot.co.kr/,,821057714103,,,Level 1 — 4914,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=336307,,,,,,,,,partial,1
"ALLIED OLD ENGLISH, INC.",United States,Port Reading,,Summer Fancy Food Show 2026,https://www.alliedoldenglish.com/,,(732) 636-2060 629,,,Level 3 — 1860,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=100287,,,,,,,,,partial,1
"Allsomeday, LLC",United States,Lorton,,Summer Fancy Food Show 2026,https://www.atinypoke.com,user@domain.com,+115714050956,,http://instagram.com/squarespace,River Pavilion — 7219 — Debut District,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=344206,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
"ALLWIN FOOD CO.,LTD","Taiwan, Province of China",Tainan City,,Summer Fancy Food Show 2026,https://www.allwinfood.com/,allwinfoodsales@gmail.com,+88665937665,https://www.linkedin.com/company/allwinfood1447,https://www.instagram.com/allwin_food,Level 1 — 5712 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=346381,,https://www.facebook.com/profile.php,,,,,,,partial,1
ALMAZARAS DE LA SUBBETICA,Spain,Carcabuey,,Summer Fancy Food Show 2026,https://almazarasdelasubbetica.com/,%20comercial@almazarasdelasubbetica.com,(+34) 957 54 70 28,https://www.linkedin.com/company/almazarasdelasubbetica,https://www.instagram.com/almasubbetica,Level 3 — 2106 — Spain,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=325843,,https://www.facebook.com/almazarasdelasubbetica,,,,,,,partial,2
"ALO Drink by SPI West Port, Inc.",United States,South San Francisco,,Summer Fancy Food Show 2026,http://www.alodrink.com,info@alodrink.com,6506167777,,https://instagram.com/alodrink,Level 1 — 5807 — Beverage Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=41858,,https://www.facebook.com/tr,,,,,,,partial,2
ALPI USA,United States,Valley Stream,,Summer Fancy Food Show 2026,https://us.alpiworld.com/,office.jfk@alpiusa.com,9179353324,https://www.linkedin.com/company/albini-,,Level 3 — 2780,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=306426,,https://www.facebook.com/alpiworld,,,,,,,partial,2
Alta Gama Foods,Spain,Madrid,,Summer Fancy Food Show 2026,https://www.altagamafoods.com,,210-962-9145,,,Level 3 — 275,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=301623,,,,,,,,,partial,1
ALTUNKAYA INS. NAK. GIDA TIC. A.S.,Turkey,Gaziantep,,Summer Fancy Food Show 2026,https://altunkaya.com/,info@altunkaya.com,(90) 342-357 03 57,,https://www.instagram.com/altunkayagroupglobal,Level 3 — 1822 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=303624,,https://www.facebook.com/altunkayagroupglobal,,,,,,,partial,2
ALVOAR LACTEOS S/A,Brazil,Lagoa da Prata,,Summer Fancy Food Show 2026,https://alvoarlacteos.com.br/,,+55 31 99295-2969,https://www.linkedin.com/company/alvoar-l%C3%A1cteos/about,,Level 3 — 229B — Brazil,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=342575,,,,,,,,,partial,1
Alya Foods,United States,North Brunswick,,Summer Fancy Food Show 2026,https://www.alyafoods.com/,info@alyafoods.com,917-496-8000,,https://www.instagram.com/alya.foods,Level 1 — 5320,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=109204,,https://www.facebook.com/Alyafoodsusa,,,,,,,partial,2
Amalthia S.A.,Greece,Kefalovryso,,Summer Fancy Food Show 2026,https://www.amalthia.com.gr/,info@amalthia.com.gr,+306947271612,,https://www.instagram.com/amalthia_sa,Level 3 — 1922 — Greece,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=315490,,https://www.facebook.com/Amalthia-SA-,,,,,,,partial,2
Amana Foods International,United States,Plainfield,,Summer Fancy Food Show 2026,https://www.amana-foods.com/,,https://wa.me/+971503524512,,https://www.instagram.com/hana_great_taste,Level 3 — 1972,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=306973,,https://www.facebook.com/AmanaFoods,,,,,,,partial,1
Ambrosi Cheese USA,United States,New York,,Summer Fancy Food Show 2026,http://ambrosifoodusa.com/,user@domain.com,718-233-2950,,http://www.instagram.com/ambrosicheeseusa,Level 3 — 453 — Deli Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=122880,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
Ameico,United States,New Milford,,Summer Fancy Food Show 2026,https://ameico.com,,+18603548765,,,Level 1 — 5258,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=317972,,,,,,,,,partial,1
American Beverage Marketers,United States,New Albany,,Summer Fancy Food Show 2026,http://www.abmcocktails.com,,812-944-3585,,,Level 1 — 5248,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=27946,,,,,,,,,partial,1
American Tuna Inc.,United States,Chula Vista,,Summer Fancy Food Show 2026,https://americantuna.com/,,+12165132092,,,Level 3 — 169,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=180024,,,,,,,,,partial,1
American Vinegar Works LLC,United States,Worcester,,Summer Fancy Food Show 2026,https://www.americanvinegarworks.com/,,617-209-9193,,,Level 1 — 4414,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=305216,,,,,,,,,partial,1
AMRU RICE CAMBODIA Co. Ltd.,Cambodia,Phnom Penh,,Summer Fancy Food Show 2026,https://amrurice.com.kh/,info@amrurice.com.kh,(855)23 990 900,https://kh.linkedin.com/company/amrurice,,Level 3 — 2575,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=121273,,https://www.facebook.com/amrurice,,,,,,,partial,2
"Amtrade, Inc.",United States,New York,,Summer Fancy Food Show 2026,http://www.amtradeinc.com,sales@amtradeinc.com,(212)725-0679,,,Level 1 — 6035,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=37473,,,,,,,,,partial,2
Anabtawi Sweets Co.,Jordan,Amman,,Summer Fancy Food Show 2026,https://anabtawisweets.com/,info@anabtawisweets.com,https://api.whatsapp.com/send?phone=962795212989,http://www.linkedin.com/company/anabtawi-sweets,http://www.instagram.com/anabtawisweets,Level 3 — 1318 — Jordan,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=305832,,https://facebook.com/anabtawisweets,,,,,,,partial,2
Ancient Crunch,United States,Hackettstown,,Summer Fancy Food Show 2026,https://www.masachips.com/,,908-310-6383,,,Level 1 — 5259,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=312380,,,,,,,,,partial,1
"Anderson International Foods, Inc.",United States,Jersey City,,Summer Fancy Food Show 2026,http://www.aifoods.com,info@aifoods.com,+15167472210,,,Level 3 — 475 — Deli Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=101321,,,,,,,,,partial,2
Andre's Confiserie Suisse,United States,Kansas City,,Summer Fancy Food Show 2026,http://www.andreschocolates.com/,,816-561-3440,,,"Level 3 — 2549 — Confectionery, Snacks and Sweets Pavilion",https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=131794,,,,,,,,,partial,1
"Aneto Natural USA, LLC.",United States,clovis,,Summer Fancy Food Show 2026,https://www.anetobroth.com/,aruano@anetonatural.com,5593050488,,https://www.instagram.com/anetobroth,Level 1 — 5643,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=336681,,https://www.facebook.com/tr,,,,,,,partial,2
ANICAV - ASSOCIAZIONE NAZIONALE INDUSTRIALI CONSERVE ALIMENTARI VEGETALI,Italy,NAPOLI,,Summer Fancy Food Show 2026,https://www.anicav.it,info@anicav.it,+390817347126,https://www.linkedin.com/company/anicav-associazione,https://www.instagram.com/anicav_associazione,Level 3 — 2519 — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348455,,https://www.facebook.com/anicavassociazione,,,,,,,partial,2
Anjali's Cup,United States,Brooklyn,,Summer Fancy Food Show 2026,https://www.anjaliscup.com,,347-921-6397,,,Level 1 — 6145 — Brooklyn,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=316619,,,,,,,,,partial,1
ANSU GIDA PAZ. VE TİC. LTD. ŞTİ.,Turkey,Antalya,,Summer Fancy Food Show 2026,https://ansugida.com/,info@ansugida.com,+905523607507,,https://www.instagram.com/antalya_recelcisi,Level 3 — 2138,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341302,,,,,,,,,partial,2
Anytime Bar Supplies,United States,Minneapolis,,Summer Fancy Food Show 2026,http://www.oliveoilpourspouts.com/,flags@2x.webp,763-777-8672,https://www.linkedin.com/company/anytime-olive-oil-products,https://www.instagram.com/anytime_olive_oil_products,Level 3 — 977,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=128698,,https://www.facebook.com/AnytimeOliveOilProducts,,,,,,,partial,2
Apex-Brasil,Brazil,Asal Sul,,Summer Fancy Food Show 2026,http://apexbrasil.com.br,apexbrasil@apexbrasil.com.br,https://api.whatsapp.com/send/?phone=556120270203&text&type=phone_number&app_absent=0,https://www.linkedin.com/company/apexbrasil,https://www.instagram.com/apexbrasil,Level 3 — 102 — Brazil,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=135204,,https://www.facebook.com/apexbrasil,,,,,,,partial,2
Appenzeller® Switzerland,Switzerland,Appenzell,,Summer Fancy Food Show 2026,http://www.appenzeller.ch,,+41 78 606 20 70,,,Level 3 — 749 — Deli Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=102212,,,,,,,,,partial,1
Appetais Italia SpA,Italy,Genova,,Summer Fancy Food Show 2026,https://www.appetais.it,,+393939049469,,,Level 1 — 4948A — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348503,,,,,,,,,partial,1
Apricot & Honey Gourmet,United States,Bethesda,,Summer Fancy Food Show 2026,http://www.apricotandhoneygourmet.com,sales@apricotandhoneygourmet.com,240-302-0821,https://www.linkedin.com/company/apricot-honey-gourmet,https://www.instagram.com/apricotandhoneygourmet,Level 3 — 1455,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=268536,,,,,,,,,partial,2
Arabian Food Industries ( Domty ),Egypt,Giza,,Summer Fancy Food Show 2026,https://www.domty.org/,info@domty.org,20235724924,https://www.linkedin.com/company/arabian-food-industries-%E2%80%93-domty-,https://www.instagram.com/domtyfresh,Level 3 — 216 — Egypt,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=342239,,,,,,,,,partial,2
"ARAM Co., Ltd.",South Korea,"Daejeon,",,Summer Fancy Food Show 2026,http://www.aramfood.co.kr,help@aramfood.co.kr,+82-426241181,,https://www.instagram.com/samsiokki35,Level 1 — 5745,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=314574,,https://www.facebook.com/samsiokki,,,,,,,partial,2
"ARAWOOM CO.,LTD",South Korea,YEOSU-SI,,Summer Fancy Food Show 2026,https://arawoom.com/,arawoom@arawoom.com,+821097799122,,https://www.instagram.com/arawoom_official,Level 3 — 603 — Korea,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=335894,,,,,,,,,partial,2
Arbor and Field,United States,califon,,Summer Fancy Food Show 2026,https://hoppyvalleyfarm.com/,,9736177235,,,River Pavilion — 7003A — SFA Spark Pavilion,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=336698,,,,,,,,,partial,1
Arcan Danismanlik Gida San Tic A.S,Turkey,Salihli / Manisa,,Summer Fancy Food Show 2026,http://www.gaiaoliva.com,,332-256-7751,,,Level 3 — 855,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=311337,,,,,,,,,partial,1
Arte Bianca SRL,Italy,MARGHERA,,Summer Fancy Food Show 2026,https://www.artebiancagroup.it/,info@artebiancagroup.it,00390415384233,,,Level 3 — 3126 — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=317320,,,,,,,,,partial,2
Artecarta Italia S.r.l.,Italy,Scafati,,Summer Fancy Food Show 2026,https://www.artecarta.it/,info@artecarta.it,https://api.whatsapp.com/send?phone=390818562845,https://it.linkedin.com/company/artecarta-italia,https://www.instagram.com/artecarta_italia,"Level 3 — 2371 — Confectionery, Snacks and Sweets Pavilion",https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=344053,,https://www.facebook.com/artecartaitalia,,,,,,,partial,2
Artigiana Genovese S.r.l,Italy,Genova,,Summer Fancy Food Show 2026,https://www.artigianagenovese.com/,info@artigianagenovese.it,00390106671233,,,Level 1 — 4942B — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=341665,,,,,,,,,partial,2
Arya International LLC,United States,Colonia,,Summer Fancy Food Show 2026,https://eatarya.com/,,+18482299229,,,Level 1 — 5221,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=302751,,,,,,,,,partial,1
AS A. Le Coq,Estonia,Tartu,,Summer Fancy Food Show 2026,https://www.alecoq.ee/,info@alecoq.ee,+37253420388,,https://www.instagram.com/elusonmaitset,Level 1 — 5283 — Estonia,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=342650,,https://www.facebook.com/elusonmaitset,,,,,,,partial,2
As do Mar (Generale Conserve),Italy,Genova,,Summer Fancy Food Show 2026,http://www.asdomar.it,,00390105308711,,https://www.instagram.com/tonnoasdomar,Level 1 — 4946A — Italy,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348501,,https://www.facebook.com/asdomar,,,,,,,partial,1
AS World USA LLC,United States,IRVINE,,Summer Fancy Food Show 2026,https://asworldusa.com/,info@asworldusa.com,+17789651942,,,"Level 3 — 2556 — Confectionery, Snacks and Sweets Pavilion",https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=343513,,,,,,,,,partial,2
"Asamurasaki Co., Ltd.",Japan,Kasaoka-shi,,Summer Fancy Food Show 2026,https://www.asamurasaki.co.jp/,,+81-865-66-2727,,https://www.instagram.com/asamurasaki1910,Level 3 — 409A — Japan,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=342180,,https://www.facebook.com/asamurasaki,,,,,,,partial,1
Ascoli,United States,Mechanicsburg,,Summer Fancy Food Show 2026,https://www.ascolilowacid.com,ascoli-artwork-home-hero-product@2x.png,+17178234047,,,Level 1 — 5741,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347183,,,,,,,,,partial,2
ASIA FOOD TECHNOLOGY JOINT STOCK COMPANY,Vietnam,Bac Ninh Province,,Summer Fancy Food Show 2026,https://afotech.vn,afotech@afotech.vn,+842223714146,https://www.linkedin.com/company/asiafoodtechnologyltd,,Level 1 — 3713,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348163,,https://www.facebook.com/profile.php,,,,,,,partial,2
ASK MAKARNA,Turkey,MARDIN,,Summer Fancy Food Show 2026,https://askmakarna.com.tr/,,(90) 532-380 13 47,,https://www.instagram.com/askmakarna,Level 3 — 1911 — Turkey,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348284,,https://www.facebook.com/askmakarna,,,,,,,partial,1
Atalanta Corp.,United States,Elizabeth,,Summer Fancy Food Show 2026,https://st-clemens.dk/,info@st-clemens.dk,2394980600,,https://www.instagram.com/bornholms_andelsmejeri,Level 3 — 2040,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1762,,https://www.facebook.com/p/Bornholms-Andelsmejeri-61550872946455,,,,,,,partial,2
Audrey's Brittles,United States,Lorton,,Summer Fancy Food Show 2026,https://amazingaudreysbrittles.com,,+13103476489,,,River Pavilion — 7231 — Debut District,https://sff2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=347196,,,,,,,,,partial,1
