name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,pinterest,wechat,weibo,whatsapp,logo,last_approval
"ABT Glassware Co., Limited",abt-glassware-co-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/abt-glassware-co-limited.html,Hong Kong,,Kowloon,,"B10, Rm 2703, New Trend Centre, 704 Prince Edward Road East San Po Kong",,+86 182 3510 9662,,eric@abtglassware.com,https://www.abtglassware.com,,ABT Glassware is a hand blown glass producer in china mainland for years. Main items are glass drinkware and plates. Export...,10.2,H10.2-E31B,,,Table & Table Select,,,Glass Decanter; Wine Glasses; Glass Plates; Candle Glass,,,,,,,,,,,,,,2025-12-09T10:51:43
Ac Mold Plastik Kalip Sanayi Ve Ticaret Limited Sirketi,ac-mold-plastik-kalip-sanayi-ve-ticaret-limited-sirketi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ac-mold-plastik-kalip-sanayi-ve-ticaret-limited-sirketi.html,Türkiye,,Esenyurt/Istanbul,34522,Akçaburgaz Mh. 1573 Sok. No: 1 Zemin Kat Dükkan No: 85 Tem 34 – 2 Sanayi Sitesi,,+90 212 858 18 38,,arif@acmold.com.tr,https://www.mutfac.com,,,9.3,H9.3-D98Q,,,,,,,,,,,,,,,,,,,,2025-12-03T14:05:07
AC Trade Limited,ac-trade-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ac-trade-limited.html,Hong Kong,,Kowloon,,"Rm 3, 16/F, One Portside 29 Tai Yau Street Sanpokong","Rm 3, 16/F, One Portside",+86 13 566 602 7111,,grink@generalunion.com.cn,https://www.mugroup.com,,"Grinkwell is the famous brand of AC TRADE LTD, We are focusing on manufacturing kinds of drinkware products for over 10 years...",11.1,H11.1-G20E,,,Modern Kitchen & Baking,,,Sport bottle; Stainless steel tumbler; Shake bottle; ; Kitchen Set Carnival,,,,,,,,,,,,,,2026-01-23T09:11:54
Acapulco Design,acapulco-design,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acapulco-design.html,Germany,,München,80469,Am Glockenbach 9,,+49 163 4016172,,info@acapulcodesign.eu,https://www.acapulcodesign.eu,,ACAPULCO DESIGN PHILOSOPHIE ACAPULCO DESIGN präsentiert mexikanisches Design und in der Region gefertigte Handwerkskunst...,3.1,H3.1-F51,,Hospitality Interiors; Interior Looks,Interior Design,,,Outdoor Möbel; Lounge Chairs; Acapulco Chairs; Vasen; Low / Coffee Table,,,https://www.facebook.com/AcapulcoDesign,https://www.instagram.com/acapulcodesign/,,,,,,,,,,2026-01-22T10:43:56
Accademia Mugnano S.p.A.,accademia-mugnano-spa,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/accademia-mugnano-spa.html,Italy,,Napoli,80122,Via Pontano 61,,+39 0823 882126,+39 0823 882312,,https://www.accademiamugnano.it,,"Leader in Italy and throughout the world Accademia Mugnano designs, manufactures and distributes more than 11 million pieces...",8.0,H8.0-D89,,,Cook & Cut,,,cookware; aluminium; Made in Italy; frypan; non-stick; Casseroles and Pots; Spray coating company; Roller coating company; Metal coating company; 100% Italian manufacturer,,,https://www.facebook.com/AccademiaMugnano/,https://www.instagram.com/accademiamugnano/,https://www.linkedin.com/company/accademia-mugnano/,https://twitter.com/accademiamugnan,https://www.youtube.com/user/ACCADEMIAMUGNANO,,,,,https://api.whatsapp.com/send/?phone=%2B393453745901&amp,company_pictures/10000001202501/0010599470/02867033.jpg,2025-11-12T13:14:38
accentra GmbH & Co. KG,accentra-gmbh--co-kg,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/accentra-gmbh--co-kg.html,Germany,,Bechhofen,91572,Rudolf-Diesel-Straße 7,,+49 9822 82840,+49 9822 828422,info@accentra.de,https://www.accentra.de,,"What distinguishes an attractive range of products? It offers quality, appeals to a wide range of consumers and has permanent...",4.2,H4.2-M11,,Ethical Style by Ambiente,Global Sourcing Giving,,,Geschenksets; Badezusätze; Made in Germany; Adventskalender; Körperpflege; Badefee; Sensena; Lüttes Welt; Circly,,,https://www.facebook.com/Accentra/,https://www.instagram.com/accentra/,,,,,,,,,company_pictures/10000001202601/465494/1759741258831_1196214501.jpg,2026-03-08T04:23:06
Accessory Arcade,accessory-arcade,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/accessory-arcade.html,India,,Gurugram,122050,"Plot No. 49, Sector-8, Phase-IV, IMT Manesar",,+91 11 4552 6463,,info@accessoryarcade.com,,,"May all beings everywhere be happy and free, and may the thoughts, words, and actions of my own life contribute in some way...",10.4,H10.4-A39,,,Global Sourcing Living; Interior Design,,,MEDITATION CUSHION SET; YOGA BOLSTER; ACUPRESSURE MAT & PILLOW SET; MAGNETIC HEALING PRODUCTS; MEDITATION CHAIR,,,,,,,,,,,,,,2026-03-08T03:56:10
Acht & Acht GmbH,acht--acht-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acht--acht-gmbh.html,Germany,,Remscheid,42899,Lüttringhauser Str. 161,,+49 2191 8909160,,,,,"The Acht & Acht GmbH, as a specialist for furniture in the sector of hotel, catering and office, we offer a diverse range...",3.0,H3.0-F59,,,,,,Möbel; Furniture; Stühle; Chairs; In- & Outdoor Furniture,,,,,,,,,,,,,,2026-03-08T06:38:00
Acorus Calamus UAB,acorus-calamus-uab,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acorus-calamus-uab.html,Lithuania,,Pakruojis,83182,Statybininku g. 6A-1,,+370 620 12848,,vilte.naslenaite@etnoarbata.lt,https://www.acorus.lt,,"Acorus Calamus is one of the oldest herbal processing factories in the Baltic States, combining long-standing traditions...",9.1,H9.1-B43,,,"Modern Kitchen & Baking; Urban Gifts, Stationery & School",,,Herbal tea; Kräutertee; Private label; Tea manufacturing; Teeherstellung,,,,,,,,,,,,,,2025-10-23T12:47:45
acs Coating Systems GmbH,acs-coating-systems-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acs-coating-systems-gmbh.html,Germany,,Wilhelmshaven,26386,Kutterstr. 2,,+49 4421 968630,+49 4421 968699,info@acs-coating.de,https://www.hifficiency.shop,,"Healthy cooking and baking without SolGel / PFAS / PTFE / Teflon! Premium quality made in GermanyStable, lightweight, and...",8.0,H8.0-C41,,,Cook & Cut,,,"Koch- und Bratgeschirr; Backbleche; Antihaftbeschichtung - ohne SolGel, ohne PFAS, ohne PTFE; Bratpfannen; Backformen",,,https://www.facebook.com/Hifficiency,https://www.instagram.com/hifficiency/,,,https://www.youtube.com/channel/UCMv3quOXsiOmHc1s4Vcxa7Q,https://www.tiktok.com/@hifficiency,https://de.pinterest.com/hifficiency/,,,,,2025-12-08T19:32:21
ACTEtre Deutschland GmbH,acte-tre-deutschland-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acte-tre-deutschland-gmbh.html,Germany,,Augsburg,86159,Imhofstr. 7,,+49 821 20754919,+49 821 20754920,info@actetre.de,https://www.actetre.de,,Publisher and distributor of high-quality greeting cards and stationary.,4.2,H4.2-F54,,,,,,Grußkarten; greeting cards; Postkarten; postcards; Quire Publishing,,,,,,,,,,,,,,2025-11-18T17:20:28
Actman Corporation,actman-corporation,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/actman-corporation.html,Taiwan,,New Taipei City,23145,"Baoqiao Rd. 7F-3, No. 129, Ln. 235 Xindian District",Baoqiao Rd.,+886 2 8919 1125,,sales@actman.com.tw,https://www.actman.com.tw,,SINCE 1986 More Than 30 Years of Expertise Actman Corporation stands at the forefront as a leading design and manufacturing...,11.1,H11.1-B38,,,Cook & Cut,,,tumbler; food container; Personal Accessories; Kids Set,,,,,,,,,,,,,,2025-12-09T10:56:41
Acube Kraft Pvt. Ltd.,acube-kraft-pvt-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/acube-kraft-pvt-ltd.html,India,,Moradabad,244001,2/5/189 Old Rampur Road,,+91 98731 36911,,ankur@acubekraft.com,https://www.acubekraft.com,,"a leading manufacturer and exporter of high-quality handicrafts from India. Our name, Acube, is pronounced 'a' + 'cube,' and...",10.3,H10.3-B15,,,Global Sourcing Living,,,Home Decor; Lamps; Furniture; Vases; Handicrafts,,,,,,,,,,,,,,2025-12-04T15:32:20
Adali Metal Profil Ins. San. ve Tic. Ltd. Sti.,adali-metal-profil--inssan-ve-tic-ltd-sti,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adali-metal-profil--inssan-ve-tic-ltd-sti.html,Türkiye,,Aksaray,68100,E-90 Karayolu Üzeri Adana Istikameti 7. km 1,,+90 532 774 85 91,,kadir@kanat.com,https://www.kanat.com,,KANAT group which started manufacturing in a small workshop in the old industrial street of Aksaray city in 1970 has become...,9.2,H9.2-E64,,,,,,ironing board; wheelbarrow; ladder; clothes airer; trolley,,,https://www.facebook.com/Kanat-El-Arabalar%C4%B1-1111659348886416,https://www.instagram.com/kanat.el.arabalari/,,https://twitter.com/kanatelarabasi,https://www.youtube.com/@KanatGrup,,,,,,,2025-11-11T09:21:42
Adamo Srl,adamo-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adamo-srl.html,Italy,Ancona,Castelfidardo,60022,"S.S. 16 KM 315, 200",,+39 071 721081,+39 071 781672,s.orlandoni@adamo.it,https://www.omadaitaly.com,,"Adamo srl is the owner and manufacturer of the OMADA® brand. OMADA® is a leading brand focusing on innovation, eco-sustainable...",9.1,H9.1-D31,,HoReCa,Global Sourcing Dining; Modern Kitchen & Baking,,,"table top, crockery, drinkware, back to school products, plates, glasses, flutes, wine glasses, bowls, jugs, trays, cake, kitchen utensils, office, hotels & restaurants, serving, kids, children, tableware, dinnerware, serveware, glassware, home; red dot, design award, GOOD DESIGN, made in Italy, patended, design, italian design, trendy, certified, certification, Omada; storage box, lunch-box, on-the-go, to go, picnic products, gift, food container, food storage, food canisters, jar, leak-proof, air-tight, hermetical; wooden composite, recycled wood, acrylic, recycled, post-consumer, recyclable, unbreakable, mold production, plastic injection, private label, OEM, ODM, microwave safe, dishwashing safe, tritan; sustainable, green, reusable, promotional, promotions, melamine free, mould, environmentally safe, sustainable household products, eco friendly, ecofriendly, ecological, environmental friendly, durable lunch products",,,,,,,,,,,,,,2025-10-17T11:40:37
Adasev Plastik Sanayi Ve Ticaret Limited Sirketi,adasev-plastik-sanayi-ve-ticaret-limited-sirketi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adasev-plastik-sanayi-ve-ticaret-limited-sirketi.html,Türkiye,,Sakarya,54580,"Hanli Merkez Mah. Adasev Plastik Sitesi, No: 51",,+90 545 272 83 34,,export2@sevplastik.com,https://www.sevplastik.com,,,9.1,H9.1-F60G,,,,,,,,,https://www.facebook.com/sevplastik,,,,,,,,,,,2025-12-03T14:07:47
Addison-Ross Limited,addison-ross-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/addison-ross-limited.html,Great Britain and Northern Ireland,,Wooler,NE71 6AH,Wooler Industrial Estate,,+44 1668 281055,,sales@addisonross.com,https://www.addisonross.com,,,3.1,H3.1-H35,,,,,,,,,https://www.facebook.com/addisonrosshome,https://www.instagram.com/addisonrosshome/,,,https://www.youtube.com/@addisonross4359,https://www.tiktok.com/@addisonrosshome,,,,,,2025-11-13T13:35:21
ADEMI Edition,domus-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/domus-srl.html,Italy,,Torino,10131,Via Luisa del carretto 65,,+39 011 1987 1895,,info@ademiedition.it,https://www.ademiedition.it,,"Ademi offers a collection of carpets that can be adapted to any environment, suitable for both residential and contract use.Carpet...",3.1,H3.1-D19,,,Interior Design,,,bordered design carpets; rugs; carpets; interior design; bordered exclusive carpets,,,https://www.facebook.com/profile.php,https://www.instagram.com/ademi_edition/,,,,,,,,,company_pictures/10000001202601/488655/1761574198613_1558186676.jpg,2025-11-20T11:59:13
Adeon Dis Ticaret Limited Sirketi,adeon-dis-ticaret-limited-sirketi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adeon-dis-ticaret-limited-sirketi.html,Türkiye,,Istanbul,34394,Fulya Mah Altinova Apt. No: 54-8,,+90 212 216 09 00,,samet@adeonglobal.com,,,"Adeon is global exporter of household products(glass, plastic, metal), tableware products(porcelain, ceramic, glass) and...",9.1,H9.1-F60B,,,,,,"BUYING OFFICE; EXPORT OFFICE; ISTANBUL; GLASS, PLASTIC, METAL",,,,,,,,,,,,,,2025-11-03T11:02:36
ADI Hogar y Hosteleria Iberia SL,adi-hogar-y-hosteleria-iberia-sl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adi-hogar-y-hosteleria-iberia-sl.html,Spain,ESP_50,Villanueva de Gállego (Zaragoza),50830,Rio de la Piedra S/N Polígono Industrial San Miguel,Polígono Industrial San Miguel,+34 674 70 72 96,,jose-maria.gracia@adiberia.com,https://www.adiberia.com,,An international leading company of household collections with well-known brands and different category groups. We offer...,9.1,H9.1-B60,,,Table & Table Select,,,Kitchenware; Dinnerware; Storage; Cutlery; Spanish Design,,,https://www.facebook.com/ADI-114074366798927/,https://www.instagram.com/adi_iberia/,https://www.linkedin.com/company/adiberia/,,https://www.youtube.com/channel/UC9J6Kqhl10Gxw3DYbHvXkOA,,,,,,,2026-01-13T18:46:51
Adimara Brush Di Bonfanti Marco & Sonia Snc,adimara-brush-di-bonfanti-marco--sonia-snc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adimara-brush-di-bonfanti-marco--sonia-snc.html,Italy,Pistoia,Larciano,51036,Via Benvenuto Cellini 86,,+39 328 190 4642,,info@adimara.it,,,,9.2,H9.2-E82,,,,,,,,,,,,,,,,,,,,2025-10-14T08:37:57
Adler Sp. z o.o.,adler-sp-z-oo,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adler-sp-z-oo.html,Poland,,Warszawa,01-237,ul. Ordona 2A,,+48 666 563 562,+48 22 632 54 40,marketing@adlereurope.eu,https://www.adlereurope.eu,,"Adler Europe Group develops 3 modern brands: ADLER Europe, CAMRY Premium, and MESKO Home. As one of the leaders in the household...",9.3,H9.3-E39,,,Modern Kitchen & Baking,,,home appliances; kitchenware; RTV; Audio; kettle,,,https://www.facebook.com/adlereurope/,https://www.instagram.com/adlereurope/,,,https://www.youtube.com/channel/UCr-h65QNRnWwK8wPqfp9kbQ,,,,,,,2026-03-08T06:25:04
Adriagel GmbH,adriagel-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/adriagel-gmbh.html,Germany,,Limburg an der Lahn,65549,Glashüttenweg 4 Limburg-Weilburg,,+49 6431 2198951,+49 6431 2198941,info@adriagel24.de,https://www.adriagel24.de,,ADRIAGEL®Eine Marke der Adriagel GmbH Glasdesigns mit Charakter für Gastronomie und Hotellerie ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ Willkommen...,11.0,H11.0-B55,,HoReCa,HoReCa; Table & Table Select,,,Adriagel GmbH; Dessertgläser Gastronomie; B2B Glaswaren; Eisbecher Glas von Adriagel®; Großhandel Gastronomiebedarf,,,https://www.facebook.com/adriagel24,https://www.instagram.com/adriagel24,,,https://www.youtube.com/@adriagel24,https://www.tiktok.com/@adriagel24,,,,https://wa.me/4915221879098?text=Start,,2026-01-15T15:59:42
Ads Enterprise Ltd.,ads-enterprise-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ads-enterprise-ltd.html,China,Fujian,Xiamen Fujian,361028,Bldg 1 No. 688 Xiayang South Road Haicang,Bldg 1,+86 592 553 1676,+86 592 563 6108,sinoart@163.com,https://www.art676.com,,ADS Enterprise Limited is a proven leader in the manufacture and exportation of on-trend art and wall decor products around...,10.3,H10.3-A20,,,,,,Wall Art; Mirror; Tabletop Decor; Framed Picture; Sculpture,,,,,,,,,,,,,,2025-10-22T08:57:31
ADVANCE CORK INTERNATIONAL,advance-cork-international,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/advance-cork-international.html,India,,New Delhi,110028,"ICB-383A, Indira Market Ring Road, Nariana",,+91 98996 88918,,info@advancecork.com,https://www.advancecork.com,,"Our company, the ADVANCE CORK INTERNATIONAL has its roots sown in the cork industry almost just as long as it takes a cork...",10.2,H10.2-C33,,,,,,"cork coasters,; cork pen holder; cork trays; cork stool; cork planters",,,,,,,,,,,,,,2025-11-12T10:06:10
"AE Industry & Trading Co., Ltd.",ae-industry--trading-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ae-industry--trading-co-ltd.html,China,,"Jinhua City, Zhejiang",321017,"Room 302, No. 697 Yongkang Street",,+86 579 8393 7958,+86 579 8393 7091,jackie@aecompany.cn,https://www.aecompany.cn,,AE Industry & Trading Co. is a subsidiary enterprise of AE-Group. We are specialized in the distribution and marketing many...,11.1,H11.1-D71,,,,,,Aluminium Cookware; Forged Cookware; Aluminium Cookware; Cookware; Forged Cookware,,,,,,,,,,,,,,2025-12-16T08:18:41
AEREA STUDIO,aerea-studio-sarl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/aerea-studio-sarl.html,France,,Paris,75011,"37 B, rue de Montreuil",,+33 7 88 55 63 36,,info@aerea.studio,https://www.aerea.studio,,AEREA STUDIO is a French design studio where technology meets craftsmanship to create contemporary collectible design objects...,3.1,H3.1-C90,,,Interior Design,,,Vase; Lightings; 3D printed; Homeware; Innovative,,,https://www.facebook.com/AEREAstudioParis/,https://www.instagram.com/aerea_studio/,,,,https://www.tiktok.com/@aerea_studio,,,,,,2026-02-03T09:18:00
Aerolatte,eddingtons-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/eddingtons-ltd.html,Great Britain and Northern Ireland,,"Hungerford, Berkshire",RG17 0PZ,The Reid Building New Hayward Farm,The Reid Building,+44 1488 686572,+44 1488 686941,sales@eddingtons.co.uk,https://www.eddingtons.co.uk,,Eddingtons Ltd was founded in August 2000. From the outset Eddingtons has built a reputation for nurturing world class brands...,9.0,H9.0-E60,,Ethical Style by Ambiente,Table & Table Select,,,Coffee; Housewares; Environmentally Friendly; Coffee; Tea,,,https://www.facebook.com/EddingtonsLtd,,,https://twitter.com/Eddingtons,https://www.youtube.com/user/Eddingtons1,,,,,,,2026-01-06T13:17:17
"Aeropress, Inc.",aeropress-inc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/aeropress-inc.html,United States,California,Palo Alto California,94303,2100 Geng Rd Ste 210,,,,recipient@giftnote.com,https://www.aeropress.com,,"Brew the best coffee you have ever tasted in under a minute! In 2004, inventor Alan Adler began studying the brewing process...",9.0,H9.0-A51,,,Modern Kitchen & Baking; Top Deals & Collections,,,AeroPress; coffee maker; French press; kaffeemaschine; französische Presse,,,https://www.facebook.com/aeropress,https://www.instagram.com/aeropress/,,https://twitter.com/AeroPress,https://www.youtube.com/c/AeroPressCoffeeMaker,https://www.tiktok.com/@aeropress,https://www.pinterest.com/aeropressofficial/,,,,company_pictures/10000001202501/0052398609/1700006376148_1123257409.png,2026-03-22T03:27:57
