Company,Category,Country,Stand,IFE Profile,Relevant,Sales Navigator Search,LinkedIn People Search,Apollo Search,Apollo People Search,Contact Name,Contact Title,Contact Email,Website,Description,AI Message,Status,Interest Level,Notes,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score,Email,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,phone,linkedin_url
Birchall Tea,Stand: S876,,Stand: S876,https://www.ife.co.ukexhibitors/birchall-tea,YES,https://www.linkedin.com/sales/search/people?keywords=Birchall%20Tea&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Birchall%20Tea&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Birchall%20Tea,https://app.apollo.io/#/people?q_organization_name=Birchall%20Tea&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Blackmore Vale Dairy,Stand: N1060,,Stand: N1060,https://www.ife.co.ukexhibitors/blackmore-vale-dairy,YES,https://www.linkedin.com/sales/search/people?keywords=Blackmore%20Vale%20Dairy&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Blackmore%20Vale%20Dairy&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Blackmore%20Vale%20Dairy,https://app.apollo.io/#/people?q_organization_name=Blackmore%20Vale%20Dairy&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Borna Foods,Stand: N910,,Stand: N910,https://www.ife.co.ukexhibitors/borna-foods-1,YES,https://www.linkedin.com/sales/search/people?keywords=Borna%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Borna%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Borna%20Foods,https://app.apollo.io/#/people?q_organization_name=Borna%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
BRCN FOOD,Stand: N952,,Stand: N952,https://www.ife.co.ukexhibitors/brcn-food,YES,https://www.linkedin.com/sales/search/people?keywords=BRCN%20FOOD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=BRCN%20FOOD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=BRCN%20FOOD,https://app.apollo.io/#/people?q_organization_name=BRCN%20FOOD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Bretton Foods,Stand: N4816,,Stand: N4816,https://www.ife.co.ukexhibitors/bretton-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Bretton%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Bretton%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Bretton%20Foods,https://app.apollo.io/#/people?q_organization_name=Bretton%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
British Frozen Food Federation,Stand: N4069,,Stand: N4069,https://www.ife.co.ukexhibitors/british-frozen-food-federation,YES,https://www.linkedin.com/sales/search/people?keywords=British%20Frozen%20Food%20Federation&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=British%20Frozen%20Food%20Federation&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=British%20Frozen%20Food%20Federation,https://app.apollo.io/#/people?q_organization_name=British%20Frozen%20Food%20Federation&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Cacto Drinks Company Ltd,Stand: N5012,,Stand: N5012,https://www.ife.co.ukexhibitors/cacto-drinks-company-1,YES,https://www.linkedin.com/sales/search/people?keywords=Cacto%20Drinks%20Company%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Cacto%20Drinks%20Company%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Cacto%20Drinks%20Company%20Ltd,https://app.apollo.io/#/people?q_organization_name=Cacto%20Drinks%20Company%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Candy Paradise,Stand: N3470,,Stand: N3470,https://www.ife.co.ukexhibitors/candy-paradise-1,YES,https://www.linkedin.com/sales/search/people?keywords=Candy%20Paradise&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Candy%20Paradise&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Candy%20Paradise,https://app.apollo.io/#/people?q_organization_name=Candy%20Paradise&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
CEDROB FOODS,Stand: N4330,,Stand: N4330,https://www.ife.co.ukexhibitors/cedrob-foods,YES,https://www.linkedin.com/sales/search/people?keywords=CEDROB%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=CEDROB%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=CEDROB%20FOODS,https://app.apollo.io/#/people?q_organization_name=CEDROB%20FOODS&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Ceylon Artisanal Tea Association (CATA),Stand: N2130,,Stand: N2130,https://www.ife.co.ukexhibitors/ceylon-artisanal-tea-association-cata,YES,https://www.linkedin.com/sales/search/people?keywords=Ceylon%20Artisanal%20Tea%20Association%20(CATA)&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Ceylon%20Artisanal%20Tea%20Association%20(CATA)&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Ceylon%20Artisanal%20Tea%20Association%20(CATA),https://app.apollo.io/#/people?q_organization_name=Ceylon%20Artisanal%20Tea%20Association%20(CATA)&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Ceylon Plant Food (Pvt) Ltd,Stand: N3284,,Stand: N3284,https://www.ife.co.ukexhibitors/ceylon-plant-food-pvt,YES,https://www.linkedin.com/sales/search/people?keywords=Ceylon%20Plant%20Food%20(Pvt)%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Ceylon%20Plant%20Food%20(Pvt)%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Ceylon%20Plant%20Food%20(Pvt)%20Ltd,https://app.apollo.io/#/people?q_organization_name=Ceylon%20Plant%20Food%20(Pvt)%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Ceylon Royal Teas (Pvt) Ltd,Stand: S580b,,Stand: S580b,https://www.ife.co.ukexhibitors/ceylon-royal-teas-pvt,YES,https://www.linkedin.com/sales/search/people?keywords=Ceylon%20Royal%20Teas%20(Pvt)%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Ceylon%20Royal%20Teas%20(Pvt)%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Ceylon%20Royal%20Teas%20(Pvt)%20Ltd,https://app.apollo.io/#/people?q_organization_name=Ceylon%20Royal%20Teas%20(Pvt)%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
CHAI GPTEA,Stand: S678,,Stand: S678,https://www.ife.co.ukexhibitors/chai-gptea,YES,https://www.linkedin.com/sales/search/people?keywords=CHAI%20GPTEA&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=CHAI%20GPTEA&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=CHAI%20GPTEA,https://app.apollo.io/#/people?q_organization_name=CHAI%20GPTEA&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Chelmer Foods,Stand: N500,,Stand: N500,https://www.ife.co.ukexhibitors/chelmer-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Chelmer%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Chelmer%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Chelmer%20Foods,https://app.apollo.io/#/people?q_organization_name=Chelmer%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
CHERKY FOODS,Stand: N1630k,,Stand: N1630k,https://www.ife.co.ukexhibitors/cherky-foods,YES,https://www.linkedin.com/sales/search/people?keywords=CHERKY%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=CHERKY%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=CHERKY%20FOODS,https://app.apollo.io/#/people?q_organization_name=CHERKY%20FOODS&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Chill Spritz drink with Ashwagandha,Stand: N855,,Stand: N855,https://www.ife.co.ukexhibitors/chill-sprirz-drink-ashwagandha,YES,https://www.linkedin.com/sales/search/people?keywords=Chill%20Spritz%20drink%20with%20Ashwagandha&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Chill%20Spritz%20drink%20with%20Ashwagandha&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Chill%20Spritz%20drink%20with%20Ashwagandha,https://app.apollo.io/#/people?q_organization_name=Chill%20Spritz%20drink%20with%20Ashwagandha&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Chiltern Natural Foods Ltd,Stand: N616,,Stand: N616,https://www.ife.co.ukexhibitors/chiltern-natural-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Chiltern%20Natural%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Chiltern%20Natural%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Chiltern%20Natural%20Foods%20Ltd,https://app.apollo.io/#/people?q_organization_name=Chiltern%20Natural%20Foods%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Circle Foods,Stand: N3951,,Stand: N3951,https://www.ife.co.ukexhibitors/circle-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Circle%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Circle%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Circle%20Foods,https://app.apollo.io/#/people?q_organization_name=Circle%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Community Foods,Stand: N900,,Stand: N900,https://www.ife.co.ukexhibitors/community-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Community%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Community%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Community%20Foods,https://app.apollo.io/#/people?q_organization_name=Community%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Continental Tea (PVT) LTD,Stand: S1075,,Stand: S1075,https://www.ife.co.ukexhibitors/continental-tea-pvt,YES,https://www.linkedin.com/sales/search/people?keywords=Continental%20Tea%20(PVT)%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Continental%20Tea%20(PVT)%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Continental%20Tea%20(PVT)%20LTD,https://app.apollo.io/#/people?q_organization_name=Continental%20Tea%20(PVT)%20LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Costa Coffee,Stand: S690,,Stand: S690,https://www.ife.co.ukexhibitors/costa-coffee,YES,https://www.linkedin.com/sales/search/people?keywords=Costa%20Coffee&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Costa%20Coffee&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Costa%20Coffee,https://app.apollo.io/#/people?q_organization_name=Costa%20Coffee&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
